ano_comercial,region_del_domicilio_o_casa_matriz,tramo_segun_ventas_5_tramos,contribucion_po,contribucion_empleo,contribucion_vtas,contribucion_sal_neto,numero_de_empresas,trabajadores,ventas_anuales_en_uf,sal_neto
2005,Región de Ñuble,Pequeña,0.09850733960085765,0.30879441442303096,0.22623234161096406,1480763.323147994,2389,32286,15982595.43,1705257.881
2005,Región de Magallanes y de la Antártica Chilena,Micro,0.6750804505229284,0.16549548059964728,0.0761172633090501,342565.10965988366,6713,12011,3449638.16,457721.89499999996
2005,Región de Atacama,Grande,0.004176157934700076,0.2395632371367768,0.7858236686597678,4143711.539815105,55,24090,84266737.74,4422483.777
2005,Región de Los Ríos,Sin Ventas/Sin Información,0.14714782023982964,0.03385592185592186,0,407308.6026071729,2626,3466,0,488478.829
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,Sin Ventas/Sin Información,0.1315391084945332,0.03640276158881019,NA,NA,782,1218,0,148098.318
2005,Región de Tarapacá,Micro,0.698740520043337,0.16513065382553188,0.03382589944540667,434197.63790127,10319,16323,4523463.08,614821.851
2005,Región Metropolitana de Santiago,Grande,0.017361439680268966,0.5255205661947447,0.8797968743586418,403827890.44364166,6238,2824806,7905447099.91,449563873.393
2005,Región de Los Ríos,Pequeña,0.120699316373417,0.36971916971916974,0.22380562090636344,2780095.9644191302,2154,37850,14801151.24,3227283.6250000005
2005,Región de Ñuble,Sin Ventas/Sin Información,0.15070921985815602,0.11042035292429822,0,1722633.63309655,3655,11545,0,1852245.6149999998
2005,Región de Valparaíso,Pequeña,0.12098475194445665,0.29442907224645054,0.09978994265588555,8668032.470115956,11013,181744,75835697.25,11167716.32
2005,Región de Coquimbo,Sin Ventas/Sin Información,0.1546296581222882,0.054905123049127785,0,1748169.037723521,5025,10758,0,1966489.582
2005,Región de Arica y Parinacota,Grande,0.0028076743097800653,0.11937918751590196,0.4468446738648588,551788.9521469548,36,7038,12470316.02,638501.6490000001
2005,Región de Arica y Parinacota,Mediana,0.007799095304944627,0.1466372657111356,0.16435393643712679,685401.0129228197,100,8645,4586706.85,794728.1429999999
2005,Región de La Araucanía,Mediana,0.010943625163337689,0.18101737573205556,0.18613533218782619,2876725.9302699855,469,41140,21983683.21,3201277.108
2005,Región de Arica y Parinacota,Pequeña,0.08438621119950086,0.3631074548384361,0.25566844725492566,945001.3008275258,1082,21407,7135066.21,1230145.296
2005,Región de Los Lagos,Mediana,0.015016114854966305,0.2373145218611029,0.11728164741828376,4572772.847578814,615,75457,29638895.8,5170501.062
2005,Región de Ñuble,Grande,0.0025977238990598714,0.1610157333460858,0.5018156614931847,1796736.0760188177,63,16835,35451680.52,1951437.2920000001
2005,Región del Biobío,Grande,0.005978776109361142,0.29178134729052924,0.6682600392612407,18748932.73427512,391,155202,269524889.18,21029210.463
2005,Región de Los Lagos,Sin Ventas/Sin Información,0.14398378747924603,0.027383775419704243,0,1008977.5113609313,5897,8707,0,1119528.097
2005,Región de Antofagasta,Grande,0.006697896120973044,0.3330459038403667,0.7695252821037204,10825048.663010186,163,57549,164436781.24,11643818.609
2005,Región de Los Ríos,Mediana,0.011767342821920879,0.15707936507936507,0.1407518127734752,1019267.6731277016,210,16081,9308474.29,1180791.026
2005,Región de Magallanes y de la Antártica Chilena,Grande,0.007843925985518906,0.2767581569664903,0.5139746676910919,1289319.5242433073,78,20086,23293357.51,1528615.646
2005,Región de Valparaíso,Mediana,0.014105549940677593,0.167472897050914,0.08105312110627855,7910727.4808191415,1284,103377,61596587.69,9496781.227
2005,Región de Coquimbo,Mediana,0.01264732129119611,0.19214751605099573,0.19610901601948294,2462970.669476898,411,37649,19432393.88,2825914.403
2005,Región de Antofagasta,Sin Ventas/Sin Información,0.15918803418803418,0.04894789231232204,0,1352242.6356021895,3874,8458,0,1537540.7159999998
2005,Región del Libertador Gral. Bernardo O’Higgins,Pequeña,0.1196694214876033,0.3584797093598019,0.14650536588467508,4133545.6183909792,5430,117125,36699380.75,4794930.802999999
2005,Región de Los Ríos,Micro,0.7163510030258882,0.23224420024420026,0.08907027395339105,1148442.854982573,12784,23776,5890569.64,1365180.7659999998
2005,Región de Coquimbo,Micro,0.7240052927962581,0.18041931631434432,0.10530162883866157,962323.2727041958,23528,35351,10434312.35,1343465.398
2005,Región de Los Ríos,Grande,0.004034517538944301,0.2071013431013431,0.5463722923667702,2791569.6250009155,72,21202,36133761.52,3168799.573
2005,Región de Coquimbo,Pequeña,0.10520971166569222,0.36554930641325317,0.2354923667454994,3928356.4104591836,3419,71625,23334880.36,4721049.8319999995
2005,Región de Antofagasta,Mediana,0.01594345825115056,0.1860749091414153,0.08357607009161215,2727200.018356405,388,32153,17859036.31,3165693.341
2005,Región de Magallanes y de la Antártica Chilena,Pequeña,0.14521319388576026,0.330040233686067,0.21633114734169062,1099604.5148527115,1444,23953,9804138.36,1393114.261
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,Mediana,0.010765349032800672,0.17388445560237903,NA,NA,64,5818,3228309.7,304407.638
2005,Región del Biobío,Pequeña,0.13073794305636258,0.2874667238189776,0.1512562623337577,7159904.091359342,8550,152907,61005185.03,9343693.739
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,Grande,0.004373423044575274,0.20398099166143638,NA,NA,26,6825,11058828.12,598037.7289999999
2005,Región de Tarapacá,Sin Ventas/Sin Información,0.1257448537378115,0.04796204311626825,0,630833.6683249682,1857,4741,0,740727.382
2005,Región del Libertador Gral. Bernardo O’Higgins,Grande,0.004892561983471075,0.22324754305582337,0.6824720092582948,7689496.680525862,222,72941,170958244.21,8223241.953
2005,Región de Atacama,Micro,0.6924069855732726,0.21599474929891208,0.038367047679444675,1706584.7973389758,9119,21720,4114238.44,1971076.195
2005,Región del Maule,Sin Ventas/Sin Información,0.14608101610041618,0.08604240113274246,0,4374719.270261192,8810,26920,0,4618227.774999999
2005,Región de La Araucanía,Grande,0.003406757513533694,0.25451993435150105,0.4295736780950185,4951439.015031539,146,57845,50735191.13,5684950.465
2005,Región de Ñuble,Micro,0.7375886524822695,0.21666108746592702,0.10875683139492472,1087979.5661449095,17888,22653,7683324.25,1278105.496
2005,Región del Maule,Micro,0.7387952046958165,0.18678744138920764,0.11358404971237389,2534257.5692469585,44556,58440,18438491.66,3036942.5360000003
2005,Región de La Araucanía,Micro,0.7252193391823782,0.21255681543179727,0.11236972381118034,2563423.9115009354,31080,48308,13271528.74,3136621.529
2006,Región de Atacama,Sin Ventas/Sin Información,0.1715082159624413,0.03208325923984763,0,342869.6672476097,2338,3428,0,408142.75700000004
2006,Región de Magallanes y de la Antártica Chilena,Mediana,0.018093385214007784,0.1999759145770332,0.18056556979663196,628000.3261682834,186,14945,8408657.88,807215.082
2006,Región Metropolitana de Santiago,Pequeña,0.16891626083535682,0.17734985084835933,0.046045995112498746,63121224.96671039,62260,1026751,466881474.17,94685233.265
2006,Región del Libertador Gral. Bernardo O’Higgins,Mediana,0.013153928955866524,0.22155976093899574,0.10153044203387898,4379831.713470978,611,77072,29326916.76,4865580.507
2006,Región Metropolitana de Santiago,Grande,0.018210182183214185,0.5354932540621583,0.8885604720460506,451157343.72381824,6712,3100190,9009522371.37,498704187.848
2006,Región Metropolitana de Santiago,Mediana,0.029965950866150278,0.16328658706154858,0.053102572328859066,75060996.76628235,11045,945333,538431348.71,95951648.172
2006,Región de Coquimbo,Mediana,0.012831685548577096,0.18868452208932684,0.18316352417940615,2428761.0684233075,427,40480,20050430.01,2780674.0110000004
2006,Región de Los Lagos,Sin Ventas/Sin Información,0.14721766231294459,0.034611177741872105,0,1237649.9223070634,6188,11803,0,1467372.5950000002
2006,Región de Los Lagos,Grande,0.007327575952228011,0.33012137224830435,0.7059634342472257,10408192.129355779,308,112577,210295568.06,11717763.999999998
2006,Región de Ñuble,Sin Ventas/Sin Información,0.15563888552880933,0.12003650110806935,0,2085303.3728182316,3860,13812,0,2245887.335
2006,Región de Los Lagos,Micro,0.6880308329169937,0.17001498459021105,0.048515254080745605,3308624.539102108,28920,57978,14451942.44,3975141.7589999996
2006,Región Aisén del Gral.Carlos Ibáñez del Campo,Micro,0.7383055282957147,0.2438213200298182,NA,NA,4514,8504,2026559.38,475606.62899999996
2006,Región del Libertador Gral. Bernardo O’Higgins,Pequeña,0.12185145317545748,0.3492975642569877,0.13262901104926705,4379674.795790353,5660,121507,38309692.04,5086559.859
2006,Región del Libertador Gral. Bernardo O’Higgins,Sin Ventas/Sin Información,0.14221743810548979,0.04327590618091709,0,1899999.9783543781,6606,15054,0,2098238.147
2006,Región de Los Lagos,Pequeña,0.14143649037660885,0.2598873369949299,0.13782244591505402,4882388.420065624,5945,88626,41055171.06,5852089.568
2006,Región del Maule,Mediana,0.010166056485355648,0.19127846449361427,0.1661916293801105,3219356.5519257407,622,65225,29660366.03,3641952.9390000002
2006,Región de Atacama,Grande,0.004548122065727699,0.23039486368358494,0.7921770921445097,4508143.91523733,62,24617,94013911.68,4803158.784
2006,Región de Tarapacá,Grande,0.01626706735480499,0.28583673002933224,0.7328508029452577,3378590.253105346,249,30014,121543655.7,4134924.552
2006,Región de La Araucanía,Sin Ventas/Sin Información,0.15350977608864874,0.05931053703680934,0,2035745.0986062451,6705,14471,0,2313015.566
2006,Región del Maule,Grande,0.003546678870292887,0.20696784410328598,0.493372874176867,5757554.529267777,217,70575,88052690.09,6518262.051999999
2006,Región de Los Lagos,Mediana,0.01598743844122475,0.20536512842468263,0.10769886575697464,4120172.6758529376,672,70033,32081823.3,4641529.881999999
2006,Región de Tarapacá,Pequeña,0.13105115306722415,0.3080644546874405,0.09445256374206802,1484186.2611335404,2006,32348,15665002.81,1903063.745
2006,Región de Coquimbo,Micro,0.7189049493644258,0.17636036506353187,0.0979381588806712,1206390.3320592751,23923,37836,10721033.07,1585176.733
2006,Región de Arica y Parinacota,Micro,0.7665205015770444,0.33331679566051464,0.11503111828312075,995462.467576037,9964,20155,3716768.26,1164012.238
2006,Región del Maule,Pequeña,0.10136637029288703,0.35445681021715864,0.23668366294452134,5174888.349920337,6202,120868,42241141.16,5974554.719
2006,Región de La Araucanía,Grande,0.0036631713906314393,0.27291617996040773,0.6467156467982794,5551350.896196381,160,66588,122970060.13,6370479.863
2006,Región del Maule,Micro,0.7322992939330544,0.17300840188272557,0.10375183349850106,2553535.3586823735,44805,58995,18516680.83,2993969.239
2006,Región de La Araucanía,Micro,0.7219652914510738,0.2110235381393271,0.07164259993223795,2852912.64982046,31534,51487,13622516.89,3480977.433
2006,Región de La Araucanía,Pequeña,0.11058198635468657,0.29629447470561954,0.17461763407445155,4033928.7713615857,4830,72292,33202754.67,4856424.307
2006,Región del Biobío,Sin Ventas/Sin Información,0.15733082986871713,0.0900545472056596,0,8443455.454296535,10558,51427,0,9161466.719
2006,Región de Arica y Parinacota,Mediana,0.007615970459266097,0.19393728914467157,0.1514195258482845,1059817.7676354249,99,11727,4892513.4,1282460.71
2006,Región de Tarapacá,Sin Ventas/Sin Información,0.11942248644411053,0.04630299798102929,0,657460.0594236202,1828,4862,0,776756.2590000001
2006,Región de Ñuble,Pequeña,0.09624611910810048,0.29714509190457566,0.21827729852660632,1637498.734070311,2387,34191,15969104.34,1895971.679
2006,Región Aisén del Gral.Carlos Ibáñez del Campo,Pequeña,0.11579980372914622,0.2919605481965709,NA,NA,708,10183,NA,NA
2006,Región del Biobío,Grande,0.006586496192647563,0.2984458861950916,0.6701000212755881,19913447.970659226,442,170432,285491285.25,22271040.783
2006,Región de Ñuble,Micro,0.7346074755050199,0.20450180332855342,0.10576526584531865,930716.3414378503,18219,23531,7737756.41,1144957.589
2006,Región del Biobío,Micro,0.6859195016913288,0.1346589267421397,0.052371860949163025,3011441.1687799115,46030,76899,22312653.96,3863554.4639999997
2006,Región de La Araucanía,Mediana,0.010279774714959476,0.16045527015783628,0.10702411919503108,3050096.3450741763,449,39149,20350153.02,3357280.576
2006,Región de Arica y Parinacota,Grande,0.002615585814293407,0.1104551167559701,0.5052914235502076,937557.9805402759,34,6679,16326461.51,1034178.2960000001
2006,Región del Maule,Sin Ventas/Sin Información,0.15262160041841005,0.0742884793032156,0,4191847.8207847844,9338,25332,0,4446097.337
2006,Región del Libertador Gral. Bernardo O’Higgins,Grande,0.005016146393972013,0.21819059911861347,0.7109574211348045,8013117.31186873,233,75900,205358990.78,8555761.561
2006,Región del Biobío,Mediana,0.017121909785864364,0.1959409174087013,0.12856418715567353,7441268.449141493,1149,111895,54773845.49,8636906.435999999
2006,Región de Valparaíso,Micro,0.6827740395519889,0.17058438047551694,0.0403439533560844,4940655.311623916,63216,110110,30198152.36,6404670.027
2006,Región de Tarapacá,Mediana,0.031423531717514865,0.2026684697725801,0.1440483114754597,1186216.700908718,481,21281,23890481.26,1452016.5620000002
2006,Región de Valparaíso,Sin Ventas/Sin Información,0.17323166319245684,0.0977990261616423,0,12022072.561027903,16039,63128,0,12836403.689000001
2006,Región de Arica y Parinacota,Pequeña,0.0888529886914378,0.3328868161672289,0.22825793231838704,675129.775217504,1155,20129,7375237.68,882441.41
2006,Región de Tarapacá,Micro,0.7018357614163455,0.1571273475296179,0.0286483218372146,436992.2366237415,10743,16499,4751337.86,620276.176
2006,Región de Antofagasta,Pequeña,0.1424049364907641,0.2897268325298996,0.08132425446890948,3161279.468511081,3554,53731,25436851.83,4141071.3850000002
2006,Región de Valparaíso,Grande,0.005303120308466631,0.2651610334522616,0.7664912788880172,22856989.438071344,491,171158,573732083.67,26043883.959000003
2006,Región de Antofagasta,Micro,0.6811315462595664,0.13617932209604539,0.0277163427320375,1176027.9494567374,16999,25255,8669203.4,1517252.368
2006,Región de Magallanes y de la Antártica Chilena,Sin Ventas/Sin Información,0.15622568093385214,0.042497390745845263,0,570941.2599578259,1606,3176,0,630192.5889999999
2006,Región Aisén del Gral.Carlos Ibáñez del Campo,Sin Ventas/Sin Información,0.13052011776251227,0.08466655198119158,NA,NA,798,2953,0,627554.29
2006,Región de Ñuble,Mediana,0.010685053022055562,0.19030982488158868,0.1679199236926468,1295935.461577867,265,21898,12284973.29,1463772.5790000001
2006,Región de Los Ríos,Micro,0.7180331467456921,0.25285484311307344,0.09080231926040455,1820795.6091651244,13084,26859,6119204.21,2242924.798
2006,Región de Valparaíso,Mediana,0.014829295689459643,0.17501359438687378,0.08807000979259079,8639097.4086631,1373,112969,65921937.56,10376579.091
2006,Región de Los Ríos,Pequeña,0.12007463505652508,0.3470340698342167,0.22637883588631905,2140320.985593592,2188,36863,15255759.29,2746943.738
2006,Región de Los Ríos,Mediana,0.012512347711557459,0.159306364911554,0.15182146253237758,1087491.0057106242,228,16922,10231308.41,1264798.001
2006,Región de Valparaíso,Pequeña,0.12386188125762797,0.2914419655237054,0.10509475796330772,9348266.369786652,11468,188122,78665258.34,12041961.806
2006,Región del Libertador Gral. Bernardo O’Higgins,Micro,0.7177610333692143,0.167676169504486,0.05488312578204936,2618112.8482571943,33340,58328,15852909.03,3122517.511
2006,Región Aisén del Gral.Carlos Ibáñez del Campo,Grande,0.0047432122996401704,0.20431217386318024,NA,NA,29,7126,13026405.5,673554.1070000001
2006,Región de Magallanes y de la Antártica Chilena,Grande,0.008365758754863813,0.27826692000963416,0.537034231222794,1425341.3754988501,86,20796,25008849.28,1685474.5029999998
2006,Región de Los Ríos,Sin Ventas/Sin Información,0.14564811765997146,0.04712726998860887,0,624100.9095262607,2654,5006,0,709460.162
2006,Región de Antofagasta,Grande,0.006771647233241175,0.3500922061535475,0.8270235655615038,11802080.710471677,169,64926,258678988.63,12639323.718
2006,Región de Antofagasta,Mediana,0.017189566053612212,0.1741563945776311,0.0639358372375493,3071570.718306427,429,32298,19998048.91,3550866.189
2006,Región del Biobío,Pequeña,0.13304126246144218,0.2808997224484078,0.14896393061957536,7572284.917196885,8928,160412,63465009.19,10066911.081
2006,Región de Los Ríos,Grande,0.0037317528262539785,0.193677452152547,0.5309973823208988,2669293.4997488013,68,20573,35784123.62,3047209.4
2006,Región de Antofagasta,Sin Ventas/Sin Información,0.15250230396281605,0.0498452446428764,0,1505606.7975503844,3806,9244,0,1754629.016
2006,Región de Coquimbo,Sin Ventas/Sin Información,0.1532289569372239,0.045479122579682854,0,1612502.5285543,5099,9757,0,1835154.127
2006,Región de Atacama,Pequeña,0.12529342723004694,0.36360403193351243,0.10010885074879851,2352584.813176563,1708,38850,11880707.92,2782784.786
2006,Región de Coquimbo,Pequeña,0.11136821227875109,0.3823471832495875,0.2324046040697739,4752146.57766163,3706,82028,25440721.72,5682906.745999999
2006,Región Metropolitana de Santiago,Sin Ventas/Sin Información,0.17560671215594775,0.05358991676181165,0,57192483.16584754,64726,310254,0,64224994.322000004
2006,Región de Ñuble,Grande,0.002822466836014677,0.1880067787772129,0.5080375119354283,2594250.212299179,70,21633,37167878.16,2797619.187
2006,Región de Magallanes y de la Antártica Chilena,Pequeña,0.13959143968871596,0.32168758530253966,0.20634119360008926,1102930.1773356793,1435,24041,9608988.61,1406850.015
2006,Región de Atacama,Micro,0.6849325117370892,0.1597517946222168,0.035744146401477425,741671.8058161034,9337,17069,4242040.14,948704.3110000001
2006,Región de Magallanes y de la Antártica Chilena,Micro,0.6777237354085603,0.15757218936494768,0.07605900538048474,305676.5021406499,6967,11776,3541949.64,425294.031
2006,Región Metropolitana de Santiago,Micro,0.607300893959331,0.07028039126612211,0.012290960512591686,32304152.612303916,223842,406882,124623688.75,41289130.100999996
2006,Región de Atacama,Mediana,0.013717723004694836,0.2141660505208382,0.07196991070521444,1343948.7024054865,187,22883,8541237.68,1504900.451
2006,Región de Arica y Parinacota,Sin Ventas/Sin Información,0.1343949534579583,0.02940398227161474,0,87991.21368743393,1747,1778,0,122473.701
2006,Región de Coquimbo,Grande,0.003666195871022027,0.20712880701787095,0.48649371287014875,4169117.2657442517,122,44437,53255189.23,4542728.893999999
2006,Región Aisén del Gral.Carlos Ibáñez del Campo,Mediana,0.010631337912986588,0.17523940592923906,NA,NA,65,6112,3149293.7,270895.25
2007,Región de Tarapacá,Micro,0.702212895841282,0.15152702341732704,0.028507508745687145,492001.01064449537,11043,17018,4822344.32,714786.763
2007,Región del Libertador Gral. Bernardo O’Higgins,Micro,0.7073523777087147,0.15169924731327064,0.053417058846821894,2523115.474590522,33230,56533,16135404.55,3032053.139
2007,Región de Tarapacá,Grande,0.017105430497265674,0.3115840085477696,0.7225684669210414,3940309.785802296,269,34994,122230040.28,4705760.406
2007,Región de Arica y Parinacota,Micro,0.7708110585000764,0.32502860630101454,0.11027113445681956,1103448.6041007603,10093,21304,3950543.14,1306901.267
2007,Región del Libertador Gral. Bernardo O’Higgins,Mediana,0.013559538507386436,0.20435511786725344,0.09869319952690661,4433643.434113483,637,76156,29811725.6,4904209.448
2007,Región del Libertador Gral. Bernardo O’Higgins,Grande,0.005747371109881221,0.2543276132719735,0.710604414392682,9583488.479831431,270,94779,214648465.28,10176620.965
2007,Región de Atacama,Sin Ventas/Sin Información,0.15982721382289417,0.031201575118954297,0,348349.21766805614,2220,3423,0,412597.844
2007,Región de Antofagasta,Mediana,0.019291838678945697,0.21266936119372631,0.0685934456968994,4009247.834739858,486,41831,22506008.51,4729575.814
2007,Región del Biobío,Mediana,0.018254688002808415,0.19265289498388227,0.13472815260269477,7791761.10890715,1248,116361,59896707.01,8954819.431
2007,Región del Biobío,Grande,0.006772372231811134,0.3134572751670963,0.6625630166012132,22160794.08717391,463,189326,294558650.99,24858465.251000002
2007,Región Metropolitana de Santiago,Grande,0.019184986221837785,0.5301688282749463,0.8880749951012227,498393030.79631144,7164,3200107,9407333454.08,544971991.481
2007,Región del Biobío,Micro,0.6829564403358395,0.12340705935333687,0.05168212215264929,2512260.7173905023,46691,74537,22976555.89,3294589.398
2007,Región de La Araucanía,Micro,0.7153448003073932,0.20347750338229795,0.09890178015056232,2867898.381336966,31649,52790,13870629.13,3558614.3919999995
2007,Región de Valparaíso,Pequeña,0.12963678931202613,0.28136337013628454,0.10149149488517277,9773740.386457065,12071,193116,83615263.38,12577009.119
2007,Región de Los Lagos,Mediana,0.018046192693492714,0.20287137993980955,0.11398535840860038,4522730.499534628,779,74016,35967463.69,5125043.45
2007,Región de Arica y Parinacota,Mediana,0.008248052543149535,0.18312609657487222,0.13656811595083165,1122608.2459033686,108,12003,4892651.52,1383097.2199999997
2007,Región de Magallanes y de la Antártica Chilena,Pequeña,0.14664107485604608,0.33247859976781863,0.1889578184510975,1186340.991077507,1528,26062,10292960.54,1532961.2689999999
2007,Región de Coquimbo,Pequeña,0.11589208929728456,0.3353143141981754,0.21414666505827476,3523644.3565035383,3935,78032,26987905.58,4222765.241
2007,Región de Los Ríos,Micro,0.7113686833125711,0.2318130255193495,0.0804007591521086,1835571.0122183335,13134,26770,6227335.89,2103826.622
2007,Región del Maule,Micro,0.725163266951544,0.16344607225144547,0.0966937804969863,2739587.568232426,44971,60156,19071103.62,3264954.0760000004
2007,Región de La Araucanía,Sin Ventas/Sin Información,0.1536740275297787,0.05684958699347438,0,2293573.7676089313,6799,14749,0,2637619.143
2007,Región de Los Ríos,Grande,0.004062178410875806,0.22240888111464224,0.5479776112982548,3116715.0115632107,75,25684,42442890.86,3526924.4179999996
2007,Región de Magallanes y de la Antártica Chilena,Sin Ventas/Sin Información,0.15268714011516316,0.04734203375559723,0,703624.3012902606,1591,3711,0,769085.53
2007,Región de La Araucanía,Mediana,0.011549849693736862,0.1517967614737954,0.1692375711970026,3188949.60710675,511,39382,23734978.09,3543967.699
2007,Región de Ñuble,Mediana,0.01116759396389545,0.19990517207317554,0.16648217527935358,1481554.5645615065,279,25297,13345387.49,1689636.5499999998
2007,Región Metropolitana de Santiago,Sin Ventas/Sin Información,0.17572579716509962,0.05422087254587671,0,61256764.37303483,65619,327278,0,69005277.36
2007,Región de Los Lagos,Pequeña,0.14960502235503972,0.2612391117250755,0.1440915326790249,5630659.826897538,6458,95311,45467304.24,6768324.932
2007,Región de Ñuble,Sin Ventas/Sin Información,0.15706680542769083,0.1139752657157533,0,2205976.4836022183,3924,14423,0,2425128.849
2007,Región de Coquimbo,Micro,0.7227425340166107,0.16859393329981565,0.08683206846603947,1255054.061165503,24540,39234,10943040.67,1657520.084
