anio,region,area_km2,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios,densidad_pobl
2012-01-01,Bahia,567295.2999999998,0.563,11.0154924484668,55.5,14423,NA,0.666,1065.6382923200933,NA,43.37,0.0254241485871644
2013-01-01,Bahia,567295.2999999998,0.535,10.8325734613762,52.1,14486,NA,0.667,1076.1456031948455,NA,37.85,0.02553520186047726
2014-01-01,Bahia,567295.2999999998,0.528,10.9205788810892,48.5,14547,NA,0.676,1148.6129027049894,NA,40.01,0.025642729633050025
2015-01-01,Bahia,567295.2999999998,0.522,11.0534322967425,48.7,14610,NA,0.671,1119.818149959964,NA,39.54,0.025753782906362883
2016-01-01,Bahia,567295.2999999998,0.539,10.7445541341173,52.7,14670,53.7,0.662,1053.6034500493402,7.8,46.94,0.025859547928565606
2017-01-01,Bahia,567295.2999999998,0.59,10.716396033956,54.1,14731,53.9,0.675,1147.4882002393263,7.9,48.79,0.025967075701138376
2018-01-01,Bahia,567295.2999999998,0.55,11.3162311484371,53.4,14793,53.6,0.664,1078.684748893427,8.1,45.82,0.026076366224081188
2019-01-01,Bahia,567295.2999999998,0.557,11.0779314073939,50.6,14854,54.3,0.673,1138.509186726478,8.2,41.13,0.026183893996653957
2020-01-01,Bahia,567295.2999999998,0.537,10.7913523221634,46.6,14911,52.7,0.679,1181.663859836873,NA,47.39,0.02628437076774654
2021-01-01,Bahia,567295.2999999998,0.546,10.984150179463,55.8,14767,53.5,0.648,981.2990418512908,NA,48.08,0.02603053471446001
2022-01-01,Bahia,567295.2999999998,0.511,12.2419713340974,50.5,14790,54.7,NA,1046.7960853186808,8.6,45.12,0.026071077972971052
2023-01-01,Bahia,567295.2999999998,0.49,NA,45.956723040176506,14808,53.7,NA,1128.8649557858605,8.6,43.91636242947229,0.026102807479631868
2024-01-01,Bahia,567295.2999999998,0.481,NA,35.71743725424267,14829,50.2,NA,1340.7437403218494,8.9,NA,0.02613982523740282
2012-01-01,Minas Gerais,588383.5999999999,0.5,19.0513135511174,31.4,20225,NA,0.726,1518.9430173943076,NA,22.98,0.034373833669055366
2013-01-01,Minas Gerais,588383.5999999999,0.492,18.8526390238137,28.8,20361,NA,0.733,1584.6026855457667,NA,22.91,0.03460497539360377
2014-01-01,Minas Gerais,588383.5999999999,0.49,18.3808689460761,27.4,20498,NA,0.739,1648.687813758114,NA,22.78,0.034837816689656215
2015-01-01,Minas Gerais,588383.5999999999,0.485,17.0660554717098,26.6,20639,NA,0.736,1639.619117996784,NA,21.72,0.03507745627172478
2016-01-01,Minas Gerais,588383.5999999999,0.491,16.4599649722119,30,20770,37.2,0.725,1536.9320610369086,8.9,22.01,0.035300100138753024
2017-01-01,Minas Gerais,588383.5999999999,0.493,16.6999268567914,29.3,20898,39.4,0.731,1601.2968434327925,8.9,20.36,0.035517645291269176
2018-01-01,Minas Gerais,588383.5999999999,0.492,17.1132301745017,28.9,21030,39.1,0.733,1628.306900498144,9.1,16.03,0.03574198872980145
2019-01-01,Minas Gerais,588383.5999999999,0.487,17.3022223526611,27.3,21158,39.1,0.734,1634.823083134938,9.2,13.67,0.035959533882317596
2020-01-01,Minas Gerais,588383.5999999999,0.46,16.9220257278023,24.3,21282,37.5,0.729,1581.1851127970995,NA,12.88,0.03617028074881762
2021-01-01,Minas Gerais,588383.5999999999,0.487,18.6961768534125,31.3,21105,37.9,0.718,1482.0091829913072,NA,12.03,0.035869456592603884
2022-01-01,Minas Gerais,588383.5999999999,0.466,18.980373867784,27,21166,39,NA,1567.0126425275387,9.6,12.54,0.035973130454349855
2023-01-01,Minas Gerais,588383.5999999999,0.476,NA,19.769531401614806,21235,37.1,NA,1862.8040336218016,9.7,12.925453200147984,0.036090400888128094
2024-01-01,Minas Gerais,588383.5999999999,0.449,NA,16.800188355530008,21310,37.2,NA,1954.3773942786,9.9,NA,0.036217868750930526
2012-01-01,Espírito Santo,46184.10000000001,0.489,27.9308662934714,29.7,3686,NA,0.73,1576.1114525955934,NA,46.59,0.07981101721155114
2013-01-01,Espírito Santo,46184.10000000001,0.499,24.3006898592702,30.1,3733,NA,0.734,1626.124250557482,NA,42.25,0.08082868346465556
2014-01-01,Espírito Santo,46184.10000000001,0.501,24.4530403706881,28.5,3781,NA,0.742,1703.8320089835531,NA,41.42,0.08186800219123029
2015-01-01,Espírito Santo,46184.10000000001,0.505,21.0045561779375,30.6,3829,NA,0.731,1612.6425635262326,NA,36.9,0.08290732091780502
2016-01-01,Espírito Santo,46184.10000000001,0.51,17.4436081530004,32.5,3876,35.4,0.727,1589.455787552912,9.1,31.96,0.08392498717090945
2017-01-01,Espírito Santo,46184.10000000001,0.506,17.2772257609835,31,3922,38.9,0.727,1592.593434069777,9.4,37.87,0.08492100095054356
2018-01-01,Espírito Santo,46184.10000000001,0.509,20.1993062162631,29.2,3969,41,0.735,1669.0225319163249,9.4,29.33,0.08593866720364798
2019-01-01,Espírito Santo,46184.10000000001,0.52,19.2030279007763,27.7,4015,41.9,0.747,1803.2536644507784,9.6,25.95,0.0869346809832821
2020-01-01,Espírito Santo,46184.10000000001,0.484,17.977058141847,26.2,4060,41.1,0.733,1656.6535500984141,NA,30.24,0.0879090422894459
2021-01-01,Espírito Santo,46184.10000000001,0.509,21.1709795715672,34.1,4022,39.8,0.715,1471.6600348357085,NA,30.49,0.08708624829757425
2022-01-01,Espírito Santo,46184.10000000001,0.493,20.4731968048921,26.3,4046,39.2,NA,1744.0366451237046,9.9,27.65,0.08760590766086161
2023-01-01,Espírito Santo,46184.10000000001,0.486,NA,22.813462637924413,4071,38.7,NA,1883.097069763895,10,27.708830548926013,0.08814721949761929
2024-01-01,Espírito Santo,46184.10000000001,0.483,NA,18.59933543656975,4097,38.8,NA,2067.586474753384,10.2,NA,0.08871018380784726
2012-01-01,Rio de Janeiro,43909.700000000004,0.529,30.2919974082902,26.7,16510,NA,0.756,1906.469860050519,NA,29.4,0.3759989250666709
2013-01-01,Rio de Janeiro,43909.700000000004,0.518,30.5326254469991,24.5,16616,NA,0.757,1913.3732229429672,NA,31.22,0.3784129702548639
2014-01-01,Rio de Janeiro,43909.700000000004,0.511,30.0732017804297,22.8,16726,NA,0.764,1982.4780375305434,NA,34.74,0.38091811148789445
2015-01-01,Rio de Janeiro,43909.700000000004,0.503,27.3130888585425,23.5,16841,NA,0.758,1902.5223438670319,NA,30.62,0.3835371227769718
2016-01-01,Rio de Janeiro,43909.700000000004,0.525,24.4205605149023,25.7,16947,31.7,0.761,1926.3536103248825,10.1,36.38,0.3859511679651648
2017-01-01,Rio de Janeiro,43909.700000000004,0.519,24.5809460397306,25.4,17051,34.8,0.757,1882.8990427188328,10.2,38.38,0.38831966513093913
2018-01-01,Rio de Janeiro,43909.700000000004,0.543,25.8969621307704,25.7,17159,36.4,0.774,2087.2101607674717,10.6,37.62,0.3907792583415509
2019-01-01,Rio de Janeiro,43909.700000000004,0.552,25.3819204272243,25.8,17264,36.7,0.783,2202.6490000599524,10.7,20.57,0.3931705295185346
2020-01-01,Rio de Janeiro,43909.700000000004,0.548,22.9067239326477,25.9,17366,37.1,0.77,2033.7777585505057,NA,27.81,0.39549347866189016
2021-01-01,Rio de Janeiro,43909.700000000004,0.565,25.3748477073701,30.5,17220,37.1,0.759,1930.3801376261597,NA,26.87,0.3921684730253224
2022-01-01,Rio de Janeiro,43909.700000000004,0.54,30.8911318989663,26.6,17211,37.5,NA,2009.2543463630598,11,21.43,0.39196350692443804
2023-01-01,Rio de Janeiro,43909.700000000004,0.54,NA,21.03226917470105,17213,36.5,NA,2305.356765506165,11.2,24.325549761958737,0.3920090549468568
2024-01-01,Rio de Janeiro,43909.700000000004,0.523,NA,17.943441286091304,17219,38.3,NA,2420.599773304362,11.2,NA,0.392145699014113
2012-01-01,São Paulo,248808.80000000008,0.511,31.822241858893,18.8,43114,NA,0.782,2242.810883827546,NA,15.67,0.17328165241743856
2013-01-01,São Paulo,248808.80000000008,0.51,31.2521113531499,17.6,43523,NA,0.787,2319.880394243103,NA,13.82,0.17492548495069302
2014-01-01,São Paulo,248808.80000000008,0.507,31.1285383609677,16.5,43932,NA,0.79,2374.463956104124,NA,14.05,0.17656931748394747
2015-01-01,São Paulo,248808.80000000008,0.513,29.9656471282693,18.3,44350,NA,0.782,2256.1225418721965,NA,12.22,0.1782493223712344
2016-01-01,São Paulo,248808.80000000008,0.524,28.9019883844085,18.7,44754,26.6,0.787,2331.0264810574254,10.2,10.88,0.17987305915224858
2017-01-01,São Paulo,248808.80000000008,0.526,28.7778373149209,20.9,45143,28.3,0.781,2233.963711935978,10.5,10.27,0.18143650867654193
2018-01-01,São Paulo,248808.80000000008,0.538,28.4265259842617,20.1,45533,30.9,0.791,2372.2763951561556,10.5,8.18,0.18300397735128335
2019-01-01,São Paulo,248808.80000000008,0.526,28.7344495428221,18.7,45913,31,0.791,2363.1133085899883,10.6,7.32,0.1845312545215442
2020-01-01,São Paulo,248808.80000000008,0.522,27.1058293942081,20.2,46283,30.2,0.781,2220.4871060295886,NA,7.33,0.18601834018732452
2021-01-01,São Paulo,248808.80000000008,0.533,27.2152770249894,23.7,45647,29.1,0.771,2101.572180448298,NA,6.63,0.1834621605023616
2022-01-01,São Paulo,248808.80000000008,0.5,30.3057022010425,19.6,45732,30.5,NA,2182.5235800008277,10.9,6.84,0.18380378829044627
2023-01-01,São Paulo,248808.80000000008,0.504,NA,16.465384978257838,45846,30.6,NA,2413.590853021553,10.9,6.429733555898324,0.1842619714415245
2024-01-01,São Paulo,248808.80000000008,0.491,NA,13.951859716871148,45968,31,NA,2585.964004509832,11,NA,0.1847523077961872
2012-01-01,Paraná,199709.10000000006,0.483,23.0939072084499,21.4,10809,NA,0.757,1925.4992342444402,NA,32.98,0.05412372295503808
2013-01-01,Paraná,199709.10000000006,0.473,24.1242487838773,19.7,10895,NA,0.761,1981.9998821222844,NA,26.7,0.054554349301058375
2014-01-01,Paraná,199709.10000000006,0.464,23.1710875382819,17.8,10985,NA,0.765,2020.2335197326681,NA,26.89,0.055005004779451694
2015-01-01,Paraná,199709.10000000006,0.453,23.158443319241,19.7,11076,NA,0.754,1875.887415676473,NA,26.3,0.05546066754093828
2016-01-01,Paraná,199709.10000000006,0.477,22.6728513666852,21.6,11163,31.8,0.756,1901.706447663564,9.2,27.4,0.05589630117005182
2017-01-01,Paraná,199709.10000000006,0.481,22.7828542886665,20.5,11249,33.5,0.759,1944.7040751809488,9.3,24.37,0.05632692751607211
2018-01-01,Paraná,199709.10000000006,0.492,22.7054696188771,20.4,11336,35.3,0.766,2025.122411204184,9.5,21.53,0.05676256114518565
2019-01-01,Paraná,199709.10000000006,0.477,22.9179498420863,20.1,11421,34.3,0.764,2014.3903040911105,9.7,18.32,0.057188180208112685
2020-01-01,Paraná,199709.10000000006,0.462,22.3574582197826,20.1,11503,31.5,0.751,1866.9793881870423,NA,19.8,0.05759877742175993
2021-01-01,Paraná,199709.10000000006,0.475,22.1362871909488,23.4,11616,30.3,0.744,1762.96947354621,NA,20.24,0.058164600411298215
2022-01-01,Paraná,199709.10000000006,0.47,23.0905679478886,20,11672,32.1,NA,1873.043880563599,9.9,22.29,0.058445008264520724
2023-01-01,Paraná,199709.10000000006,0.463,NA,17.291740479182675,11739,31.7,NA,2045.5308971107652,10,18.86181632305333,0.05878049623176909
2024-01-01,Paraná,199709.10000000006,0.477,NA,13.656788645912071,11810,31.3,NA,2436.890913766316,10.1,NA,0.059136013331390486
2012-01-01,Santa Catarina,95442.8999999999,0.435,25.7807011097479,15,6520,NA,0.764,1998.7508499883484,NA,12.86,0.06831309610248648
2013-01-01,Santa Catarina,95442.8999999999,0.428,25.7237974307952,13.3,6609,NA,0.768,2051.020778074667,NA,11.89,0.06924559081922287
2014-01-01,Santa Catarina,95442.8999999999,0.408,26.5977271412833,12,6699,NA,0.769,2065.948472918036,NA,13.45,0.07018856300468664
2015-01-01,Santa Catarina,95442.8999999999,0.414,25.0494335823392,12.6,6791,NA,0.769,2053.7703010365594,NA,14.03,0.07115249012760516
2016-01-01,Santa Catarina,95442.8999999999,0.421,23.5717303996843,14.1,6883,27,0.763,1963.817693425991,9.3,14.24,0.07211641725052369
2017-01-01,Santa Catarina,95442.8999999999,0.414,24.2340826280285,12.2,6973,27.2,0.772,2094.747187472008,9.7,15.23,0.07305938943598746
2018-01-01,Santa Catarina,95442.8999999999,0.417,24.7618574023412,12.4,7064,27.6,0.772,2081.3721189147636,9.8,11.91,0.0740128390901786
2019-01-01,Santa Catarina,95442.8999999999,0.421,25.431752985858,11.9,7153,26.8,0.776,2141.9431370721895,9.9,10.71,0.074945333806915
2020-01-01,Santa Catarina,95442.8999999999,0.412,25.4142545362293,13.3,7241,25.8,0.763,1990.5696673963212,NA,10.09,0.07586735105492401
2021-01-01,Santa Catarina,95442.8999999999,0.424,27.2611461983652,14.8,7658,26.4,0.759,1921.694968490093,NA,9.7,0.08023645551423948
2022-01-01,Santa Catarina,95442.8999999999,0.419,26.342846477146,12.8,7783,27.7,NA,2038.8299278285497,10.2,9.05,0.08154613910516138
2023-01-01,Santa Catarina,95442.8999999999,0.418,NA,11.478824424359175,7913,26.1,NA,2223.864444280308,10.3,8.782701548318206,0.08290821003972017
2024-01-01,Santa Catarina,95442.8999999999,0.431,NA,7.957246068909588,8044,27.4,NA,2544.991601148672,10.5,NA,0.08428075844300632
2012-01-01,Rio Grande do Sul,269153.9000000001,0.495,22.8420575931717,20,10996,NA,0.767,2021.9998296715812,NA,22.12,0.0408539501006673
2013-01-01,Rio Grande do Sul,269153.9000000001,0.477,23.6796035963216,16.7,11048,NA,0.773,2115.96455789018,NA,20.8,0.04104714811860425
2014-01-01,Rio Grande do Sul,269153.9000000001,0.479,23.5520370165061,16.8,11101,NA,0.777,2159.2479942875734,NA,24.31,0.04124406148303999
2015-01-01,Rio Grande do Sul,269153.9000000001,0.467,23.2901986466185,15.8,11157,NA,0.776,2137.3147662672936,NA,26.17,0.04145212088697209
2016-01-01,Rio Grande do Sul,269153.9000000001,0.473,22.9770663624617,17.6,11211,32.1,0.772,2064.1819181888354,9.6,28.57,0.041652749597906616
2017-01-01,Rio Grande do Sul,269153.9000000001,0.481,22.8745970245652,17.3,11262,32.5,0.776,2117.7989866791304,9.6,29.29,0.041842232269344776
2018-01-01,Rio Grande do Sul,269153.9000000001,0.487,23.6427754665661,19.5,11311,33,0.775,2101.653307158818,9.7,23.82,0.042024284247785364
2019-01-01,Rio Grande do Sul,269153.9000000001,0.482,23.8329608000094,15.9,11359,33.5,0.783,2210.0564500605406,10,19.2,0.04220262087972716
2020-01-01,Rio Grande do Sul,269153.9000000001,0.476,21.7563402834575,16.8,11404,32.2,0.774,2099.193933798498,NA,18.33,0.0423698114721726
2021-01-01,Rio Grande do Sul,269153.9000000001,0.468,23.6635268588971,18.9,11211,30.1,0.767,1995.417168478072,NA,16.47,0.041652749597906616
2022-01-01,Rio Grande do Sul,269153.9000000001,0.467,23.4529753036837,16.8,11204,32.8,NA,2120.7159546544613,10.2,17.09,0.0416267421724151
2023-01-01,Rio Grande do Sul,269153.9000000001,0.466,NA,14.421668571110114,11206,32,NA,2254.952174204398,10.2,17.184247050659266,0.041634172865412676
2024-01-01,Rio Grande do Sul,269153.9000000001,0.46,NA,11.051377362477458,11213,31.8,NA,2531.571009657308,10.4,NA,0.04166018029090419
2012-01-01,Mato Grosso do Sul,358158.69999999995,0.476,21.2120546127187,26.8,2493,NA,0.729,1632.5844799617084,NA,27.26,0.006960601543394032
2013-01-01,Mato Grosso do Sul,358158.69999999995,0.472,21.2794153823291,25.5,2524,NA,0.735,1697.0653454330875,NA,24.35,0.007047155353199574
2014-01-01,Mato Grosso do Sul,358158.69999999995,0.472,22.2319024673687,23.5,2555,NA,0.742,1773.6410170649683,NA,26.72,0.007133709163005116
2015-01-01,Mato Grosso do Sul,358158.69999999995,0.449,21.4908744835056,24.4,2587,NA,0.726,1604.146372737378,NA,23.91,0.007223055031191481
2016-01-01,Mato Grosso do Sul,358158.69999999995,0.47,21.7342936285895,23.5,2618,35.8,0.741,1764.252340936433,8.9,25.02,0.0073096088409970224
2017-01-01,Mato Grosso do Sul,358158.69999999995,0.464,21.7410762470139,25.1,2648,34.8,0.738,1721.463141979281,9.3,24.29,0.00739337059242174
2018-01-01,Mato Grosso do Sul,358158.69999999995,0.49,22.8658515511048,24.5,2679,36.9,0.75,1863.9001445178926,9.3,20.81,0.007479924402227282
2019-01-01,Mato Grosso do Sul,358158.69999999995,0.483,21.6894819884348,22.2,2709,36.7,0.752,1893.9828677057371,9.6,17.67,0.007563686153651999
2020-01-01,Mato Grosso do Sul,358158.69999999995,0.47,23.0342319374617,23.9,2739,38.4,0.744,1786.8308056393792,NA,17.47,0.007647447905076717
2021-01-01,Mato Grosso do Sul,358158.69999999995,0.496,23.3799776609705,29.8,2760,36.4,0.733,1639.1126860170991,NA,19.4,0.00770608113107402
2022-01-01,Mato Grosso do Sul,358158.69999999995,0.478,25.9513704962463,21.3,2782,35.4,NA,1868.0207956420422,10.1,19.67,0.007767506415452145
2023-01-01,Mato Grosso do Sul,358158.69999999995,0.477,NA,19.27885801951989,2805,34.3,NA,1990.1047409830019,10.3,20.679886685552407,0.007831723758211095
2024-01-01,Mato Grosso do Sul,358158.69999999995,0.455,NA,17.491051448061636,2829,33.2,NA,2102.536122333084,10.3,NA,0.007898733159350869
2012-01-01,Mato Grosso,906806.8999999997,0.487,21.8709894958509,26.7,3136,NA,0.732,1604.6253367624395,NA,34.47,0.003458288638959409
2013-01-01,Mato Grosso,906806.8999999997,0.456,22.3042305519213,23,3176,NA,0.738,1669.8427029672807,NA,36.39,0.003502399463435932
2014-01-01,Mato Grosso,906806.8999999997,0.459,23.1608077291418,24,3219,NA,0.739,1683.3261266620968,NA,42.12,0.003549818599748195
2015-01-01,Mato Grosso,906806.8999999997,0.443,22.5591636106174,23.5,3264,NA,0.729,1582.9108369018309,NA,36.84,0.003599443277284283
2016-01-01,Mato Grosso,906806.8999999997,0.453,23.7746041179294,26.6,3305,36.6,0.725,1546.1464244997064,8.6,35.7,0.0036446568723727192
2017-01-01,Mato Grosso,906806.8999999997,0.463,23.2077431415007,24.9,3346,38.4,0.733,1629.81533612616,8.9,32.95,0.0036898704674611553
2018-01-01,Mato Grosso,906806.8999999997,0.465,23.3838235202019,23.4,3389,37.2,0.744,1742.868990559991,9.2,28.73,0.0037372896037734175
2019-01-01,Mato Grosso,906806.8999999997,0.454,22.9171351540361,23,3431,40.3,0.738,1689.1327305948566,9.5,25.69,0.003783605969473767
2020-01-01,Mato Grosso,906806.8999999997,0.462,26.7356204763128,24.2,3472,38.9,0.735,1659.4529535938682,NA,27.99,0.003828819564562203
2021-01-01,Mato Grosso,906806.8999999997,0.461,30.5406423845724,28.6,3619,39.7,0.72,1507.2022134492909,NA,24.89,0.003990926844513425
2022-01-01,Mato Grosso,906806.8999999997,0.45,30.0291623707424,22.1,3674,37.7,NA,1691.995892179779,9.7,30.32,0.004051579228168645
2023-01-01,Mato Grosso,906806.8999999997,0.452,NA,17.242688157723233,3731,35.7,NA,1948.452005792786,9.9,30.779944289693592,0.00411443715304769
2024-01-01,Mato Grosso,906806.8999999997,0.442,NA,13.08151000367543,3788,36.5,NA,2232.003017138772,10.3,NA,0.0041772950779267355
2012-01-01,Goiás,341289.4999999999,0.474,19.281095556577,27.6,6316,NA,0.73,1587.0853633890388,NA,45.38,0.018506282789244915
2013-01-01,Goiás,341289.4999999999,0.465,18.7081234796139,21.5,6417,NA,0.74,1693.0075518026329,NA,46.24,0.018802219230301554
2014-01-01,Goiás,341289.4999999999,0.458,18.6608016160149,23.2,6520,NA,0.739,1683.3640600960146,NA,44.26,0.01910401579890387
2015-01-01,Goiás,341289.4999999999,0.456,18.0126313597225,24.8,6625,NA,0.731,1591.0866601293549,NA,45.34,0.019411672495051862
2016-01-01,Goiás,341289.4999999999,0.467,17.2204153212209,28.1,6726,38.9,0.724,1521.3569399804937,9,45.34,0.0197076089361085
2017-01-01,Goiás,341289.4999999999,0.477,17.3271302891379,25.5,6824,39.4,0.735,1653.1459406802037,9.2,42.8,0.019994755185846626
2018-01-01,Goiás,341289.4999999999,0.47,16.5567576116682,26.5,6923,39.8,0.735,1640.3969160428887,9.4,38.65,0.02028483149935759
2019-01-01,Goiás,341289.4999999999,0.46,16.7057159913127,27.1,7021,40.5,0.729,1589.898572177478,9.6,32.1,0.020571977749095718
2020-01-01,Goiás,341289.4999999999,0.445,16.6266360626516,26,7116,39.8,0.722,1518.6194553001853,NA,30.6,0.020850333807515328
2021-01-01,Goiás,341289.4999999999,0.467,17.4647421266029,31.4,7134,40,0.714,1440.8022949286913,NA,25.14,0.020903074955426412
2022-01-01,Goiás,341289.4999999999,0.456,19.4117422406697,22.7,7201,39.8,NA,1645.0342246824723,9.9,23.11,0.021099389228206557
2023-01-01,Goiás,341289.4999999999,0.473,NA,18.438888425617666,7274,37.2,NA,1972.98578136842,10.2,21.426637791012453,0.021313283883623736
2024-01-01,Goiás,341289.4999999999,0.463,NA,15.918901535223489,7350,35.9,NA,2057.584044993686,10.4,NA,0.021535968730359425
2012-01-01,Distrito Federal,5822.1,0.601,52.9918267060767,21.1,2722,NA,0.846,3206.444298481519,NA,36.02,0.46752889850741136
2013-01-01,Distrito Federal,5822.1,0.579,50.1638130657053,18.6,2763,NA,0.848,3260.7995329325927,NA,30,0.4745710310712629
2014-01-01,Distrito Federal,5822.1,0.574,51.059869935354,19.6,2806,NA,0.845,3199.3458220960733,NA,29.55,0.48195668229676575
2015-01-01,Distrito Federal,5822.1,0.581,50.7287199752485,18.9,2849,NA,0.847,3265.111059540906,NA,25.46,0.4893423335222686
2016-01-01,Distrito Federal,5822.1,0.579,50.1887874632654,20,2890,25.2,0.836,3087.9617749458444,11.1,25.53,0.4963844660861201
2017-01-01,Distrito Federal,5822.1,0.593,49.2688816710965,20.4,2931,26.6,0.842,3170.1450321678126,11.4,20.07,0.5034265986499716
2018-01-01,Distrito Federal,5822.1,0.57,50.1636481626625,19.4,2972,26.6,0.836,3065.0281161766184,11.5,17.82,0.5104687312138232
2019-01-01,Distrito Federal,5822.1,0.554,50.9855488711055,18,3013,28.4,0.841,3173.840685019352,11.6,15.92,0.5175108637776746
2020-01-01,Distrito Federal,5822.1,0.548,45.9195501697389,17.9,3053,29.7,0.827,2929.982478298582,NA,14.82,0.5243812370107006
2021-01-01,Distrito Federal,5822.1,0.566,43.2870546683454,21,2938,29.1,0.821,2844.4895593570436,NA,12.95,0.5046289139657512
2022-01-01,Distrito Federal,5822.1,0.536,50.1763544824795,17.1,2952,30.3,NA,2946.8538927013838,11.9,11.41,0.5070335445973102
2023-01-01,Distrito Federal,5822.1,0.543,NA,15.414775595530749,2968,30.3,NA,3214.8454034387037,12.2,10.953282828282827,0.5097816938905205
2024-01-01,Distrito Federal,5822.1,0.547,NA,15.302281464632543,2983,30.7,NA,3277.429141668024,12.1,NA,0.5123580838529053
1985-01-01,Rondônia,238512.80000000005,NA,9.8650089806,NA,NA,NA,NA,NA,NA,40.77,NA
1986-01-01,Rondônia,238512.80000000005,NA,9.7821688012,NA,NA,NA,NA,NA,NA,44.05,NA
1987-01-01,Rondônia,238512.80000000005,NA,9.2113008559,NA,NA,NA,NA,NA,NA,47.5,NA
1988-01-01,Rondônia,238512.80000000005,NA,9.0588224238,NA,NA,NA,NA,NA,NA,45.06,NA
1989-01-01,Rondônia,238512.80000000005,NA,8.2008907365,NA,NA,NA,NA,NA,NA,48.28,NA
1990-01-01,Rondônia,238512.80000000005,NA,7.7462374935,NA,NA,NA,NA,NA,NA,51.89,NA
1991-01-01,Rondônia,238512.80000000005,NA,7.6804554422,NA,NA,NA,0.662,NA,NA,43.35,NA
1992-01-01,Rondônia,238512.80000000005,NA,7.02599933852983,NA,NA,NA,NA,NA,NA,34.33,NA
1993-01-01,Rondônia,238512.80000000005,NA,7.83415604156765,NA,NA,NA,NA,NA,NA,40.11,NA
1994-01-01,Rondônia,238512.80000000005,NA,7.89253443591011,NA,NA,NA,NA,NA,NA,30.9,NA
1995-01-01,Rondônia,238512.80000000005,NA,8.07322786893115,NA,NA,NA,NA,NA,NA,24.64,NA
1996-01-01,Rondônia,238512.80000000005,NA,9.10401687173184,NA,NA,NA,NA,NA,NA,24.49,NA
1997-01-01,Rondônia,238512.80000000005,NA,9.65826958530176,NA,NA,NA,NA,NA,NA,28.28,NA
1998-01-01,Rondônia,238512.80000000005,NA,9.68252809705242,NA,NA,NA,NA,NA,NA,38.71,NA
1999-01-01,Rondônia,238512.80000000005,NA,9.92609808389643,NA,NA,NA,NA,NA,NA,33.31,NA
2000-01-01,Rondônia,238512.80000000005,NA,10.1874408076627,NA,NA,NA,NA,NA,NA,35.37,NA
2001-01-01,Rondônia,238512.80000000005,NA,9.70253810038973,NA,NA,NA,NA,NA,NA,40.7,NA
2002-01-01,Rondônia,238512.80000000005,NA,9.90838561534198,NA,NA,NA,NA,NA,NA,42.95,NA
2003-01-01,Rondônia,238512.80000000005,NA,10.7793409025636,NA,NA,NA,NA,NA,NA,38.88,NA
2004-01-01,Rondônia,238512.80000000005,NA,10.8865345154143,NA,NA,NA,NA,NA,NA,38.04,NA
2005-01-01,Rondônia,238512.80000000005,NA,11.7277563962195,NA,NA,NA,NA,NA,NA,36.17,NA
2006-01-01,Rondônia,238512.80000000005,NA,11.2561962138839,NA,NA,NA,NA,NA,NA,37.44,NA
2007-01-01,Rondônia,238512.80000000005,NA,11.4741644322582,NA,NA,NA,NA,NA,NA,27.17,NA
2008-01-01,Rondônia,238512.80000000005,NA,13.465917162015,NA,NA,NA,NA,NA,NA,32.14,NA
2009-01-01,Rondônia,238512.80000000005,NA,14.2204376333882,NA,NA,NA,NA,NA,NA,35.77,NA
2010-01-01,Rondônia,238512.80000000005,NA,14.372142750654,NA,NA,NA,NA,NA,NA,34.95,NA
2011-01-01,Rondônia,238512.80000000005,NA,16.1482859584359,NA,NA,NA,NA,NA,NA,28.55,NA
1985-01-01,Acre,153149.9,NA,9.2156447838,NA,NA,NA,NA,NA,NA,14.4,NA
1986-01-01,Acre,153149.9,NA,9.0767437079,NA,NA,NA,NA,NA,NA,16.99,NA
1987-01-01,Acre,153149.9,NA,8.537466414,NA,NA,NA,NA,NA,NA,26.09,NA
1988-01-01,Acre,153149.9,NA,8.6109801268,NA,NA,NA,NA,NA,NA,19.68,NA
1989-01-01,Acre,153149.9,NA,8.4021139821,NA,NA,NA,NA,NA,NA,23.97,NA
1990-01-01,Acre,153149.9,NA,8.5046506371,NA,NA,NA,NA,NA,NA,15.75,NA
1991-01-01,Acre,153149.9,NA,8.7232716989,NA,NA,NA,0.611,NA,NA,25.38,NA
1992-01-01,Acre,153149.9,NA,7.11364776368484,NA,NA,NA,NA,NA,NA,24.9,NA
1993-01-01,Acre,153149.9,NA,7.19257863971044,NA,NA,NA,NA,NA,NA,26.51,NA
1994-01-01,Acre,153149.9,NA,8.21397958955499,NA,NA,NA,NA,NA,NA,19.71,NA
1995-01-01,Acre,153149.9,NA,9.36917881228127,NA,NA,NA,NA,NA,NA,22.62,NA
1996-01-01,Acre,153149.9,NA,8.5137013716,NA,NA,NA,NA,NA,NA,21.51,NA
1997-01-01,Acre,153149.9,NA,8.40107462308919,NA,NA,NA,NA,NA,NA,19.99,NA
1998-01-01,Acre,153149.9,NA,8.48722020866034,NA,NA,NA,NA,NA,NA,21.4,NA
1999-01-01,Acre,153149.9,NA,8.42874543682512,NA,NA,NA,NA,NA,NA,9.66,NA
2000-01-01,Acre,153149.9,NA,8.97478137846662,NA,NA,NA,NA,NA,NA,19.56,NA
