"pais","anio","region","region_id","tramo","contribucion_po","contribucion_empleo","contribucion_vtas","contribucion_sal_neto","ent_nr","emp_nr","ventas_anuales_en_uf","sal_neto","poblacion","km_2","densidad_pobl","pib_regional","aporte_pib","pbi_per_capita","tasa_ocupacion","tasa_desempleo","tasa_informalidad","tasa_pobreza","anios_educacion_promedio","sin_educacion","basica_incompleta","basica_completa","media_incompleta","media_completa","superior_incompleta","superior_completa","renta_media_laboral_hogar","renta_media_autonoma_hogar","subsidios_promedio_hogar","renta_media_hogar","share_ing_trabajo","esperanza_vida","tasa_mortalidad_general","tasa_mortalidad_infantil","tasa_homicidios","tasa_denuncias_delitos_graves","ent_per_1000","tasa_empleo_pyme"
"Chile",2011,"Región de Atacama",4,"Micro",0.663844486589,0.150720827679783,0.031729486074206,1733775.68231421,9801,17773,5111754.23,2047028.51,289014,75176.2,3.84448801615405,NA,NA,NA,57.4632442801509,6.00989315925324,NA,15.7,10.3987854934475,3.52149009704589,12.2478015720844,12.3650081455707,18.0994272232055,33.899587392807,8.95975902676582,10.9069250524044,890932,1000735.29752763,24871.9670850651,1025607.2646127,86.8687481142625,NA,NA,NA,NA,NA,33.9118520210094,6.14952908855626
"Chile",2011,"Región del Maule",9,"Sin Ventas/Sin Información",0.152201973016995,0.103217529485516,0,7115181.84353643,9905,42480,0,8174939.807,1024845,16387,62.5401232684445,NA,NA,NA,53.560963123544,7.0173492891865,NA,31.7,9.22451948562675,5.08580654859542,23.2371389865875,15.4832780361175,13.9061197638511,26.7099171876907,7.05197304487228,8.52576717734336,593363,673263.798401158,35046.1503822539,708309.948783411,83.7716306620688,NA,NA,NA,NA,NA,9.66487615200347,4.14501705135899
"Chile",2011,"Región de Los Lagos",14,"Pequeña",0.151592147862793,0.259897999004212,0.118232004087128,5799053.37211685,7398,96569,51693238.83,7048995.593,826000,48583.6,17.0016219465005,NA,NA,NA,55.4085438275722,4.8702180707538,NA,26.7,9.47225025562584,3.28348278999328,22.0855742692947,16.4767697453498,14.6844789385795,26.4090180397033,7.70152881741523,9.35914814472198,641144,724925.498627347,41100.4532906924,766025.951918041,83.6974662110025,NA,NA,NA,NA,NA,8.95641646489104,11.6911622276029
"Chile",2011,"Región de Los Lagos",14,"Mediana",0.0177451743780993,0.185902870291874,0.092748046319923,5398867.21577253,866,69075,40551176.87,6048552.124,826000,48583.6,17.0016219465005,NA,NA,NA,55.4085438275722,4.8702180707538,NA,26.7,9.47225025562584,3.28348278999328,22.0855742692947,16.4767697453498,14.6844789385795,26.4090180397033,7.70152881741523,9.35914814472198,641144,724925.498627347,41100.4532906924,766025.951918041,83.6974662110025,NA,NA,NA,NA,NA,1.04842615012107,8.36259079903148
"Chile",2011,"Región Metropolitana",7,"Mediana",0.034680318632592,0.157070857735002,0.0505370919411361,99960631.8812028,14219,1120448,694938534.76,124033631.977,6984240,15403.2,453.427859146151,NA,NA,NA,59.929363551983,7.27723578120834,NA,15.4,11.4753261673344,1.88824776560068,10.0373692810535,9.37205106019973,15.6033486127853,31.8428248167037,12.8176152706146,18.4385418891906,1117260,1271036.64092778,17730.8172954081,1288767.45822319,86.6921322007327,NA,NA,NA,NA,NA,2.03586932865995,16.0425185846993
"Chile",2011,"Región de Coquimbo",5,"Grande",0.0057357158614604,0.25457794885895,0.631913335068465,9486372.97972411,208,64813,135535263.19,10209040.571,718763,40579.9,17.7122910603525,NA,NA,NA,55.2627612806342,7.68000708579868,NA,25.6,10.2211483754195,3.52676585316658,15.1109471917152,12.5958919525146,15.6027689576148,31.9480448961257,10.0619360804557,11.153645068407,667822,769455.43913969,29632.6498636302,799088.089003318,83.5729845947653,NA,NA,NA,NA,NA,0.289386070234556,9.01729777409243
"Chile",2011,"Región de Los Ríos",13,"Mediana",0.0144189991518236,0.178710750143889,0.125825018190335,1446398.31240157,289,22356,12847834.58,1689340.351,384765,18429.5,20.8776689546651,NA,NA,NA,52.5093136817708,7.89451203120674,NA,30.9,9.93347236704901,3.88681702315807,19.8412895202636,12.9810363054275,14.493204653263,27.3519366979599,10.1549990475177,11.2907156348228,660908,761527.459206667,34928.938660843,796456.397867513,82.9811217334211,NA,NA,NA,NA,NA,0.751107819058386,5.81029979338038
"Chile",2011,"Región del Libertador General Bernardo O'Higgins",8,"Mediana",0.0151781308595677,0.200376259254764,0.0983871186385002,5645083.65315036,769,82545,36963674.68,6324299.345,892165,16387,54.4434612802832,NA,NA,NA,55.4012308344982,5.99430432346882,NA,18.7,9.90347943597373,3.60926464200019,19.7918802499771,11.6374023258686,15.849095582962,28.9141565561294,9.08147767186164,11.1167229712009,710965,832474.317523179,22910.1639196561,855384.481442834,83.1164538973865,NA,NA,NA,NA,NA,0.861948182230865,9.25221231498658
"Chile",2011,"Región de Antofagasta",3,"Mediana",0.0264297935854964,0.233957589200189,0.0608169151078787,5862141.47979958,726,54955,33915034.94,6783820.175,570307,126049.1,4.52448291975111,NA,NA,NA,59.1326304923242,6.26963557359993,NA,6.8,11.3909051115952,1.65846236050128,7.63694792985916,9.66441929340362,17.6980093121528,36.3607227802276,11.760850995779,15.2205869555473,1293764,1422434.83067852,19420.430374467,1441855.26105298,89.7291092601166,NA,NA,NA,NA,NA,1.27299857795889,9.63603813384721
"Chile",2011,"Región del Libertador General Bernardo O'Higgins",8,"Grande",0.00623704727129182,0.292858356596674,0.71330294807532,13694713.8313807,316,120643,267985265.61,14381695.259,892165,16387,54.4434612802832,NA,NA,NA,55.4012308344982,5.99430432346882,NA,18.7,9.90347943597373,3.60926464200019,19.7918802499771,11.6374023258686,15.849095582962,28.9141565561294,9.08147767186164,11.1167229712009,710965,832474.317523179,22910.1639196561,855384.481442834,83.1164538973865,NA,NA,NA,NA,NA,0.354194571631929,13.5224986409465
"Chile",2011,"Región del Biobío",10,"Sin Ventas/Sin Información",0.152963854104008,0.102808107165619,0,11592787.972866,11189,68397,0,13238744.21,1576632,23890.2,65.9949267900645,NA,NA,NA,52.4937662510177,8.36518511009128,NA,31.9,9.91918369971867,3.65698486566543,19.3102210760116,11.7368429899215,16.6042476892471,28.1843841075897,8.95363092422485,11.5536883473396,661036,776175.157840427,33265.7169020237,809440.87474245,81.6657159765189,NA,NA,NA,NA,NA,7.09677337514398,4.3381714946798
"Chile",2012,"Región de Aysén del General Carlos Ibáñez del Campo",15,"Sin Ventas/Sin Información",0.113502398903358,0.100548039893354,0,862519.559420108,828,4073,0,1026472.47,102053,108494.4,0.94062919376484,NA,NA,NA,66.4576629713705,4.29151894513241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62286569677691,7.8,NA,NA,8.113431256308,3.99106346702204
"Chile",2012,"Región del Libertador General Bernardo O'Higgins",8,"Micro",0.675554275842211,0.141859285524669,0.0469784837632447,3113734.00616686,35193,59851,18696888.53,3965380.455,902274,16387,55.0603527186184,NA,NA,NA,57.5105626061707,5.84642216759095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86893707028615,7.8,NA,NA,39.0047812527015,6.63335084464364
"Chile",2012,"Región de Valparaíso",6,"Pequeña",0.156661445965745,0.269485478871347,0.111502643840412,12363889.6405266,15504,216648,110064273.22,15879672.639,1787099,16396.1,108.995370850385,NA,NA,NA,55.7311962510402,7.50013931489413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50252120962375,7.6,NA,NA,8.67551266046257,12.1228874281727
"Chile",2012,"Región del Maule",9,"Grande",0.00465605286872935,0.223877913166923,0.5160236486686,8965672.8978406,310,94622,141805746.66,10017271.6,1035111,16387,63.1665954720205,NA,NA,NA,53.9069662978763,6.5296143350653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18646733471005,6.5,NA,NA,0.299484789553971,9.14124185715349
"Chile",2012,"Región del Biobío",10,"Grande",0.00750476493011436,0.313934186114637,0.697683527932983,28239677.945873,567,208975,420786731.83,31570720.741,1587457,23890.2,66.4480414563294,NA,NA,NA,51.8611857209838,8.42315094955191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86308126336377,7.4,NA,NA,0.357175028992911,13.1641360994345
"Chile",2012,"Región de Antofagasta",3,"Sin Ventas/Sin Información",0.13309755585125,0.0414873344942011,0,2080533.73053744,3801,10102,0,2474684.961,578137,126049.1,4.58660157034045,NA,NA,NA,57.4750677148933,5.29555387766985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79485827963205,8.6,NA,NA,6.57456623603056,1.74733670393004
"Chile",2012,"Región de Arica y Parinacota",1,"Mediana",0.010196905766526,0.177322486418607,0.115273276419817,1237952.81747746,145,12991,6645900.03,1470169.897,222202,16873.3,13.1688525658881,NA,NA,NA,56.5406327927438,6.4206222145157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47732660058874,9.9,NA,NA,0.652559382903844,5.84648202986472
"Chile",2012,"Región de Arica y Parinacota",1,"Sin Ventas/Sin Información",0.140084388185654,0.028855341104529,0,217428.922681133,1992,2114,0,284582.295,222202,16873.3,13.1688525658881,NA,NA,NA,56.5406327927438,6.4206222145157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47732660058874,9.9,NA,NA,8.96481579823764,0.951386576178432
"Chile",2012,"Región de Los Ríos",13,"Grande",0.00455139689149276,0.206377124968736,0.62455024501041,3738997.498579,94,25579,68917877.6,4255431.942,387211,18429.5,21.0103909492932,NA,NA,NA,55.340161300411,6.61974214120542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89772608194488,7.7,NA,NA,0.242761698402163,6.60595902492439
"Chile",2012,"Región de Aysén del General Carlos Ibáñez del Campo",15,"Mediana",0.0135709389993146,0.189542806359238,0.172826378931388,416711.844732876,99,7678,4977936.27,504066.813,102053,108494.4,0.94062919376484,NA,NA,NA,66.4576629713705,4.29151894513241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62286569677691,7.8,NA,NA,0.970084171949869,7.52354168912232
"Chile",2012,"Región de Coquimbo",5,"Sin Ventas/Sin Información",0.135427952329361,0.056560092449923,0,2732426.81166573,5000,14683,0,3188465.391,730943,40579.9,18.0124396560859,NA,NA,NA,56.5791431271464,6.30696510866516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39265889470786,8.8,NA,NA,6.84047866933537,2.00877496603702
"Chile",2012,"Región de Magallanes y la Antártica Chilena",16,"Pequeña",0.171395431834404,0.281062553556127,0.1739737943377,1046192.72125859,1921,26240,13453197.9,1473574.169,163877,132297.2,1.23870346462359,NA,NA,NA,59.8263974134091,4.20858687890964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30065261232823,7.2,NA,NA,11.722206288863,16.0120090067551
"Chile",2012,"Región de Aysén del General Carlos Ibáñez del Campo",15,"Micro",0.732145305003427,0.215784536387874,0.0890805680718182,425714.389354151,5341,8741,2565796.92,603562.093,102053,108494.4,0.94062919376484,NA,NA,NA,66.4576629713705,4.29151894513241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62286569677691,7.8,NA,NA,52.3355511351945,8.56515732021597
"Chile",2012,"Región de Arica y Parinacota",1,"Pequeña",0.120393811533052,0.335358030083809,0.20087062039602,1025421.65536851,1712,24569,11580880.7,1319311.69,222202,16873.3,13.1688525658881,NA,NA,NA,56.5406327927438,6.4206222145157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47732660058874,9.9,NA,NA,7.70470112780263,11.0570561921135
"Chile",2012,"Región de Tarapacá",2,"Grande",0.0210467079347214,0.310615737903434,0.70861787507905,6279553.94661847,374,42067,167342534.34,6931514.679,308251,42225.9,7.30004570654503,NA,NA,NA,62.0581281902792,4.65077627577948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02832291036449,7.2,NA,NA,1.21329695605205,13.646995467979
"Chile",2012,"Región de Aysén del General Carlos Ibáñez del Campo",15,"Pequeña",0.137217272104181,0.300459168559297,0.239035356626105,424149.116322071,1001,12171,6884960.38,573628.02,102053,108494.4,0.94062919376484,NA,NA,NA,66.4576629713705,4.29151894513241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62286569677691,7.8,NA,NA,9.80862884971534,11.9261560169716
"Chile",2012,"Región del Maule",9,"Sin Ventas/Sin Información",0.15446079903875,0.0947024724949722,0,6917951.07813569,10284,40026,0,7909467.836,1035111,16387,63.1665954720205,NA,NA,NA,53.9069662978763,6.5296143350653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18646733471005,6.5,NA,NA,9.9351663734614,3.86683167312491
"Chile",2012,"Región del Maule",9,"Mediana",0.0152598377891259,0.211226783390512,0.170004748110899,5415219.79947031,1016,89275,46718111.28,6136604.321,1035111,16387,63.1665954720205,NA,NA,NA,53.9069662978763,6.5296143350653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18646733471005,6.5,NA,NA,0.981537245763981,8.6246788991712
"Chile",2012,"Región de Valparaíso",6,"Sin Ventas/Sin Información",0.167857323296115,0.101144126617674,0,19013038.1165137,16612,81313,0,20647268.749,1787099,16396.1,108.995370850385,NA,NA,NA,55.7311962510402,7.50013931489413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50252120962375,7.6,NA,NA,9.29551188826137,4.54999974819526
"Chile",2012,"Región de Valparaíso",6,"Grande",0.00732582226039509,0.312788892592906,0.760558938798503,37262282.5422794,725,251461,750747820.47,40951534.55,1787099,16396.1,108.995370850385,NA,NA,NA,55.7311962510402,7.50013931489413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50252120962375,7.6,NA,NA,0.405685415301559,14.0709048575373
"Chile",2012,"Región de Arica y Parinacota",1,"Grande",0.00316455696202532,0.169023504681827,0.603205728693873,1821228.42467997,45,12383,34776880.6,2165834.526,222202,16873.3,13.1688525658881,NA,NA,NA,56.5406327927438,6.4206222145157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47732660058874,9.9,NA,NA,0.202518429177055,5.57285712999883
"Chile",2012,"Región de Aysén del General Carlos Ibáñez del Campo",15,"Grande",0.00356408498971899,0.193665448800237,0.499057696370689,758757.483531315,26,7845,14374411.03,824208.927,102053,108494.4,0.94062919376484,NA,NA,NA,66.4576629713705,4.29151894513241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62286569677691,7.8,NA,NA,0.254769580512087,7.68718215045124
"Chile",2012,"Región de Los Ríos",13,"Sin Ventas/Sin Información",0.134701980341839,0.0642069338324875,0,1242067.67003625,2782,7958,0,1517418.451,387211,18429.5,21.0103909492932,NA,NA,NA,55.340161300411,6.61974214120542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89772608194488,7.7,NA,NA,7.18471324420019,2.05521020838767
"Chile",2012,"Región de Magallanes y la Antártica Chilena",16,"Grande",0.00963597430406852,0.368487574978578,0.638213435241001,3328109.32569995,108,34402,49352327.34,3791131.098,163877,132297.2,1.23870346462359,NA,NA,NA,59.8263974134091,4.20858687890964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30065261232823,7.2,NA,NA,0.659030858509736,20.9925736985666
"Chile",2012,"Región de Atacama",4,"Mediana",0.0212347620920173,0.188567964743852,0.100686101058264,2249373.77466181,324,23020,15263763.38,2450838.778,291941,75176.2,3.88342321106946,NA,NA,NA,57.9706615130651,4.9076043238634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08420383195072,8.5,NA,NA,1.10981328419098,7.88515487718409
"Chile",2012,"Región de Atacama",4,"Sin Ventas/Sin Información",0.146546074190589,0.0540719867625616,0,1480105.67822971,2236,6601,0,1635613.854,291941,75176.2,3.88342321106946,NA,NA,NA,57.9706615130651,4.9076043238634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08420383195072,8.5,NA,NA,7.65908180077481,2.261073299057
"Chile",2012,"Región de Coquimbo",5,"Micro",0.689680390032503,0.137604006163328,0.0630941307943498,1507907.39901581,25463,35722,13253596.89,2099214.266,730943,40579.9,18.0124396560859,NA,NA,NA,56.5791431271464,6.30696510866516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39265889470786,8.8,NA,NA,34.8358216714573,4.88711158051996
"Chile",2012,"Región de Tarapacá",2,"Sin Ventas/Sin Información",0.105627462014631,0.0724280260797011,0,1484086.1175227,1877,9809,0,1857021.345,308251,42225.9,7.30004570654503,NA,NA,NA,62.0581281902792,4.65077627577948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02832291036449,7.2,NA,NA,6.08919354681737,3.18214701655469
"Chile",2012,"Región de Arica y Parinacota",1,"Micro",0.726160337552743,0.289440637711228,0.080650374490289,1385144.81190403,10326,21205,4649770.9,1696622.506,222202,16873.3,13.1688525658881,NA,NA,NA,56.5406327927438,6.4206222145157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47732660058874,9.9,NA,NA,46.4712288818282,9.54311842377656
"Chile",2012,"Región Metropolitana",7,"Grande",0.0208483088791479,0.576645563829473,0.89029397427974,777728656.153342,8875,4355047,12365920399.3,834461669.135,7065046,15403.2,458.673911914407,NA,NA,NA,59.8534792943201,6.53018862782991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32077938016045,7.1,NA,NA,1.25618431925284,61.6421605747507
"Chile",2012,"Región de Tarapacá",2,"Pequeña",0.17343837929094,0.271762004267856,0.104835524335293,1980881.45923564,3082,36805,24757267.56,2539576.947,308251,42225.9,7.30004570654503,NA,NA,NA,62.0581281902792,4.65077627577948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02832291036449,7.2,NA,NA,9.99834550415084,11.9399450447849
"Chile",2012,"Región de Coquimbo",5,"Mediana",0.018011917659805,0.214969183359014,0.151200066151967,5363744.41009322,665,55806,31761190.8,6330604.48,730943,40579.9,18.0124396560859,NA,NA,NA,56.5791431271464,6.30696510866516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39265889470786,8.8,NA,NA,0.909783663021604,7.63479505241859
"Chile",2012,"Región de Ñuble",11,"Pequeña",0.129373232097663,0.289798602318277,0.119655910869991,2222713.20496349,3476,41427,23996475.4,2550290.664,484129,13178.5,36.7362749933604,NA,NA,NA,53.9901382698745,8.16795790907128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17990452957786,8.55701682815944
"Chile",2012,"Región de Los Ríos",13,"Micro",0.703336077083232,0.209071912088621,0.0653085905581476,2038176.47032472,14526,25913,7206673.1,2441175.397,387211,18429.5,21.0103909492932,NA,NA,NA,55.340161300411,6.61974214120542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89772608194488,7.7,NA,NA,37.514430116913,6.69221690499495
"Chile",2012,"Región de La Araucanía",12,"Grande",0.00490908707835577,0.291336317329182,0.469310298635717,8816210.34339381,233,96201,86783699.58,10007903.365,963294,31842.3,30.2520232520892,NA,NA,NA,55.3547205957704,7.5166134638064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08477114184248,7.6,NA,NA,0.241878388114117,9.98667073603697
"Chile",2012,"Región del Maule",9,"Pequeña",0.138510063082007,0.33350526440317,0.232393068966262,6509260.27646867,9222,140956,63862717.82,7688714.074,1035111,16387,63.1665954720205,NA,NA,NA,53.9069662978763,6.5296143350653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18646733471005,6.5,NA,NA,8.90918944924747,13.6174767730224
"Chile",2012,"Región de Ñuble",11,"Grande",0.00387077564388864,0.168750131163825,0.741772391309835,2454663.97410535,104,24123,148759244.83,2647482.104,484129,13178.5,36.7362749933604,NA,NA,NA,53.9901382698745,8.16795790907128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214818777639844,4.98276285865957
"Chile",2012,"Región de Valparaíso",6,"Micro",0.648673773556308,0.135536338894334,0.0345251608697468,5188877.88521446,64196,108962,34079790.47,6991419.298,1787099,16396.1,108.995370850385,NA,NA,NA,55.7311962510402,7.50013931489413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50252120962375,7.6,NA,NA,35.9219047182053,6.09714403063289
"Chile",2012,"Región de Atacama",4,"Pequeña",0.173941538864858,0.2488490964793,0.122824996896255,1788045.54774071,2654,30379,18619965.12,2236648.74,291941,75176.2,3.88342321106946,NA,NA,NA,57.9706615130651,4.9076043238634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08420383195072,8.5,NA,NA,9.09087795136688,10.4058696791475
"Chile",2012,"Región del Maule",9,"Micro",0.687113247221388,0.136687566544422,0.0815785342542397,2814266.37613166,45748,57771,22418168.22,3488476.436,1035111,16387,63.1665954720205,NA,NA,NA,53.9069662978763,6.5296143350653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18646733471005,6.5,NA,NA,44.1962262984356,5.58114057332982
"Chile",2012,"Región de Antofagasta",3,"Pequeña",0.196267245605435,0.249002036994448,0.111131060485967,4360716.32115316,5605,60631,41057507.17,5730828.43,578137,126049.1,4.58660157034045,NA,NA,NA,57.4750677148933,5.29555387766985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79485827963205,8.6,NA,NA,9.6949338997504,10.4873066418513
"Chile",2012,"Región de La Araucanía",12,"Micro",0.686914017234477,0.151244980406171,0.0859103584800498,2514815.47951993,32603,49942,15886330.99,3328103.116,963294,31842.3,30.2520232520892,NA,NA,NA,55.3547205957704,7.5166134638064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08477114184248,7.6,NA,NA,33.8453265565861,5.18450234300224
"Chile",2012,"Región de Los Ríos",13,"Mediana",0.0148646685711519,0.175298322616041,0.126332166609001,1580832.56689013,307,21727,13940503.37,1812947.455,387211,18429.5,21.0103909492932,NA,NA,NA,55.340161300411,6.61974214120542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89772608194488,7.7,NA,NA,0.792849376696427,5.61115257572745
"Chile",2012,"Región de Coquimbo",5,"Pequeña",0.150541711809317,0.323932973805855,0.184951835849599,6021905.14253402,5558,84093,38851110.96,7064663.182,730943,40579.9,18.0124396560859,NA,NA,NA,56.5791431271464,6.30696510866516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39265889470786,8.8,NA,NA,7.60387608883319,11.5047274548084
"Chile",2012,"Región de Ñuble",11,"Sin Ventas/Sin Información",0.143107041834152,0.143881469874293,0,3115289.55481137,3845,20568,0,3577486.19,484129,13178.5,36.7362749933604,NA,NA,NA,53.9901382698745,8.16795790907128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94209807716538,4.24845444086184
"Chile",2012,"Región del Biobío",10,"Sin Ventas/Sin Información",0.152173337568827,0.110931174089069,0,12958119.318916,11497,73843,0,14698007.93,1587457,23890.2,66.4480414563294,NA,NA,NA,51.8611857209838,8.42315094955191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86308126336377,7.4,NA,NA,7.24240089652822,4.65165355660027
"Chile",2012,"Región Metropolitana",7,"Micro",0.566315240524884,0.0628689151143196,0.010638441035801,42324923.1275829,241077,474810,147764804.46,54315262.203,7065046,15403.2,458.673911914407,NA,NA,NA,59.8534792943201,6.53018862782991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32077938016045,7.1,NA,NA,34.1224954515512,6.72055072252891
"Chile",2012,"Región del Libertador General Bernardo O'Higgins",8,"Grande",0.00641136385449659,0.29674760135007,0.706331233242066,15287137.9286447,334,125199,281111591.42,16046066.085,902274,16387,55.0603527186184,NA,NA,NA,57.5105626061707,5.84642216759095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86893707028615,7.8,NA,NA,0.370175800255798,13.8759401246185
"Chile",2012,"Región de Los Lagos",14,"Grande",0.00739574196635037,0.323163679933319,0.690168204783825,13453571.150537,371,124069,264644738.98,14640724.088,834466,48583.6,17.1758782799134,NA,NA,NA,58.3414681086575,3.88447671037409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8928481827273,8.4,NA,NA,0.444595705517061,14.8680713174653
"Chile",2012,"Región de Los Lagos",14,"Micro",0.67115859979268,0.172379662429673,0.0453748765089546,4529075.72403691,33668,66180,17398979.36,5584474.016,834466,48583.6,17.1758782799134,NA,NA,NA,58.3414681086575,3.88447671037409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8928481827273,8.4,NA,NA,40.3467606828798,7.93082042887308
"Chile",2012,"Región de La Araucanía",12,"Sin Ventas/Sin Información",0.149695552324969,0.0656287287329727,0,3888212.14475226,7105,21671,0,4517691.426,963294,31842.3,30.2520232520892,NA,NA,NA,55.3547205957704,7.5166134638064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08477114184248,7.6,NA,NA,7.37573368047553,2.24967663039529
"Chile",2012,"Región del Libertador General Bernardo O'Higgins",8,"Pequeña",0.155408388520971,0.320850240813076,0.144326418766887,5727379.0421819,8096,135368,57440231.09,6763385.481,902274,16387,55.0603527186184,NA,NA,NA,57.5105626061707,5.84642216759095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86893707028615,7.8,NA,NA,8.97288406847587,15.0029813559961
"Chile",2012,"Región de Atacama",4,"Grande",0.00779918731157426,0.33636691295729,0.741185001074582,9634625.11786321,119,41063,112361809.21,10047751.174,291941,75176.2,3.88342321106946,NA,NA,NA,57.9706615130651,4.9076043238634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08420383195072,8.5,NA,NA,0.407616607465207,14.0655132372637
"Chile",2012,"Región de Coquimbo",5,"Grande",0.00633802816901408,0.26693374422188,0.600753967204085,11677171.8246501,234,69296,126194795.16,12412585.358,730943,40579.9,18.0124396560859,NA,NA,NA,56.5791431271464,6.30696510866516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39265889470786,8.8,NA,NA,0.320134401724895,9.48035619740527
