anio,departamento,tramo,contribucion_po,contribucion_vtas,n_empresas,n_muertes,n_nace,tm,tn,ts1
2019,Soriano,Medianas,20.1911869,20.646637,78,1,1,1.2820513,1.2820513,98.7179487
2019,Soriano,Grandes,18.8216038,56.1736031,8,NA,NA,NA,NA,NA
2019,Tacuarembó,Micro,31.2258625,12.9800949,3575,607,861,16.979021,24.0839161,83.020979
2019,Tacuarembó,Pequeñas,24.6781616,15.3695803,419,14,12,3.3412888,2.8639618,96.6587112
2019,Tacuarembó,Medianas,18.3208523,23.7473259,64,1,NA,1.5625,NA,98.4375
2019,Tacuarembó,Grandes,25.7751198,47.9029961,6,NA,NA,NA,NA,NA
2019,Treinta y Tres,Micro,37.1560211,16.1290359,1933,375,405,19.3998965,20.9518883,80.6001035
2019,Treinta y Tres,Pequeñas,29.0026417,22.1155548,249,11,9,4.4176707,3.6144578,95.5823293
2019,Treinta y Tres,Medianas,20.7022495,30.9969883,39,NA,NA,NA,NA,100
2019,Treinta y Tres,Grandes,13.139082,30.7584209,3,NA,NA,NA,NA,NA
2018,Artigas,Micro,34.9309273,21.1332188,2270,418,584,18.4140969,25.7268722,81.5859031
2018,Artigas,Pequeñas,30.7433147,25.0381241,303,10,18,3.30033,5.9405941,96.69967
2018,Artigas,Medianas,22.1844902,38.5150223,68,NA,2,NA,2.9411765,100
2018,Artigas,Grandes,12.1412706,15.313633,3,NA,NA,NA,NA,NA
2018,Canelones,Micro,28.7212849,9.3008842,19238,3505,3843,18.2191496,19.976089,81.7808504
2018,Canelones,Pequeñas,24.8214111,11.3397694,2625,116,109,4.4190476,4.152381,95.5809524
2018,Canelones,Medianas,24.9221992,27.0225773,751,12,13,1.5978695,1.7310253,98.4021305
2018,Canelones,Grandes,21.5351009,52.3367729,123,2,NA,NA,NA,NA
2018,Cerro Largo,Micro,28.230278,16.3642597,2565,475,612,18.5185185,23.8596491,81.4814815
2018,Cerro Largo,Pequeñas,27.6376114,19.5285358,354,22,14,6.2146893,3.9548023,93.7853107
2018,Cerro Largo,Medianas,20.7094746,26.738834399999998,87,NA,NA,NA,NA,100
2018,Cerro Largo,Grandes,23.4226322,37.3683662,9,NA,NA,NA,NA,NA
2018,Colonia,Micro,28.1580029,8.2829409,6422,1016,1178,15.8206166,18.3431953,84.1793834
2018,Colonia,Pequeñas,25.2561054,11.1318693,977,51,44,5.2200614,4.5035824,94.7799386
2018,Colonia,Medianas,22.633152,20.6056099,269,3,1,1.1152416,0.3717472,98.8847584
2018,Colonia,Grandes,23.9527378,59.9795799,37,NA,NA,NA,NA,NA
2018,Durazno,Micro,30.0647469,9.3854752,1972,362,335,18.356998,16.9878296,81.643002
2018,Durazno,Pequeñas,27.4474392,12.1865978,290,5,10,1.7241379,3.4482759,98.2758621
2018,Durazno,Medianas,20.2498055,15.3085089,65,NA,NA,NA,NA,100
2018,Durazno,Grandes,22.2380066,63.1194153,10,1,NA,NA,NA,NA
2018,Flores,Micro,33.4043846,14.2548409,1110,206,183,18.5585586,16.4864865,81.4414414
2018,Flores,Pequeñas,31.275816,20.5889492,161,4,6,2.484472,3.7267081,97.515528
2018,Flores,Medianas,16.858633,19.9191017,29,NA,NA,NA,NA,100
2018,Flores,Grandes,18.4611683,45.2371063,9,NA,NA,NA,NA,NA
2018,Florida,Micro,32.8268509,11.7588358,2837,545,507,19.210433600000002,17.8709905,80.7895664
2018,Florida,Pequeñas,28.832283,18.6766796,408,19,17,4.6568627,4.1666667,95.3431373
2018,Florida,Medianas,22.9250374,37.2280083,107,2,1,1.8691589,0.9345794,98.1308411
2018,Florida,Grandes,15.4158344,32.3364792,11,NA,NA,NA,NA,NA
2018,Lavalleja,Micro,31.2439766,13.2073107,2184,355,421,16.2545788,19.2765568,83.7454212
2018,Lavalleja,Pequeñas,27.740881,15.808486,331,17,15,5.1359517,4.5317221,94.8640483
2018,Lavalleja,Medianas,19.0764198,25.0872345,80,NA,NA,NA,NA,100
2018,Lavalleja,Grandes,21.9387207,45.8969688,12,NA,NA,NA,NA,NA
2018,Maldonado,Micro,24.5310154,11.9368277,10381,1923,2199,18.524227,21.1829304,81.475773
2018,Maldonado,Pequeñas,25.5805893,17.2728062,1754,120,93,6.8415051,5.3021665,93.1584949
2018,Maldonado,Medianas,26.3545723,29.2985764,426,6,6,1.4084507,1.4084507,98.5915493
2018,Maldonado,Grandes,23.5338192,41.491787,42,NA,NA,NA,NA,NA
2018,Montevideo,Micro,17.0764122,2.3709512,74244,13707,13537,18.4620979,18.2331232,81.5379021
2018,Montevideo,Pequeñas,18.4732876,3.7302592,12459,500,487,4.0131632,3.9088209,95.9868368
2018,Montevideo,Medianas,22.037944799999998,10.3427582,4330,33,64,0.7621247,1.47806,99.2378753
2018,Montevideo,Grandes,42.4123535,83.5560303,1077,5,7,NA,NA,NA
2018,Paysandú,Micro,28.2980537,10.2976809,4437,745,829,16.7906243,18.6837954,83.2093757
2018,Paysandú,Pequeñas,28.0020847,14.6268215,682,30,33,4.398827,4.8387097,95.601173
2018,Paysandú,Medianas,21.7611389,23.5290565,168,1,1,0.5952381,0.5952381,99.4047619
2018,Paysandú,Grandes,21.9387264,51.5464401,26,2,NA,NA,NA,NA
2018,Río Negro,Micro,31.2428951,5.7339063,2262,429,474,18.9655172,20.9549072,81.0344828
2018,Río Negro,Pequeñas,29.4769974,8.3745556,291,5,11,1.7182131,3.7800687,98.2817869
2018,Río Negro,Medianas,21.2925377,18.9068623,86,1,1,1.1627907,1.1627907,98.8372093
2018,Río Negro,Grandes,17.9875698,66.9846725,14,NA,NA,NA,NA,NA
2018,Rivera,Micro,28.4107037,13.0917397,3036,538,765,17.7206851,25.1976285,82.2793149
2018,Rivera,Pequeñas,26.2363701,14.7996588,387,24,16,6.2015504,4.1343669,93.7984496
2018,Rivera,Medianas,23.624794,26.4202995,101,2,2,1.980198,1.980198,98.019802
2018,Rivera,Grandes,21.7281265,45.6883011,12,NA,NA,NA,NA,NA
2018,Rocha,Micro,35.2245827,16.8406353,3695,757,793,20.4871448,21.4614344,79.5128552
2018,Rocha,Pequeñas,29.8856449,22.955925,512,52,32,10.15625,6.25,89.84375
2018,Rocha,Medianas,19.7628632,27.0607452,83,NA,2,NA,2.4096386,100
2018,Rocha,Grandes,15.1269131,33.1426964,11,NA,NA,NA,NA,NA
2018,Salto,Micro,23.9613476,11.9063768,3553,693,724,19.504644,20.3771461,80.495356
2018,Salto,Pequeñas,26.1356544,17.3858814,588,32,19,5.4421769,3.2312925,94.5578231
2018,Salto,Medianas,26.0802155,29.0339222,153,1,2,0.6535948,1.3071895,99.3464052
2018,Salto,Grandes,23.8227844,41.6738205,25,NA,NA,NA,NA,NA
2018,San José,Micro,29.5967464,10.3641434,4524,797,795,17.617153,17.5729443,82.382847
2018,San José,Pequeñas,23.5772495,15.0800505,555,20,14,3.6036036,2.5225225,96.3963964
2018,San José,Medianas,21.4239292,25.2556858,152,NA,1,NA,0.6578947,100
2018,San José,Grandes,25.4020767,49.3001213,23,NA,NA,NA,NA,NA
2018,Soriano,Micro,31.5853539,10.5483799,3291,561,532,17.0464904,16.1652993,82.9535096
2018,Soriano,Pequeñas,29.573513,15.5161886,488,24,15,4.9180328,3.0737705,95.0819672
2018,Soriano,Medianas,19.263895,25.0997677,124,1,1,0.8064516,0.8064516,99.1935484
2018,Soriano,Grandes,19.5772362,48.8356667,18,NA,NA,NA,NA,NA
2018,Tacuarembó,Micro,30.2943821,9.6751642,3310,613,721,18.5196375,21.7824773,81.4803625
2018,Tacuarembó,Pequeñas,24.7592163,12.3904133,402,17,19,4.2288557,4.7263682,95.7711443
2018,Tacuarembó,Medianas,17.6415329,18.1035385,91,1,1,1.0989011,1.0989011,98.9010989
2018,Tacuarembó,Grandes,27.3048706,59.830883,14,NA,NA,NA,NA,NA
2018,Treinta y Tres,Micro,37.4066696,16.48493,1914,393,406,20.5329154,21.2121212,79.4670846
2018,Treinta y Tres,Pequeñas,29.8440113,21.8053398,237,8,8,3.3755274,3.3755274,96.6244726
2018,Treinta y Tres,Medianas,19.3559055,30.1531887,50,NA,NA,NA,NA,100
2018,Treinta y Tres,Grandes,13.3934135,31.5565472,8,NA,NA,NA,NA,NA
2017,Artigas,Micro,35.3998032,21.8459377,2081,368,403,17.6838059,19.3656896,82.3161941
2017,Artigas,Pequeñas,31.5965729,24.3004074,296,6,7,2.027027,2.3648649,97.972973
2017,Artigas,Medianas,23.3111267,37.1329651,39,NA,NA,NA,NA,100
2017,Artigas,Grandes,9.6924963,16.7206841,1,NA,NA,NA,NA,NA
2017,Canelones,Micro,28.3029346,9.3979216,18609,3166,3935,17.0132731,21.1456822,82.9867269
2017,Canelones,Pequeñas,25.0048733,11.8241358,2664,124,134,4.6546547,5.03003,95.3453453
2017,Canelones,Medianas,25.4137936,26.5397453,531,8,10,1.5065913,1.8832392,98.4934087
2017,Canelones,Grandes,21.2784004,52.2381973,45,NA,NA,NA,NA,NA
2017,Cerro Largo,Micro,27.4721546,15.8966522,2366,388,439,16.3989856,18.5545224,83.6010144
2017,Cerro Largo,Pequeñas,28.152422,19.262682,366,19,16,5.1912568,4.3715847,94.8087432
2017,Cerro Largo,Medianas,22.0539379,25.6154156,63,NA,1,NA,1.5873016,100
2017,Cerro Largo,Grandes,22.3214874,39.2252541,5,NA,NA,NA,NA,NA
2017,Colonia,Micro,27.7478657,8.2962074,6299,1021,1057,16.2089221,16.7804413,83.7910779
2017,Colonia,Pequeñas,25.5285416,11.4119358,1031,34,45,3.2977692,4.3646945,96.7022308
2017,Colonia,Medianas,21.5441132,20.3880653,180,4,1,2.2222222,0.5555556,97.7777778
2017,Colonia,Grandes,25.1794796,59.9037857,24,NA,NA,NA,NA,NA
2017,Durazno,Micro,31.3530331,9.0585289,2030,369,343,18.1773399,16.8965517,81.8226601
2017,Durazno,Pequeñas,27.4071217,11.2751589,294,11,19,3.7414966,6.462585,96.2585034
2017,Durazno,Medianas,18.7640495,16.7959461,43,NA,NA,NA,NA,100
2017,Durazno,Grandes,22.4757996,62.8703651,6,NA,NA,NA,NA,NA
2017,Flores,Micro,34.3900299,14.0336618,1096,158,176,14.4160584,16.0583942,85.5839416
2017,Flores,Pequeñas,31.5174255,21.360527,168,6,7,3.5714286,4.1666667,96.4285714
2017,Flores,Medianas,16.7663651,20.3382454,17,NA,NA,NA,NA,100
2017,Flores,Grandes,17.3261757,44.2675629,5,NA,NA,NA,NA,NA
2017,Florida,Micro,33.45298,12.0788946,2819,476,565,16.8854204,20.0425683,83.1145796
2017,Florida,Pequeñas,30.4328289,20.1944141,428,16,14,3.7383178,3.271028,96.2616822
2017,Florida,Medianas,21.9568081,39.1821404,63,NA,2,NA,3.1746032,100
2017,Florida,Grandes,14.1573877,28.544548,5,NA,NA,NA,NA,NA
2017,Lavalleja,Micro,31.2637291,13.6031408,2068,283,345,13.6847195,16.6827853,86.3152805
2017,Lavalleja,Pequeñas,27.8894463,16.3060131,338,17,15,5.0295858,4.4378698,94.9704142
2017,Lavalleja,Medianas,19.3738499,24.8486938,52,NA,NA,NA,NA,100
2017,Lavalleja,Grandes,21.4729786,45.2421494,7,NA,NA,NA,NA,NA
2017,Maldonado,Micro,24.6190319,11.6668262,9998,1787,2027,17.8735747,20.2740548,82.1264253
2017,Maldonado,Pequeñas,25.8949375,17.0321045,1817,126,116,6.9345074,6.3841497,93.0654926
2017,Maldonado,Medianas,25.9771919,30.9871902,325,5,16,1.5384615,4.9230769,98.4615385
2017,Maldonado,Grandes,23.5088406,40.3138809,26,1,1,NA,NA,NA
2017,Montevideo,Micro,16.8612404,2.260596,73295,11731,14839,16.0051845,20.2455829,83.9948155
2017,Montevideo,Pequeñas,18.5946789,3.5332115,13457,494,491,3.6709519,3.6486587,96.3290481
2017,Montevideo,Medianas,22.1947231,9.8426218,3293,46,43,1.3969025,1.3058002,98.6030975
2017,Montevideo,Grandes,42.3493576,84.3635635,667,8,6,NA,NA,NA
2017,Paysandú,Micro,27.4002151,8.7689743,4298,678,765,15.774779,17.7989763,84.225221
2017,Paysandú,Pequeñas,27.8178024,12.6399546,734,29,26,3.9509537,3.5422343,96.0490463
2017,Paysandú,Medianas,21.7513847,20.9427891,116,NA,NA,NA,NA,100
2017,Paysandú,Grandes,23.0305996,57.6482811,14,NA,NA,NA,NA,NA
2017,Río Negro,Micro,30.5621014,6.0274081,2232,454,459,20.3405018,20.5645161,79.6594982
2017,Río Negro,Pequeñas,28.9242268,9.3764048,331,13,9,3.9274924,2.7190332,96.0725076
2017,Río Negro,Medianas,20.2003384,21.7735672,48,1,NA,2.0833333,NA,97.9166667
2017,Río Negro,Grandes,20.3133373,62.8226204,8,NA,NA,NA,NA,NA
2017,Rivera,Micro,26.8509178,12.1255035,2741,485,507,17.6942722,18.4968989,82.3057278
2017,Rivera,Pequeñas,27.9013042,15.2842255,429,21,14,4.8951049,3.2634033,95.1048951
2017,Rivera,Medianas,22.4549274,28.753727,70,NA,NA,NA,NA,100
2017,Rivera,Grandes,22.7928467,43.8365402,7,NA,NA,NA,NA,NA
2017,Rocha,Micro,35.7551537,16.575552,3595,662,738,18.4144645,20.5285118,81.5855355
2017,Rocha,Pequeñas,30.1798248,22.1655178,511,42,33,8.2191781,6.4579256,91.7808219
2017,Rocha,Medianas,19.6793594,27.643858,61,NA,NA,NA,NA,100
2017,Rocha,Grandes,14.385664,33.6150703,3,NA,NA,NA,NA,NA
2017,Salto,Micro,24.1381817,10.9258289,3522,667,683,18.9381034,19.3923907,81.0618966
2017,Salto,Pequeñas,25.761173200000002,15.6707058,605,31,27,5.1239669,4.4628099,94.8760331
2017,Salto,Medianas,24.8470898,29.3419437,134,3,1,2.238806,0.7462687,97.761194
2017,Salto,Grandes,25.2535496,44.0615234,14,NA,NA,NA,NA,NA
2017,San José,Micro,29.4771919,10.5460281,4481,743,861,16.5811203,19.2144611,83.4188797
2017,San José,Pequeñas,24.4437847,15.7760162,594,23,14,3.8720539,2.3569024,96.1279461
2017,San José,Medianas,21.0623665,25.508049,104,4,1,3.8461538,0.9615385,96.1538462
2017,San José,Grandes,25.0166607,48.1699066,15,NA,NA,NA,NA,NA
2017,Soriano,Micro,30.4389725,8.7712107,3271,486,572,14.8578416,17.487007,85.1421584
2017,Soriano,Pequeñas,30.2301121,14.2157059,522,15,15,2.8735632,2.8735632,97.1264368
2017,Soriano,Medianas,20.0386486,20.9663506,76,1,NA,1.3157895,NA,98.6842105
2017,Soriano,Grandes,19.2922649,56.04673,7,NA,NA,NA,NA,NA
2017,Tacuarembó,Micro,30.1157932,13.1305246,3183,588,663,18.4731385,20.8294062,81.5268615
2017,Tacuarembó,Pequeñas,25.2796345,18.3933887,427,19,15,4.4496487,3.5128806,95.5503513
2017,Tacuarembó,Medianas,18.1735954,25.2576847,64,1,NA,1.5625,NA,98.4375
2017,Tacuarembó,Grandes,26.4309788,43.2184029,8,NA,NA,NA,NA,NA
2017,Treinta y Tres,Micro,37.1379013,15.066227,1823,298,419,16.3466813,22.9840922,83.6533187
2017,Treinta y Tres,Pequeñas,31.7030735,22.2937374,246,11,10,4.4715447,4.0650407,95.5284553
2017,Treinta y Tres,Medianas,17.606245,34.0906715,33,1,2,3.030303,6.0606061,96.969697
2017,Treinta y Tres,Grandes,13.5527821,28.5493622,3,NA,NA,NA,NA,NA
2016,Artigas,Micro,36.0671196,21.4271698,2032,356,399,17.519685,19.6358268,82.480315
2016,Artigas,Pequeñas,30.5570545,27.6750317,301,10,14,3.3222591,4.6511628,96.6777409
2016,Artigas,Medianas,21.5248585,37.5099411,44,NA,NA,NA,NA,100
2016,Artigas,Grandes,11.8509693,13.3878603,1,NA,NA,NA,NA,NA
2016,Canelones,Micro,30.4602299,9.4784908,17431,2773,3196,15.908439,18.33515,84.091561
2016,Canelones,Pequeñas,25.0696449,12.5192137,2748,131,133,4.7671033,4.8398836,95.2328967
2016,Canelones,Medianas,25.5215149,28.9715843,534,8,11,1.4981273,2.0599251,98.5018727
2016,Canelones,Grandes,18.9486065,49.0307121,51,NA,NA,NA,NA,NA
2016,Cerro Largo,Micro,27.7510834,15.2640724,2302,368,385,15.986099,16.7245873,84.013901
2016,Cerro Largo,Pequeñas,26.5745258,19.9759598,352,13,16,3.6931818,4.5454545,96.3068182
2016,Cerro Largo,Medianas,21.6466389,26.5059452,58,NA,2,NA,3.4482759,100
2016,Cerro Largo,Grandes,24.0277462,38.2540245,6,NA,NA,NA,NA,NA
2016,Colonia,Micro,29.4730816,7.890656,6210,988,1057,15.9098229,17.020934,84.0901771
2016,Colonia,Pequeñas,24.9680538,11.2818375,1029,36,32,3.4985423,3.1098154,96.5014577
2016,Colonia,Medianas,20.1206875,21.6511936,182,2,3,1.0989011,1.6483516,98.9010989
2016,Colonia,Grandes,25.438179,59.1763115,22,NA,NA,NA,NA,NA
2016,Durazno,Micro,32.7604637,9.5926647,1992,311,339,15.6124498,17.0180723,84.3875502
2016,Durazno,Pequeñas,26.4403648,12.2346239,301,16,11,5.3156146,3.654485,94.6843854
2016,Durazno,Medianas,19.2673721,18.3887424,36,NA,NA,NA,NA,100
2016,Durazno,Grandes,21.5317879,59.7839661,6,NA,1,NA,NA,NA
2016,Flores,Micro,34.6155853,13.1867561,1085,172,172,15.8525346,15.8525346,84.1474654
2016,Flores,Pequeñas,31.6897182,21.5968437,179,10,6,5.5865922,3.3519553,94.4134078
2016,Flores,Medianas,16.7225227,24.0165081,20,NA,NA,NA,NA,100
2016,Flores,Grandes,16.9721718,41.1998901,5,NA,NA,NA,NA,NA
2016,Florida,Micro,34.8640137,11.3083792,2742,491,515,17.9066375,18.781911,82.0933625
2016,Florida,Pequeñas,30.0362587,19.2533073,435,20,18,4.5977011,4.137931,95.4022989
2016,Florida,Medianas,20.1403522,36.5025024,63,NA,NA,NA,NA,100
2016,Florida,Grandes,14.9593725,32.9358139,4,NA,NA,NA,NA,NA
2016,Lavalleja,Micro,31.0167446,12.8587637,1997,279,291,13.9709564,14.5718578,86.0290436
2016,Lavalleja,Pequeñas,25.6419086,15.8431587,338,11,16,3.2544379,4.7337278,96.7455621
2016,Lavalleja,Medianas,20.1528416,24.9212856,58,1,1,1.7241379,1.7241379,98.2758621
2016,Lavalleja,Grandes,23.1885071,46.3767929,7,NA,NA,NA,NA,NA
2016,Maldonado,Micro,26.4986019,10.7525482,9609,1639,2028,17.0569258,21.1052139,82.9430742
2016,Maldonado,Pequeñas,26.5324669,15.6747141,1819,135,124,7.4216603,6.8169324,92.5783397
2016,Maldonado,Medianas,21.4457397,26.7017136,324,7,8,2.1604938,2.4691358,97.8395062
2016,Maldonado,Grandes,25.5231953,46.8710213,30,NA,1,NA,NA,NA
2016,Montevideo,Micro,17.6346416,2.1547267,68402,10364,10087,15.1516038,14.7466448,84.8483962
2016,Montevideo,Pequeñas,18.7061501,3.5314002,13694,538,525,3.9287279,3.8337958,96.0712721
2016,Montevideo,Medianas,22.3781872,10.1161232,3274,52,50,1.5882712,1.5271839,98.4117288
2016,Montevideo,Grandes,41.2810249,84.1977463,646,8,5,NA,NA,NA
2016,Paysandú,Micro,28.6697788,8.1972198,4246,733,751,17.2633066,17.687235,82.7366934
2016,Paysandú,Pequeñas,27.7189884,12.8463726,754,22,34,2.9177719,4.5092838,97.0822281
2016,Paysandú,Medianas,21.7996349,21.9554043,114,NA,NA,NA,NA,100
2016,Paysandú,Grandes,21.8115959,57.0010071,14,NA,NA,NA,NA,NA
2016,Río Negro,Micro,29.7431679,5.9442363,2166,410,408,18.9289012,18.8365651,81.0710988
2016,Río Negro,Pequeñas,27.9727764,9.4737759,357,14,11,3.9215686,3.0812325,96.0784314
2016,Río Negro,Medianas,19.7650814,21.3341293,48,2,3,4.1666667,6.25,95.8333333
2016,Río Negro,Grandes,22.518970499999998,63.2478561,7,NA,NA,NA,NA,NA
2016,Rivera,Micro,27.5918407,12.6407118,2733,503,475,18.4046835,17.3801683,81.5953165
2016,Rivera,Pequeñas,27.3685074,15.8543444,442,17,21,3.8461538,4.7511312,96.1538462
2016,Rivera,Medianas,19.8020267,29.8784161,70,NA,1,NA,1.4285714,100
2016,Rivera,Grandes,25.237627,41.6265259,8,NA,NA,NA,NA,NA
2016,Rocha,Micro,38.4252815,15.7549219,3560,693,796,19.4662921,22.3595506,80.5337079
2016,Rocha,Pequeñas,27.0041332,21.9722996,522,49,37,9.3869732,7.0881226,90.6130268
2016,Rocha,Medianas,17.6431999,28.5594006,60,1,NA,1.6666667,NA,98.3333333
2016,Rocha,Grandes,16.9273815,33.7133751,3,NA,NA,NA,NA,NA
2016,Salto,Micro,25.8845749,10.4799938,3427,595,667,17.3621243,19.4630872,82.6378757
2016,Salto,Pequeñas,25.4702606,15.6249485,590,18,21,3.0508475,3.559322,96.9491525
2016,Salto,Medianas,25.5124397,30.0505276,135,2,1,1.4814815,0.7407407,98.5185185
2016,Salto,Grandes,23.1327267,43.844532,17,NA,NA,NA,NA,NA
2016,San José,Micro,30.5578804,8.7667656,4321,702,770,16.2462393,17.8199491,83.7537607
2016,San José,Pequeñas,23.5277596,12.6076221,605,25,23,4.1322314,3.8016529,95.8677686
2016,San José,Medianas,21.7886353,21.5664711,107,1,1,0.9345794,0.9345794,99.0654206
2016,San José,Grandes,24.125721,57.0591393,16,NA,NA,NA,NA,NA
2016,Soriano,Micro,31.864006,8.4618549,3195,508,501,15.8998435,15.6807512,84.1001565
2016,Soriano,Pequeñas,30.1967621,14.5056667,523,13,23,2.4856597,4.3977055,97.5143403
2016,Soriano,Medianas,19.5132599,20.7897224,79,1,1,1.2658228,1.2658228,98.7341772
2016,Soriano,Grandes,18.425972,56.2427559,9,NA,NA,NA,NA,NA
2016,Tacuarembó,Micro,30.101202,12.6088457,3132,607,640,19.3805875,20.4342273,80.6194125
2016,Tacuarembó,Pequeñas,24.9949093,17.4171486,420,16,16,3.8095238,3.8095238,96.1904762
2016,Tacuarembó,Medianas,17.3598289,28.4381504,65,1,2,1.5384615,3.0769231,98.4615385
2016,Tacuarembó,Grandes,27.5440617,41.5358543,8,NA,NA,NA,NA,NA
2016,Treinta y Tres,Micro,39.3203926,13.9202023,1741,327,332,18.782309,19.0695003,81.217691
2016,Treinta y Tres,Pequeñas,32.3306313,23.9300995,243,10,11,4.1152263,4.526749,95.8847737
2016,Treinta y Tres,Medianas,14.7046623,38.8194389,34,1,2,2.9411765,5.8823529,97.0588235
2016,Treinta y Tres,Grandes,13.6443186,23.3302555,4,NA,NA,NA,NA,NA
2015,Artigas,Micro,33.0379066,21.1293201,2021,323,385,15.982187,19.0499753,84.017813
2015,Artigas,Pequeñas,28.9205093,27.9112911,250,15,13,6,5.2,94
2015,Artigas,Medianas,20.4920235,38.9709091,40,1,2,2.5,5,97.5
2015,Artigas,Grandes,17.5495605,11.9884825,3,NA,NA,NA,NA,NA
2015,Canelones,Micro,30.2007256,8.7553396,17276,2452,3148,14.1931003,18.2218106,85.8068997
2015,Canelones,Pequeñas,25.1887131,11.6606922,2108,91,129,4.316888,6.1195446,95.683112
2015,Canelones,Medianas,25.2256584,28.1232815,492,5,14,1.0162602,2.8455285,98.9837398
2015,Canelones,Grandes,19.384901,51.4606857,50,NA,1,NA,NA,NA
2015,Cerro Largo,Micro,27.2903786,13.9589882,2323,349,504,15.0236763,21.6960827,84.9763237
2015,Cerro Largo,Pequeñas,26.8670692,18.9433079,292,8,13,2.739726,4.4520548,97.260274
2015,Cerro Largo,Medianas,22.5075741,30.2459221,56,1,NA,1.7857143,NA,98.2142857
2015,Cerro Largo,Grandes,23.3349781,36.8517838,7,NA,NA,NA,NA,NA
2015,Colonia,Micro,28.4284649,7.0651069,6181,805,992,13.0237826,16.049183,86.9762174
2015,Colonia,Pequeñas,24.6220493,10.7194939,813,31,28,3.8130381,3.4440344,96.1869619
2015,Colonia,Medianas,19.213562,20.0633125,174,1,5,0.5747126,2.8735632,99.4252874
2015,Colonia,Grandes,27.7359238,62.152092,23,1,1,NA,NA,NA
2015,Durazno,Micro,30.9514465,9.0558929,2019,291,370,14.4130758,18.3259039,85.5869242
2015,Durazno,Pequeñas,25.1850128,12.5016775,225,6,4,2.6666667,1.7777778,97.3333333
2015,Durazno,Medianas,19.6364937,20.0130787,38,1,1,2.6315789,2.6315789,97.3684211
2015,Durazno,Grandes,24.2270451,58.4293556,5,NA,NA,NA,NA,NA
2015,Flores,Micro,32.9750519,11.1260462,1100,143,199,13,18.0909091,87
2015,Flores,Pequeñas,30.9809875,19.4034004,136,3,7,2.2058824,5.1470588,97.7941176
2015,Flores,Medianas,15.8542871,24.7189083,17,NA,NA,NA,NA,100
2015,Flores,Grandes,20.1896763,44.7516441,4,NA,NA,NA,NA,NA
2015,Florida,Micro,34.0966759,9.8350582,2735,422,473,15.4296161,17.294332699999998,84.5703839
2015,Florida,Pequeñas,30.9232731,19.0147915,351,13,16,3.7037037,4.5584046,96.2962963
2015,Florida,Medianas,20.1682854,34.4880676,62,1,1,1.6129032,1.6129032,98.3870968
2015,Florida,Grandes,14.8117685,36.6620865,4,NA,1,NA,NA,NA
2015,Lavalleja,Micro,30.3120899,12.6778631,2022,247,331,12.2156281,16.3699308,87.7843719
2015,Lavalleja,Pequeñas,26.1968994,15.2857332,270,12,11,4.4444444,4.0740741,95.5555556
2015,Lavalleja,Medianas,20.3483887,26.6101875,53,1,NA,1.8867925,NA,98.1132075
2015,Lavalleja,Grandes,23.142622,45.4262161,7,NA,NA,NA,NA,NA
2015,Maldonado,Micro,27.0647049,10.4035692,9447,1453,1913,15.3805441,20.2498148,84.6194559
2015,Maldonado,Pequeñas,27.4242153,15.74121,1426,88,114,6.171108,7.9943899,93.828892
2015,Maldonado,Medianas,22.1230793,29.2208214,283,9,13,3.180212,4.5936396,96.819788
2015,Maldonado,Grandes,23.3880024,44.6343994,25,1,NA,NA,NA,NA
2015,Montevideo,Micro,17.5137711,2.1554527,70935,9772,11078,13.7759921,15.6171143,86.2240079
2015,Montevideo,Pequeñas,18.6215801,3.6485586,11093,372,441,3.3534661,3.97548,96.6465339
2015,Montevideo,Medianas,22.3849277,10.8866539,3061,50,49,1.6334531,1.6007841,98.3665469
2015,Montevideo,Grandes,41.4797211,83.3093338,644,8,3,NA,NA,NA
2015,Paysandú,Micro,27.3672523,8.3407526,4292,639,921,14.888164,21.4585275,85.111836
2015,Paysandú,Pequeñas,27.3103848,12.9784956,593,20,24,3.3726813,4.0472175,96.6273187
2015,Paysandú,Medianas,21.6405888,23.7702713,107,1,2,0.9345794,1.8691589,99.0654206
2015,Paysandú,Grandes,23.681776,54.9104843,14,NA,NA,NA,NA,NA
2015,Río Negro,Micro,31.0558605,5.3958154,2149,320,446,14.8906468,20.753839,85.1093532
2015,Río Negro,Pequeñas,28.8337002,8.8161077,291,7,10,2.4054983,3.4364261,97.5945017
2015,Río Negro,Medianas,20.2232952,20.112463,40,NA,1,NA,2.5,100
2015,Río Negro,Grandes,19.8871479,65.675621,6,NA,NA,NA,NA,NA
2015,Rivera,Micro,27.7512894,11.9565344,2837,502,522,17.694748,18.399718,82.305252
2015,Rivera,Pequeñas,28.4724903,14.9662762,358,12,7,3.3519553,1.9553073,96.6480447
2015,Rivera,Medianas,22.9412556,34.0165901,73,2,3,2.739726,4.109589,97.260274
2015,Rivera,Grandes,20.8349648,39.0606003,6,NA,NA,NA,NA,NA
2015,Rocha,Micro,35.3638954,14.5888796,3374,495,734,14.6710136,21.754594,85.3289864
2015,Rocha,Pequeñas,26.7694435,22.2548504,387,17,26,4.3927649,6.7183463,95.6072351
2015,Rocha,Medianas,16.3835888,29.4610271,56,2,2,3.5714286,3.5714286,96.4285714
2015,Rocha,Grandes,21.4830742,33.6952438,5,1,1,NA,NA,NA
2015,Salto,Micro,24.6850376,9.7936201,3488,598,725,17.1444954,20.7855505,82.8555046
