anio,departamento,tramo,contribucion_po,contribucion_vtas,n_empresas,n_muertes,n_nace,tm,tn,ts1
2015,Salto,Pequeñas,24.4325943,14.6021719,489,26,32,5.3169734,6.5439673,94.6830266
2015,Salto,Medianas,25.5990181,30.0915813,124,1,1,0.8064516,0.8064516,99.1935484
2015,Salto,Grandes,25.28335,45.5126305,15,NA,NA,NA,NA,NA
2015,San José,Micro,29.3353481,8.8539391,4286,603,773,14.0690621,18.0354643,85.9309379
2015,San José,Pequeñas,23.3487663,13.2995663,484,21,23,4.338843,4.7520661,95.661157
2015,San José,Medianas,23.1088428,24.9703579,109,7,5,6.4220183,4.587156,93.5779817
2015,San José,Grandes,24.2070408,52.8761368,17,NA,NA,NA,NA,NA
2015,Soriano,Micro,31.8781605,7.3081875,3276,484,546,14.7741148,16.6666667,85.2258852
2015,Soriano,Pequeñas,29.3686562,12.2516823,428,14,21,3.271028,4.9065421,96.728972
2015,Soriano,Medianas,21.3879929,19.876152,75,NA,2,NA,2.6666667,100
2015,Soriano,Grandes,17.3651924,60.5639801,6,NA,NA,NA,NA,NA
2015,Tacuarembó,Micro,29.1098804,11.0842142,3009,434,640,14.4233965,21.2695248,85.5766035
2015,Tacuarembó,Pequeñas,25.1843338,15.5425978,350,15,16,4.2857143,4.5714286,95.7142857
2015,Tacuarembó,Medianas,17.6185055,26.4025764,55,NA,1,NA,1.8181818,100
2015,Tacuarembó,Grandes,28.0872841,46.9706116,8,NA,NA,NA,NA,NA
2015,Treinta y Tres,Micro,34.3387756,13.8652945,1713,258,383,15.061296,22.3584355,84.938704
2015,Treinta y Tres,Pequeñas,28.8567276,22.8900814,204,13,16,6.372549,7.8431373,93.627451
2015,Treinta y Tres,Medianas,16.6417809,34.9792099,29,1,NA,3.4482759,NA,96.5517241
2015,Treinta y Tres,Grandes,20.1627102,28.2654171,4,NA,NA,NA,NA,NA
2014,Artigas,Micro,33.0925484,19.7440376,1928,365,389,18.9315353,20.1763485,81.0684647
2014,Artigas,Pequeñas,30.3902321,28.1415367,302,9,16,2.9801325,5.2980132,97.0198675
2014,Artigas,Medianas,18.9723091,40.3506927,46,1,1,2.173913,2.173913,97.826087
2014,Artigas,Grandes,17.5449123,11.763732,3,NA,NA,NA,NA,NA
2014,Canelones,Micro,30.3035488,9.4021645,16169,2790,3166,17.2552415,19.5806791,82.7447585
2014,Canelones,Pequeñas,25.5518188,12.7232533,2618,112,148,4.2780749,5.6531704,95.721925100000007
2014,Canelones,Medianas,24.8246479,28.3580875,547,7,21,1.2797075,3.8391225,98.7202925
2014,Canelones,Grandes,19.3199825,49.5164948,55,NA,3,NA,NA,NA
2014,Cerro Largo,Micro,25.3255577,13.3999987,2091,354,413,16.9296987,19.7513152,83.0703013
2014,Cerro Largo,Pequeñas,26.4511642,18.6963425,363,17,18,4.6831956,4.9586777,95.3168044
2014,Cerro Largo,Medianas,23.2810497,28.3405743,72,3,4,4.1666667,5.5555556,95.8333333
2014,Cerro Largo,Grandes,24.9422302,39.5630836,8,1,NA,NA,NA,NA
2014,Colonia,Micro,29.0818405,7.2134156,5875,916,1018,15.5914894,17.3276596,84.4085106
2014,Colonia,Pequeñas,25.9772491,11.4374132,1028,65,69,6.3229572,6.7120623,93.6770428
2014,Colonia,Medianas,20.0008202,22.1560268,205,4,13,1.9512195,6.3414634,98.0487805
2014,Colonia,Grandes,24.9400845,59.1931458,25,NA,1,NA,NA,NA
2014,Durazno,Micro,32.8587341,8.9334841,1893,322,360,17.010037,19.0174326,82.989963
2014,Durazno,Pequeñas,27.3940239,12.9263239,302,9,14,2.9801325,4.6357616,97.0198675
2014,Durazno,Medianas,19.9848862,18.6485405,46,1,1,2.173913,2.173913,97.826087
2014,Durazno,Grandes,19.7623501,59.4916534,5,NA,NA,NA,NA,NA
2014,Flores,Micro,33.933918,10.4649897,1043,183,178,17.5455417,17.0661553,82.4544583
2014,Flores,Pequeñas,32.2902298,19.0933323,163,8,9,4.9079755,5.5214724,95.0920245
2014,Flores,Medianas,16.8146496,24.5882473,27,NA,1,NA,3.7037037,100
2014,Flores,Grandes,16.9611988,45.8534317,6,NA,NA,NA,NA,NA
2014,Florida,Micro,33.1844521,9.9041452,2625,457,462,17.4095238,17.6,82.5904762
2014,Florida,Pequeñas,30.7693653,19.2278328,449,26,28,5.7906459,6.2360802,94.2093541
2014,Florida,Medianas,20.2849522,35.3630943,68,1,3,1.4705882,4.4117647,98.5294118
2014,Florida,Grandes,15.7612333,35.5049248,6,NA,NA,NA,NA,NA
2014,Lavalleja,Micro,30.4230652,12.238615,1879,273,315,14.5290048,16.7642363,85.4709952
2014,Lavalleja,Pequeñas,27.0861225,14.9745026,332,10,12,3.0120482,3.6144578,96.9879518
2014,Lavalleja,Medianas,22.0233784,26.9236031,70,3,2,4.2857143,2.8571429,95.7142857
2014,Lavalleja,Grandes,20.467432,45.8632774,8,NA,NA,NA,NA,NA
2014,Maldonado,Micro,26.2011185,10.4618521,9081,1939,1791,21.352274,19.7224975,78.647726
2014,Maldonado,Pequeñas,26.8461266,15.5828743,1730,119,109,6.8786127,6.300578,93.1213873
2014,Maldonado,Medianas,21.3547421,30.7900658,342,7,8,2.0467836,2.3391813,97.9532164
2014,Maldonado,Grandes,25.598011,43.1652031,28,NA,2,NA,NA,NA
2014,Montevideo,Micro,17.1172581,2.1371922,67926,10984,11004,16.1705385,16.1999823,83.8294615
2014,Montevideo,Pequeñas,18.240963,3.6407025,13677,549,657,4.0140382,4.803685,95.9859618
2014,Montevideo,Medianas,22.1240196,10.7031298,3671,86,134,2.3426859,3.6502315,97.6573141
2014,Montevideo,Grandes,42.517765,83.5189819,800,33,51,NA,NA,NA
2014,Paysandú,Micro,27.6551189,9.1721449,3830,631,787,16.4751958,20.5483029,83.5248042
2014,Paysandú,Pequeñas,27.7009697,15.0334854,737,34,33,4.6132972,4.4776119,95.3867028
2014,Paysandú,Medianas,23.0727158,25.702486,136,2,3,1.4705882,2.2058824,98.5294118
2014,Paysandú,Grandes,21.5711956,50.0918808,16,2,NA,NA,NA,NA
2014,Río Negro,Micro,32.3050957,5.9191055,1950,332,381,17.025641,19.5384615,82.974359
2014,Río Negro,Pequeñas,32.9189339,10.9802532,360,20,21,5.5555556,5.8333333,94.4444444
2014,Río Negro,Medianas,20.9485111,23.3739014,57,1,4,1.754386,7.0175439,98.245614
2014,Río Negro,Grandes,13.8274584,59.7267418,7,NA,NA,NA,NA,NA
2014,Rivera,Micro,28.2828751,10.104867,2745,544,581,19.8178506,21.1657559,80.1821494
2014,Rivera,Pequeñas,28.3252563,14.6932125,447,15,25,3.3557047,5.5928412,96.6442953
2014,Rivera,Medianas,26.3201637,28.7859039,96,NA,3,NA,3.125,100
2014,Rivera,Grandes,17.0717068,46.4160156,6,NA,1,NA,NA,NA
2014,Rocha,Micro,35.5275688,14.2590952,3238,733,692,22.6374305,21.3712168,77.3625695
2014,Rocha,Pequeñas,27.8650742,21.4931049,541,60,34,11.090573,6.284658,88.909427
2014,Rocha,Medianas,15.5280542,31.1753368,65,4,2,6.1538462,3.0769231,93.8461538
2014,Rocha,Grandes,21.0793018,33.072464,4,NA,NA,NA,NA,NA
2014,Salto,Micro,23.7664108,10.315753,3263,621,734,19.031566,22.4946368,80.968434
2014,Salto,Pequeñas,24.3752346,16.0576077,569,26,32,4.56942,5.6239016,95.43058
2014,Salto,Medianas,25.9194851,30.8713131,148,3,6,2.027027,4.0540541,97.972973
2014,Salto,Grandes,25.9388676,42.7553253,17,1,NA,NA,NA,NA
2014,San José,Micro,29.7508373,9.1185398,4128,738,832,17.877907,20.1550388,82.122093
2014,San José,Pequeñas,23.2799397,14.0314674,580,22,23,3.7931034,3.9655172,96.2068966
2014,San José,Medianas,23.8796101,25.5608788,127,1,4,0.7874016,3.1496063,99.2125984
2014,San José,Grandes,23.0896168,51.2891121,20,NA,1,NA,NA,NA
2014,Soriano,Micro,31.882679,6.6854939,3048,460,550,15.0918635,18.0446194,84.9081365
2014,Soriano,Pequeñas,28.268713,11.56565,551,18,28,3.2667877,5.0816697,96.7332123
2014,Soriano,Medianas,21.2649288,19.6571102,84,1,1,1.1904762,1.1904762,98.8095238
2014,Soriano,Grandes,18.5836811,62.0917473,11,NA,NA,NA,NA,NA
2014,Tacuarembó,Micro,29.3199596,12.4850454,2811,522,552,18.5699039,19.6371398,81.4300961
2014,Tacuarembó,Pequeñas,26.1820259,17.613142,416,20,27,4.8076923,6.4903846,95.1923077
2014,Tacuarembó,Medianas,17.2353706,29.4477615,65,NA,NA,NA,NA,100
2014,Tacuarembó,Grandes,27.26264,40.4540482,8,NA,1,NA,NA,NA
2014,Treinta y Tres,Micro,35.5721817,13.3493891,1543,258,280,16.720674,18.1464679,83.279326
2014,Treinta y Tres,Pequeñas,31.2495575,23.1194763,249,12,15,4.8192771,6.0240964,95.1807229
2014,Treinta y Tres,Medianas,14.8893366,35.6464119,31,NA,1,NA,3.2258065,100
2014,Treinta y Tres,Grandes,18.2889309,27.8847256,5,1,NA,NA,NA,NA
2013,Artigas,Micro,32.537632,20.3498116,1808,279,370,15.4314159,20.4646018,84.5685841
2013,Artigas,Pequeñas,30.7167664,27.9360924,285,18,18,6.3157895,6.3157895,93.6842105
2013,Artigas,Medianas,17.6036243,41.1039276,67,3,NA,4.4776119,NA,95.5223881
2013,Artigas,Grandes,19.1419754,10.6101637,3,NA,NA,NA,NA,NA
2013,Canelones,Micro,30.140274,9.5302811,15449,2501,3223,16.1887501,20.8621917,83.811249900000007
2013,Canelones,Pequeñas,25.6228313,13.0884228,2329,105,130,4.5083727,5.5817948,95.4916273
2013,Canelones,Medianas,24.8213215,29.9047623,769,7,12,0.9102731,1.5604681,99.0897269
2013,Canelones,Grandes,19.4155731,47.476532,45,NA,1,NA,NA,NA
2013,Cerro Largo,Micro,25.4726582,12.9894743,1950,292,365,14.974359,18.7179487,85.025641
2013,Cerro Largo,Pequeñas,26.7877693,18.8695278,354,13,20,3.6723164,5.6497175,96.3276836
2013,Cerro Largo,Medianas,22.2290955,28.5708313,87,NA,2,NA,2.2988506,100
2013,Cerro Largo,Grandes,25.5104713,39.5701637,8,NA,NA,NA,NA,NA
2013,Colonia,Micro,28.5437603,7.1610045,5627,822,1089,14.6081393,19.3531189,85.3918607
2013,Colonia,Pequeñas,25.8951893,11.3164883,946,47,62,4.9682875,6.5539112,95.0317125
2013,Colonia,Medianas,19.757019,21.2563953,299,6,4,2.006689,1.3377926,97.993311
2013,Colonia,Grandes,25.8040295,60.2661095,24,1,2,NA,NA,NA
2013,Durazno,Micro,31.9805431,9.1374388,1811,284,345,15.6819437,19.0502485,84.3180563
2013,Durazno,Pequeñas,27.2564106,13.7806282,269,9,5,3.3457249,1.8587361,96.6542751
2013,Durazno,Medianas,17.986557,19.5925274,70,NA,1,NA,1.4285714,100
2013,Durazno,Grandes,22.7764931,57.4894066,5,NA,NA,NA,NA,NA
2013,Flores,Micro,32.1177101,10.455368,996,151,156,15.1606426,15.6626506,84.8393574
2013,Flores,Pequeñas,31.4918289,19.9843197,166,5,3,3.0120482,1.8072289,96.9879518
2013,Flores,Medianas,18.1386642,25.8233948,39,NA,NA,NA,NA,100
2013,Flores,Grandes,18.2517929,43.7369194,3,NA,NA,NA,NA,NA
2013,Florida,Micro,33.4474449,10.8956099,2595,417,487,16.0693642,18.7668593,83.9306358
2013,Florida,Pequeñas,30.9470253,20.4602928,376,13,21,3.4574468,5.5851064,96.5425532
2013,Florida,Medianas,19.5243301,38.5541878,103,NA,NA,NA,NA,100
2013,Florida,Grandes,16.0811996,30.0899048,5,NA,NA,NA,NA,NA
2013,Lavalleja,Micro,30.5231171,13.0999117,1806,246,270,13.6212625,14.9501661,86.3787375
2013,Lavalleja,Pequeñas,27.91852,17.8273106,328,6,14,1.8292683,4.2682927,98.1707317
2013,Lavalleja,Medianas,20.6903439,27.3782196,71,2,2,2.8169014,2.8169014,97.1830986
2013,Lavalleja,Grandes,20.8680229,41.6945572,7,NA,NA,NA,NA,NA
2013,Maldonado,Micro,26.8371124,10.2687454,8887,1633,2059,18.3751547,23.1686733,81.6248453
2013,Maldonado,Pequeñas,28.1325874,16.08811,1640,125,135,7.6219512,8.2317073,92.3780488
2013,Maldonado,Medianas,22.6905785,29.0226631,450,12,17,2.6666667,3.7777778,97.3333333
2013,Maldonado,Grandes,22.3397274,44.6204796,21,NA,NA,NA,NA,NA
2013,Montevideo,Micro,17.4764633,2.0726087,66438,10251,11708,15.4294229,17.622445,84.5705771
2013,Montevideo,Pequeñas,18.8733139,3.500222,12656,525,687,4.1482301,5.4282554,95.8517699
2013,Montevideo,Medianas,22.350666,10.158061,5330,78,83,1.4634146,1.5572233,98.5365854
2013,Montevideo,Grandes,41.2995567,84.2691116,626,4,9,NA,NA,NA
2013,Paysandú,Micro,26.3663139,9.1264162,3611,560,692,15.5081695,19.1636666,84.4918305
2013,Paysandú,Pequeñas,26.9722176,15.4446793,629,19,32,3.0206677,5.0874404,96.9793323
2013,Paysandú,Medianas,21.4091034,24.785677,210,2,3,0.952381,1.4285714,99.047619
2013,Paysandú,Grandes,25.2523613,50.6432228,14,NA,1,NA,NA,NA
2013,Río Negro,Micro,29.6980705,6.3249774,1824,260,350,14.254386,19.1885965,85.745614
2013,Río Negro,Pequeñas,30.8510799,11.035758,335,15,17,4.4776119,5.0746269,95.5223881
2013,Río Negro,Medianas,17.3432465,23.9982567,71,1,NA,1.4084507,NA,98.5915493
2013,Río Negro,Grandes,22.1076069,58.6410103,6,NA,1,NA,NA,NA
2013,Rivera,Micro,28.0664616,9.7994251,2582,402,508,15.5693261,19.6746708,84.4306739
2013,Rivera,Pequeñas,27.7363529,14.784153,364,25,22,6.8681319,6.043956,93.1318681
2013,Rivera,Medianas,25.504459399999998,29.0692902,157,2,2,1.2738854,1.2738854,98.7261146
2013,Rivera,Grandes,18.6927319,46.347126,6,NA,NA,NA,NA,NA
2013,Rocha,Micro,35.7298546,13.6800604,3152,578,704,18.3375635,22.3350254,81.6624365
2013,Rocha,Pequeñas,29.1009865,23.2541389,484,49,39,10.1239669,8.0578512,89.8760331
2013,Rocha,Medianas,16.7985668,32.1993256,99,2,3,2.020202,3.030303,97.979798
2013,Rocha,Grandes,18.3705978,30.8664722,5,NA,NA,NA,NA,NA
2013,Salto,Micro,23.5385094,9.841094,3038,482,681,15.8657011,22.4160632,84.1342989
2013,Salto,Pequeñas,24.6365795,15.643199,530,30,26,5.6603774,4.9056604,94.3396226
2013,Salto,Medianas,24.7453613,32.0018387,158,3,8,1.8987342,5.0632911,98.1012658
2013,Salto,Grandes,27.079546,42.5138626,15,NA,NA,NA,NA,NA
2013,San José,Micro,30.9188614,8.7130804,3825,545,763,14.248366,19.9477124,85.751634
2013,San José,Pequeñas,24.170145,13.5100431,553,22,32,3.9783002,5.7866184,96.0216998
2013,San José,Medianas,21.6404667,24.4559879,160,NA,4,NA,2.5,100
2013,San José,Grandes,23.2705269,53.3208923,15,NA,NA,NA,NA,NA
2013,Soriano,Micro,32.4746399,5.8768158,2960,475,595,16.0472973,20.1013514,83.9527027
2013,Soriano,Pequeñas,27.2036171,10.5721846,498,28,22,5.62249,4.4176707,94.37751
2013,Soriano,Medianas,21.459938,16.7825775,146,1,NA,0.6849315,NA,99.3150685
2013,Soriano,Grandes,18.8618011,66.768425,8,NA,NA,NA,NA,NA
2013,Tacuarembó,Micro,28.6599941,12.2066488,2660,391,491,14.6992481,18.4586466,85.3007519
2013,Tacuarembó,Pequeñas,26.4835701,18.657135,353,20,20,5.6657224,5.6657224,94.3342776
2013,Tacuarembó,Medianas,15.9931316,29.812952,105,2,5,1.9047619,4.7619048,98.0952381
2013,Tacuarembó,Grandes,28.8633003,39.3232651,7,NA,NA,NA,NA,NA
2013,Treinta y Tres,Micro,34.0376663,13.7130651,1465,212,307,14.4709898,20.9556314,85.5290102
2013,Treinta y Tres,Pequeñas,31.8326988,25.6418648,240,12,10,5,4.1666667,95
2013,Treinta y Tres,Medianas,14.1376057,35.2346382,50,3,1,6,2,94
2013,Treinta y Tres,Grandes,19.9920216,25.4104366,5,NA,NA,NA,NA,NA
2012,Artigas,Micro,34.3155899,17.9395256,1666,225,299,13.5054022,17.9471789,86.4945978
2012,Artigas,Pequeñas,31.9798908,28.9557323,308,14,13,4.5454545,4.2207792,95.4545455
2012,Artigas,Medianas,15.9237108,47.440033,32,1,NA,3.125,NA,96.875
2012,Artigas,Grandes,17.7808094,5.6647067,3,NA,NA,NA,NA,NA
2012,Canelones,Micro,30.3236275,9.1514091,14471,2283,2887,15.7763803,19.9502453,84.2236197
2012,Canelones,Pequeñas,25.8158092,12.9489012,2647,145,162,5.4778995,6.120136,94.5221005
2012,Canelones,Medianas,24.258152,28.3061275,407,15,8,3.6855037,1.965602,96.3144963
2012,Canelones,Grandes,19.6024132,49.5935593,44,1,NA,NA,NA,NA
2012,Cerro Largo,Micro,26.2189369,11.8035631,1897,309,342,16.2888772,18.028466,83.7111228
2012,Cerro Largo,Pequeñas,27.3713703,18.4101677,384,21,18,5.46875,4.6875,94.53125
2012,Cerro Largo,Medianas,22.7764225,28.0872612,53,NA,4,NA,7.5471698,100
2012,Cerro Largo,Grandes,23.6332703,41.6990051,7,NA,NA,NA,NA,NA
2012,Colonia,Micro,27.4610214,6.8469009,5268,714,1004,13.5535308,19.0584662,86.4464692
2012,Colonia,Pequeñas,24.803709,11.515687,1054,60,55,5.6925996,5.2182163,94.3074004
2012,Colonia,Medianas,20.5402374,21.512167,168,11,4,6.547619,2.3809524,93.452381
2012,Colonia,Grandes,27.1950321,60.125248,19,NA,1,NA,NA,NA
2012,Durazno,Micro,32.8075104,6.5806146,1756,278,315,15.8314351,17.9384966,84.1685649
2012,Durazno,Pequeñas,28.2596416,10.3915968,298,8,13,2.6845638,4.3624161,97.3154362
2012,Durazno,Medianas,18.3358879,15.8368435,34,3,NA,8.8235294,NA,91.1764706
2012,Durazno,Grandes,20.5969563,67.1909485,5,NA,NA,NA,NA,NA
2012,Flores,Micro,35.564846,10.3445063,1055,206,175,19.5260664,16.5876777,80.4739336
2012,Flores,Pequeñas,32.7520981,19.7681446,182,8,4,4.3956044,2.1978022,95.6043956
2012,Flores,Medianas,18.9908409,22.5693092,19,NA,NA,NA,NA,100
2012,Flores,Grandes,12.6922197,47.3180389,4,NA,NA,NA,NA,NA
2012,Florida,Micro,34.3888855,8.8467331,2477,382,473,15.4218813,19.0956803,84.5781187
2012,Florida,Pequeñas,30.7865047,18.2804089,453,23,19,5.0772627,4.1942605,94.9227373
2012,Florida,Medianas,21.9393463,33.0102615,54,4,1,7.4074074,1.8518519,92.5925926
2012,Florida,Grandes,12.8852606,39.8625984,5,1,1,NA,NA,NA
2012,Lavalleja,Micro,31.2724991,12.3024569,1775,226,300,12.7323944,16.9014085,87.2676056
2012,Lavalleja,Pequeñas,26.5048676,17.9303703,341,20,14,5.8651026,4.1055718,94.1348974
2012,Lavalleja,Medianas,20.4091244,29.5701408,51,2,NA,3.9215686,NA,96.0784314
2012,Lavalleja,Grandes,21.8135128,40.1970329,6,NA,NA,NA,NA,NA
2012,Maldonado,Micro,26.7493534,9.6090984,8004,1374,1660,17.1664168,20.7396302,82.8335832
2012,Maldonado,Pequeñas,28.3999653,15.8560858,1959,157,155,8.014293,7.9122001,91.985707
2012,Maldonado,Medianas,22.744688,29.2866554,314,6,10,1.910828,3.1847134,98.089172
2012,Maldonado,Grandes,22.1059895,45.2481651,25,1,NA,NA,NA,NA
2012,Montevideo,Micro,17.4280567,2.1614623,65002,9990,12135,15.3687579,18.6686563,84.6312421
2012,Montevideo,Pequeñas,18.9714794,3.7103083,14952,657,666,4.394061,4.4542536,95.605939
2012,Montevideo,Medianas,22.0953503,10.4884186,2939,83,45,2.8240898,1.531133,97.1759102
2012,Montevideo,Grandes,41.5051117,83.6398163,604,21,4,NA,NA,NA
2012,Paysandú,Micro,26.8511791,8.6217937,3432,521,632,15.1806527,18.4149184,84.8193473
2012,Paysandú,Pequeñas,28.4487667,14.7733831,742,34,28,4.5822102,3.7735849,95.4177898
2012,Paysandú,Medianas,21.2628269,24.4189281,99,1,NA,1.010101,NA,98.989899
2012,Paysandú,Grandes,23.4372234,52.1858978,14,1,NA,NA,NA,NA
2012,Río Negro,Micro,31.2429218,5.663754,1766,280,344,15.8550396,19.4790487,84.1449604
2012,Río Negro,Pequeñas,31.6912498,10.5425997,350,17,16,4.8571429,4.5714286,95.1428571
2012,Río Negro,Medianas,18.4976349,23.2476578,40,4,NA,10,NA,90
2012,Río Negro,Grandes,18.5681953,60.5459862,5,NA,NA,NA,NA,NA
2012,Rivera,Micro,26.8803406,9.0716209,2457,403,557,16.4021164,22.6699227,83.5978836
2012,Rivera,Pequeñas,26.6142979,13.0852871,471,25,29,5.3078556,6.1571125,94.6921444
2012,Rivera,Medianas,27.5382347,28.7726917,69,2,1,2.8985507,1.4492754,97.1014493
2012,Rivera,Grandes,18.9671268,49.0704041,11,4,NA,NA,NA,NA
2012,Rocha,Micro,35.5186081,13.3379545,2985,588,665,19.6984925,22.278057,80.3015075
2012,Rocha,Pequeñas,29.6727619,23.7404289,621,81,61,13.0434783,9.8228663,86.9565217
2012,Rocha,Medianas,16.8445415,34.6497917,55,3,1,5.4545455,1.8181818,94.5454545
2012,Rocha,Grandes,17.9640884,28.2718277,6,1,NA,NA,NA,NA
2012,Salto,Micro,22.8289299,8.6572647,2786,450,612,16.1521895,21.9669777,83.8478105
2012,Salto,Pequeñas,24.3260269,14.0553999,598,30,33,5.0167224,5.5183946,94.9832776
2012,Salto,Medianas,24.6403885,29.960331,113,3,6,2.6548673,5.3097345,97.3451327
2012,Salto,Grandes,28.2046547,47.3270073,13,NA,NA,NA,NA,NA
2012,San José,Micro,31.5780716,8.9632845,3650,538,793,14.739726,21.7260274,85.260274
2012,San José,Pequeñas,24.7753735,14.3251448,573,25,31,4.3630017,5.4101222,95.6369983
2012,San José,Medianas,22.9581413,24.9639111,86,5,1,5.8139535,1.1627907,94.1860465
2012,San José,Grandes,20.6884136,51.7476578,9,NA,NA,NA,NA,NA
2012,Soriano,Micro,33.0336685,5.4868402,2785,386,481,13.8599641,17.2710952,86.1400359
2012,Soriano,Pequeñas,27.8589001,9.9088917,549,33,26,6.010929,4.7358834,93.989071
2012,Soriano,Medianas,22.1154404,18.671505,73,2,NA,2.739726,NA,97.260274
2012,Soriano,Grandes,16.991991,65.9327621,6,NA,NA,NA,NA,NA
2012,Tacuarembó,Micro,29.9011574,10.3973856,2496,349,455,13.9823718,18.2291667,86.0176282
2012,Tacuarembó,Pequeñas,27.4353485,16.8705368,431,20,20,4.6403712,4.6403712,95.3596288
2012,Tacuarembó,Medianas,13.8207893,30.5089073,40,2,2,5,5,95
2012,Tacuarembó,Grandes,28.842701,42.223175,7,1,NA,NA,NA,NA
2012,Treinta y Tres,Micro,35.0255737,12.2144585,1381,232,243,16.7994207,17.595945,83.2005793
2012,Treinta y Tres,Pequeñas,32.8354874,24.7045803,278,9,18,3.2374101,6.4748201,96.7625899
2012,Treinta y Tres,Medianas,12.8601608,37.8532944,22,2,2,9.0909091,9.0909091,90.9090909
2012,Treinta y Tres,Grandes,19.2787838,25.2276649,6,NA,NA,NA,NA,NA
2011,Artigas,Micro,35.593689,17.1827755,1644,254,311,15.4501217,18.9172749,84.5498783
2011,Artigas,Pequeñas,35.058857,28.9010048,283,11,11,3.8869258,3.8869258,96.1130742
2011,Artigas,Medianas,17.0493431,47.4927711,32,1,NA,3.125,NA,96.875
2011,Artigas,Grandes,12.2981129,6.4234509,2,NA,NA,NA,NA,NA
2011,Canelones,Micro,30.475029,8.9081669,14128,2289,2887,16.2018686,20.434598,83.7981314
2011,Canelones,Pequeñas,25.8829823,12.6892462,2261,94,126,4.1574525,5.5727554,95.8425475
2011,Canelones,Medianas,24.1354847,28.3715782,417,10,10,2.3980815,2.3980815,97.6019185
2011,Canelones,Grandes,19.506506,50.0310097,44,1,2,NA,NA,NA
2011,Cerro Largo,Micro,27.3715172,11.1929703,1911,307,385,16.0648875,20.1465201,83.9351125
2011,Cerro Largo,Pequeñas,26.8623676,17.7657185,330,12,16,3.6363636,4.8484848,96.3636364
2011,Cerro Largo,Medianas,22.1205597,28.4046459,54,NA,3,NA,5.5555556,100
2011,Cerro Largo,Grandes,23.6455517,42.6366653,7,NA,NA,NA,NA,NA
2011,Colonia,Micro,28.4289894,7.5437579,5069,690,946,13.6121523,18.6624581,86.3878477
2011,Colonia,Pequeñas,26.8376999,11.7568855,921,34,41,3.6916395,4.451683,96.3083605
2011,Colonia,Medianas,20.7798252,23.3090477,159,1,6,0.6289308,3.7735849,99.3710692
2011,Colonia,Grandes,23.9534836,57.3903084,18,2,2,NA,NA,NA
2011,Durazno,Micro,34.0913849,7.9839096,1736,277,321,15.9562212,18.4907834,84.0437788
2011,Durazno,Pequeñas,28.2161674,12.6811295,265,8,15,3.0188679,5.6603774,96.9811321
2011,Durazno,Medianas,18.3158207,18.5008907,35,NA,1,NA,2.8571429,100
2011,Durazno,Grandes,19.3766251,60.8340721,4,NA,1,NA,NA,NA
2011,Flores,Micro,34.4431267,10.2059174,1073,164,185,15.2842498,17.2413793,84.7157502
2011,Flores,Pequeñas,31.4631348,21.3039818,152,1,11,0.6578947,7.2368421,99.3421053
2011,Flores,Medianas,20.7114468,22.632494,18,NA,1,NA,5.5555556,100
2011,Flores,Grandes,13.3822956,45.8576088,4,NA,NA,NA,NA,NA
2011,Florida,Micro,34.1099663,9.6000872,2424,365,481,15.0577558,19.8432343,84.9422442
2011,Florida,Pequeñas,30.0047302,19.7817879,384,15,16,3.90625,4.1666667,96.09375
2011,Florida,Medianas,22.1827068,33.0298347,59,2,NA,3.3898305,NA,96.6101695
2011,Florida,Grandes,13.7025957,37.5882874,4,NA,NA,NA,NA,NA
2011,Lavalleja,Micro,31.5333347,12.3733091,1770,263,267,14.8587571,15.0847458,85.1412429
2011,Lavalleja,Pequeñas,27.4234772,18.5431366,303,10,16,3.30033,5.2805281,96.69967
2011,Lavalleja,Medianas,19.4445744,28.6134033,50,2,2,4,4,96
2011,Lavalleja,Grandes,21.5986137,40.47015,7,NA,1,NA,NA,NA
2011,Maldonado,Micro,26.7630672,9.5984182,7957,1405,1762,17.6574086,22.1440241,82.3425914
2011,Maldonado,Pequeñas,29.1033096,16.5579967,1735,129,132,7.4351585,7.6080692,92.5648415
2011,Maldonado,Medianas,23.397438,26.9309063,285,9,14,3.1578947,4.9122807,96.8421053
2011,Maldonado,Grandes,20.7361889,46.9126816,21,NA,1,NA,NA,NA
2011,Montevideo,Micro,17.3617153,2.1328468,63992,9577,12502,14.9659332,19.5368171,85.0340668
2011,Montevideo,Pequeñas,19.2512722,3.6653535,13285,526,653,3.9593527,4.915318,96.0406473
2011,Montevideo,Medianas,22.0827198,10.1487284,3078,65,87,2.1117609,2.8265107,97.8882391
2011,Montevideo,Grandes,41.3042946,84.0530701,602,9,10,NA,NA,NA
2011,Paysandú,Micro,26.770084399999998,8.537797,3419,540,636,15.7940918,18.6019304,84.2059082
2011,Paysandú,Pequeñas,27.0494366,14.9019461,650,24,32,3.6923077,4.9230769,96.3076923
2011,Paysandú,Medianas,21.7373333,25.3787365,110,3,3,2.7272727,2.7272727,97.2727273
2011,Paysandú,Grandes,24.4431458,51.1815224,14,NA,NA,NA,NA,NA
2011,Río Negro,Micro,32.0815849,5.7189288,1737,287,395,16.5227404,22.7403569,83.4772596
2011,Río Negro,Pequeñas,31.8456478,10.5106144,323,13,20,4.0247678,6.1919505,95.9752322
2011,Río Negro,Medianas,19.5590458,21.8828316,38,2,4,5.2631579,10.5263158,94.7368421
2011,Río Negro,Grandes,16.5137215,61.8876228,5,NA,NA,NA,NA,NA
