"pais","anio","region","region_id","tramo","contribucion_po","contribucion_vtas","ent_nr","ent_per_1000","n_muertes","n_nace","tm","tn","ts1","tasa_informalidad","tasa_pobreza","tasa_homicidios","tasa_desempleo","poblacion","km_2","densidad_poblacion","pib_regional","ingresos_promedio_per_capita","ingreso_medio_hogares","idh","gini","esperanza_vida_mujeres","esperanza_vida_hombres","aporte_pib","anios_educacion_promedio"
"Uruguay",2011,"Colonia",5,"Mediana",20.7798252,23.3090477,159,1.24845249263496,1,6,0.6289308,3.7735849,99.3710692,24.92981283,3.8,NA,3.2,127357.669545292,6106,20.8577906232054,27121.55849,30939.5,64300.91203,0.786329376,0.326,80.5,74.3,4.726988553,8.312807696
"Uruguay",2011,"Colonia",5,"Grandes",23.9534836,57.3903084,18,0.141334244449241,2,2,NA,NA,NA,24.92981283,3.8,NA,3.2,127357.669545292,6106,20.8577906232054,27121.55849,30939.5,64300.91203,0.786329376,0.326,80.5,74.3,4.726988553,8.312807696
"Uruguay",2012,"Colonia",5,"Micro",27.4610214,6.8469009,5268,41.0999951681687,714,1004,13.5535308,19.0584662,86.4464692,24.4627719,3.4,NA,3.5,128175.197550388,6106,20.9916799132636,28312.21503,31682.5,67736.25679,0.789203489,0.314,80.6,74.4,4.745086886,8.321615976
"Uruguay",2012,"Colonia",5,"Pequeña",24.803709,11.515687,1054,8.22311976219624,60,55,5.6925996,5.2182163,94.3074004,24.4627719,3.4,NA,3.5,128175.197550388,6106,20.9916799132636,28312.21503,31682.5,67736.25679,0.789203489,0.314,80.6,74.4,4.745086886,8.321615976
"Uruguay",2012,"Colonia",5,"Mediana",20.5402374,21.512167,168,1.31070599625139,11,4,6.547619,2.3809524,93.452381,24.4627719,3.4,NA,3.5,128175.197550388,6106,20.9916799132636,28312.21503,31682.5,67736.25679,0.789203489,0.314,80.6,74.4,4.745086886,8.321615976
"Uruguay",2012,"Colonia",5,"Grandes",27.1950321,60.125248,19,0.148234606718908,NA,1,NA,NA,NA,24.4627719,3.4,NA,3.5,128175.197550388,6106,20.9916799132636,28312.21503,31682.5,67736.25679,0.789203489,0.314,80.6,74.4,4.745086886,8.321615976
"Uruguay",2013,"Colonia",5,"Micro",28.5437603,7.1610045,5627,43.6236942102219,822,1089,14.6081393,19.3531189,85.3918607,22.93330782,1.8,NA,3.5,128989.534285739,6106,21.1250465584243,29702.9284040732,34858.1,73983.72886,0.796057489,0.304,80.7,74.6,4.800256207,8.609762309
"Uruguay",2013,"Colonia",5,"Pequeña",25.8951893,11.3164883,946,7.33392833177003,47,62,4.9682875,6.5539112,95.0317125,22.93330782,1.8,NA,3.5,128989.534285739,6106,21.1250465584243,29702.9284040732,34858.1,73983.72886,0.796057489,0.304,80.7,74.6,4.800256207,8.609762309
"Uruguay",2013,"Colonia",5,"Mediana",19.757019,21.2563953,299,2.31801751712393,6,4,2.006689,1.3377926,97.993311,22.93330782,1.8,NA,3.5,128989.534285739,6106,21.1250465584243,29702.9284040732,34858.1,73983.72886,0.796057489,0.304,80.7,74.6,4.800256207,8.609762309
"Uruguay",2013,"Colonia",5,"Grandes",25.8040295,60.2661095,24,0.186061606725667,1,2,NA,NA,NA,22.93330782,1.8,NA,3.5,128989.534285739,6106,21.1250465584243,29702.9284040732,34858.1,73983.72886,0.796057489,0.304,80.7,74.6,4.800256207,8.609762309
"Uruguay",2014,"Colonia",5,"Micro",29.0818405,7.2134156,5875,45.2293023779517,916,1018,15.5914894,17.3276596,84.4085106,24.097548,3.5,NA,5.1,129893.668288458,6106,21.2731196017782,32261.4836690521,34592.1,71812.41247,0.796555887,0.312,80.8,74.7,4.743225526,8.530076482
"Uruguay",2014,"Colonia",5,"Pequeña",25.9772491,11.4374132,1028,7.91416559055903,65,69,6.3229572,6.7120623,93.6770428,24.097548,3.5,NA,5.1,129893.668288458,6106,21.2731196017782,32261.4836690521,34592.1,71812.41247,0.796555887,0.312,80.8,74.7,4.743225526,8.530076482
"Uruguay",2014,"Colonia",5,"Mediana",20.0008202,22.1560268,205,1.57821395531576,4,13,1.9512195,6.3414634,98.0487805,24.097548,3.5,NA,5.1,129893.668288458,6106,21.2731196017782,32261.4836690521,34592.1,71812.41247,0.796555887,0.312,80.8,74.7,4.743225526,8.530076482
"Uruguay",2014,"Colonia",5,"Grandes",24.9400845,59.1931458,25,0.192465116501922,NA,1,NA,NA,NA,24.097548,3.5,NA,5.1,129893.668288458,6106,21.2731196017782,32261.4836690521,34592.1,71812.41247,0.796555887,0.312,80.8,74.7,4.743225526,8.530076482
"Uruguay",2015,"Colonia",5,"Micro",28.4284649,7.0651069,6181,47.2354206255495,805,992,13.0237826,16.049183,86.9762174,24.47882396,3.1,NA,4.8,130855.191255706,6106,21.4305914274003,NA,33042.2,69716.95578,0.799592272,0.318,80.9,74.9,NA,8.421210291
"Uruguay",2015,"Colonia",5,"Pequeña",24.6220493,10.7194939,813,6.21297475628082,31,28,3.8130381,3.4440344,96.1869619,24.47882396,3.1,NA,4.8,130855.191255706,6106,21.4305914274003,NA,33042.2,69716.95578,0.799592272,0.318,80.9,74.9,NA,8.421210291
"Uruguay",2015,"Colonia",5,"Mediana",19.213562,20.0633125,174,1.32971415448077,1,5,0.5747126,2.8735632,99.4252874,24.47882396,3.1,NA,4.8,130855.191255706,6106,21.4305914274003,NA,33042.2,69716.95578,0.799592272,0.318,80.9,74.9,NA,8.421210291
"Uruguay",2015,"Colonia",5,"Grandes",27.7359238,62.152092,23,0.17576681352332,1,1,NA,NA,NA,24.47882396,3.1,NA,4.8,130855.191255706,6106,21.4305914274003,NA,33042.2,69716.95578,0.799592272,0.318,80.9,74.9,NA,8.421210291
"Uruguay",2016,"Colonia",5,"Micro",29.4730816,7.890656,6210,47.1226177068694,988,1057,15.9098229,17.020934,84.0901771,23.2228172,4.3,NA,4.8,131783.850350375,6106,21.5826810269202,NA,33312.2,68722.95511,0.810033933,0.316,81,75,NA,8.888041705
"Uruguay",2016,"Colonia",5,"Pequeña",24.9680538,11.2818375,1029,7.80824051857787,36,32,3.4985423,3.1098154,96.5014577,23.2228172,4.3,NA,4.8,131783.850350375,6106,21.5826810269202,NA,33312.2,68722.95511,0.810033933,0.316,81,75,NA,8.888041705
"Uruguay",2016,"Colonia",5,"Mediana",20.1206875,21.6511936,182,1.38104934342194,2,3,1.0989011,1.6483516,98.9010989,23.2228172,4.3,NA,4.8,131783.850350375,6106,21.5826810269202,NA,33312.2,68722.95511,0.810033933,0.316,81,75,NA,8.888041705
"Uruguay",2016,"Colonia",5,"Grandes",25.438179,59.1763115,22,0.166940030523531,NA,NA,NA,NA,NA,23.2228172,4.3,NA,4.8,131783.850350375,6106,21.5826810269202,NA,33312.2,68722.95511,0.810033933,0.316,81,75,NA,8.888041705
"Uruguay",2017,"Colonia",5,"Micro",27.7478657,8.2962074,6299,47.4898387638568,1021,1057,16.2089221,16.7804413,83.7910779,24.23384024,2.9,1.5,5.3,132638.900530317,6106,21.7227154487909,NA,33415.7,69483.58288,0.807451729,0.302,81.1,75.2,NA,8.718642151
"Uruguay",2017,"Colonia",5,"Pequeña",25.5285416,11.4119358,1031,7.77298361097576,34,45,3.2977692,4.3646945,96.7022308,24.23384024,2.9,1.5,5.3,132638.900530317,6106,21.7227154487909,NA,33415.7,69483.58288,0.807451729,0.302,81.1,75.2,NA,8.718642151
"Uruguay",2017,"Colonia",5,"Mediana",21.5441132,20.3880653,180,1.35706794372031,4,1,2.2222222,0.5555556,97.7777778,24.23384024,2.9,1.5,5.3,132638.900530317,6106,21.7227154487909,NA,33415.7,69483.58288,0.807451729,0.302,81.1,75.2,NA,8.718642151
"Uruguay",2017,"Colonia",5,"Grandes",25.1794796,59.9037857,24,0.180942392496041,NA,NA,NA,NA,NA,24.23384024,2.9,1.5,5.3,132638.900530317,6106,21.7227154487909,NA,33415.7,69483.58288,0.807451729,0.302,81.1,75.2,NA,8.718642151
"Uruguay",2018,"Colonia",5,"Micro",28.1580029,8.2829409,6422,48.129662659207,1016,1178,15.8206166,18.3431953,84.1793834,21.06641082,3,4.6,5.8,133431.228169464,6106,21.8524775908065,NA,32384.8,67197.37116,0.813016182,0.288,NA,NA,NA,8.796742603
"Uruguay",2018,"Colonia",5,"Pequeña",25.2561054,11.1318693,977,7.32212401402138,51,44,5.2200614,4.5035824,94.7799386,21.06641082,3,4.6,5.8,133431.228169464,6106,21.8524775908065,NA,32384.8,67197.37116,0.813016182,0.288,NA,NA,NA,8.796742603
"Uruguay",2018,"Colonia",5,"Mediana",22.633152,20.6056099,269,2.01601981552892,3,1,1.1152416,0.3717472,98.8847584,21.06641082,3,4.6,5.8,133431.228169464,6106,21.8524775908065,NA,32384.8,67197.37116,0.813016182,0.288,NA,NA,NA,8.796742603
"Uruguay",2018,"Colonia",5,"Grandes",23.9527378,59.9795799,37,0.27729640585342,NA,NA,NA,NA,NA,21.06641082,3,4.6,5.8,133431.228169464,6106,21.8524775908065,NA,32384.8,67197.37116,0.813016182,0.288,NA,NA,NA,8.796742603
"Uruguay",2019,"Colonia",5,"Micro",28.5974216,5.5403023,6788,50.6159234167702,1022,1316,15.0559811,19.3871538,84.9440189,21.58081554,3.6,2.3,6.8,134107.994911162,6106,21.9633139389391,NA,32010.7,67002.24,NA,0.303,NA,NA,NA,8.701368268
"Uruguay",2019,"Colonia",5,"Pequeña",24.902935,7.7551861,1026,7.65055059304747,43,46,4.1910331,4.4834308,95.8089669,21.58081554,3.6,2.3,6.8,134107.994911162,6106,21.9633139389391,NA,32010.7,67002.24,NA,0.303,NA,NA,NA,8.701368268
"Uruguay",2019,"Colonia",5,"Mediana",22.276371,13.1334524,181,1.34965853542065,1,2,0.5524862,1.1049724,99.4475138,21.58081554,3.6,2.3,6.8,134107.994911162,6106,21.9633139389391,NA,32010.7,67002.24,NA,0.303,NA,NA,NA,8.701368268
"Uruguay",2019,"Colonia",5,"Grandes",24.2232723,73.5710602,22,0.164046893808035,NA,1,NA,NA,NA,21.58081554,3.6,2.3,6.8,134107.994911162,6106,21.9633139389391,NA,32010.7,67002.24,NA,0.303,NA,NA,NA,8.701368268
"Uruguay",2020,"Colonia",5,"Micro",30.242939,9.0812407,7185,53.3337754604059,1233,1346,17.1607516,18.7334725,82.8392484,22.69803689,6.4,2.3,9.6,134717.633206635,6106,22.0631564373788,NA,29715.4,62097.25614,NA,0.3167705,NA,NA,NA,NA
"Uruguay",2020,"Colonia",5,"Pequeña",26.0999889,13.1645212,940,6.97755726273926,15,8,1.5957447,0.8510638,98.4042553,22.69803689,6.4,2.3,9.6,134717.633206635,6106,22.0631564373788,NA,29715.4,62097.25614,NA,0.3167705,NA,NA,NA,NA
"Uruguay",2020,"Colonia",5,"Mediana",20.7463932,23.426218,157,1.16540052154262,NA,2,NA,1.2738854,100,22.69803689,6.4,2.3,9.6,134717.633206635,6106,22.0631564373788,NA,29715.4,62097.25614,NA,0.3167705,NA,NA,NA,NA
"Uruguay",2020,"Colonia",5,"Grandes",22.9106808,54.3280182,19,0.141035731906432,NA,NA,NA,NA,NA,22.69803689,6.4,2.3,9.6,134717.633206635,6106,22.0631564373788,NA,29715.4,62097.25614,NA,0.3167705,NA,NA,NA,NA
"Uruguay",2021,"Colonia",5,"Micro",29.5907574,6.6844625,7390,54.669318180224,1012,1357,13.6941813,18.3626522,86.3058187,23.1010394,6.8,0,9.4,135176.370329661,6106,22.1382853471439,NA,29799.7,62517.5895,NA,NA,NA,NA,NA,9.192843587
"Uruguay",2021,"Colonia",5,"Pequeña",25.1938305,9.9761639,873,6.458229333063,28,26,3.207331,2.978236,96.792669,23.1010394,6.8,0,9.4,135176.370329661,6106,22.1382853471439,NA,29799.7,62517.5895,NA,NA,NA,NA,NA,9.192843587
"Uruguay",2021,"Colonia",5,"Mediana",20.5682735,16.806757,174,1.28720722102287,6,7,3.4482759,4.0229885,96.5517241,23.1010394,6.8,0,9.4,135176.370329661,6106,22.1382853471439,NA,29799.7,62517.5895,NA,NA,NA,NA,NA,9.192843587
"Uruguay",2021,"Colonia",5,"Grandes",24.6471405,66.5326157,21,0.155352595640691,NA,NA,NA,NA,NA,23.1010394,6.8,0,9.4,135176.370329661,6106,22.1382853471439,NA,29799.7,62517.5895,NA,NA,NA,NA,NA,9.192843587
"Uruguay",2022,"Colonia",5,"Micro",33.4291039,4.7673645,7935,58.6072351118236,1200,1601,15.1228733,20.1764335,84.8771267,20.40085908,4.3,2.3,6.3,135392.839891865,6106,22.1737372898566,NA,31685.7,66044.93619,NA,NA,NA,NA,NA,9.66686074
"Uruguay",2022,"Colonia",5,"Pequeña",21.5911121,7.2663255,893,6.59562204850138,7,6,0.7838746,0.6718925,99.2161254,20.40085908,4.3,2.3,6.3,135392.839891865,6106,22.1737372898566,NA,31685.7,66044.93619,NA,NA,NA,NA,NA,9.66686074
"Uruguay",2022,"Colonia",5,"Mediana",21.0225124,13.2778225,176,1.29992103083566,NA,NA,NA,NA,100,20.40085908,4.3,2.3,6.3,135392.839891865,6106,22.1737372898566,NA,31685.7,66044.93619,NA,NA,NA,NA,NA,9.66686074
"Uruguay",2022,"Colonia",5,"Grandes",23.9572773,74.6884842,22,0.162490128854457,NA,NA,NA,NA,NA,20.40085908,4.3,2.3,6.3,135392.839891865,6106,22.1737372898566,NA,31685.7,66044.93619,NA,NA,NA,NA,NA,9.66686074
"Uruguay",2011,"Durazno",6,"Micro",34.0913849,7.9839096,1736,29.4148252354569,277,321,15.9562212,18.4907834,84.0437788,32.39711468,12.1,NA,8.9,59017.8587193308,11643,5.06895634452725,7644.53469,24967.6,59781.06471,0.755263706,0.359,80.3,72.9,1.405932523,7.8535943
"Uruguay",2011,"Durazno",6,"Pequeña",28.2161674,12.6811295,265,4.49016629458299,8,15,3.0188679,5.6603774,96.9811321,32.39711468,12.1,NA,8.9,59017.8587193308,11643,5.06895634452725,7644.53469,24967.6,59781.06471,0.755263706,0.359,80.3,72.9,1.405932523,7.8535943
"Uruguay",2011,"Durazno",6,"Mediana",18.3158207,18.5008907,35,0.593040831360018,NA,1,NA,2.8571429,100,32.39711468,12.1,NA,8.9,59017.8587193308,11643,5.06895634452725,7644.53469,24967.6,59781.06471,0.755263706,0.359,80.3,72.9,1.405932523,7.8535943
"Uruguay",2011,"Durazno",6,"Grandes",19.3766251,60.8340721,4,0.0677760950125735,NA,1,NA,NA,NA,32.39711468,12.1,NA,8.9,59017.8587193308,11643,5.06895634452725,7644.53469,24967.6,59781.06471,0.755263706,0.359,80.3,72.9,1.405932523,7.8535943
"Uruguay",2012,"Durazno",6,"Micro",32.8075104,6.5806146,1756,29.7081662237071,278,315,15.8314351,17.9384966,84.1685649,30.35649982,8.5,NA,8.6,59108.3268747404,11643,5.07672652020445,7909.535489,27401.1,65175.60815,0.763442584,0.353,80.4,73.1,1.393261621,8.222423719
"Uruguay",2012,"Durazno",6,"Pequeña",28.2596416,10.3915968,298,5.0415908511758,8,13,2.6845638,4.3624161,97.3154362,30.35649982,8.5,NA,8.6,59108.3268747404,11643,5.07672652020445,7909.535489,27401.1,65175.60815,0.763442584,0.353,80.4,73.1,1.393261621,8.222423719
"Uruguay",2012,"Durazno",6,"Mediana",18.3358879,15.8368435,34,0.575215063556971,3,NA,8.8235294,NA,91.1764706,30.35649982,8.5,NA,8.6,59108.3268747404,11643,5.07672652020445,7909.535489,27401.1,65175.60815,0.763442584,0.353,80.4,73.1,1.393261621,8.222423719
"Uruguay",2012,"Durazno",6,"Grandes",20.5969563,67.1909485,5,0.0845904505230839,NA,NA,NA,NA,NA,30.35649982,8.5,NA,8.6,59108.3268747404,11643,5.07672652020445,7909.535489,27401.1,65175.60815,0.763442584,0.353,80.4,73.1,1.393261621,8.222423719
"Uruguay",2013,"Durazno",6,"Micro",31.9805431,9.1374388,1811,30.4368118119518,284,345,15.6819437,19.0502485,84.3180563,29.15895372,11.4,NA,9.5,59500.3186006776,11643,5.11039410810595,8265.2277827483,26072.6,61472.13078,0.76466884,0.352,80.6,73.3,1.381522785,7.804873137
"Uruguay",2013,"Durazno",6,"Pequeña",27.2564106,13.7806282,269,4.52098419514911,9,5,3.3457249,1.8587361,96.6542751,29.15895372,11.4,NA,9.5,59500.3186006776,11643,5.11039410810595,8265.2277827483,26072.6,61472.13078,0.76466884,0.352,80.6,73.3,1.381522785,7.804873137
"Uruguay",2013,"Durazno",6,"Mediana",17.986557,19.5925274,70,1.17646428870051,NA,1,NA,1.4285714,100,29.15895372,11.4,NA,9.5,59500.3186006776,11643,5.11039410810595,8265.2277827483,26072.6,61472.13078,0.76466884,0.352,80.6,73.3,1.381522785,7.804873137
"Uruguay",2013,"Durazno",6,"Grandes",22.7764931,57.4894066,5,0.084033163478608,NA,NA,NA,NA,NA,29.15895372,11.4,NA,9.5,59500.3186006776,11643,5.11039410810595,8265.2277827483,26072.6,61472.13078,0.76466884,0.352,80.6,73.3,1.381522785,7.804873137
"Uruguay",2014,"Durazno",6,"Micro",32.8587341,8.9334841,1893,31.6010694309541,322,360,17.010037,19.0174326,82.989963,29.3659064,7.9,NA,7.9,59903.0360075649,11643,5.14498290883491,8788.43287113634,28552.7,66047.648,0.773298534,0.338,80.7,73.5,1.461369925,8.046924823
"Uruguay",2014,"Durazno",6,"Pequeña",27.3940239,12.9263239,302,5.04148070161021,9,14,2.9801325,4.6357616,97.0198675,29.3659064,7.9,NA,7.9,59903.0360075649,11643,5.14498290883491,8788.43287113634,28552.7,66047.648,0.773298534,0.338,80.7,73.5,1.461369925,8.046924823
"Uruguay",2014,"Durazno",6,"Mediana",19.9848862,18.6485405,46,0.767907656536655,1,1,2.173913,2.173913,97.826087,29.3659064,7.9,NA,7.9,59903.0360075649,11643,5.14498290883491,8788.43287113634,28552.7,66047.648,0.773298534,0.338,80.7,73.5,1.461369925,8.046924823
"Uruguay",2014,"Durazno",6,"Grandes",19.7623501,59.4916534,5,0.0834682235365929,NA,NA,NA,NA,NA,29.3659064,7.9,NA,7.9,59903.0360075649,11643,5.14498290883491,8788.43287113634,28552.7,66047.648,0.773298534,0.338,80.7,73.5,1.461369925,8.046924823
"Uruguay",2015,"Durazno",6,"Micro",30.9514465,9.0558929,2019,33.4693489847826,291,370,14.4130758,18.3259039,85.5869242,31.45539906,10.1,NA,9.2,60323.8503658368,11643,5.18112602987519,NA,28303.8,65919.20713,0.772580368,0.346,80.8,73.7,NA,7.984568071
"Uruguay",2015,"Durazno",6,"Pequeña",25.1850128,12.5016775,225,3.72986801464888,6,4,2.6666667,1.7777778,97.3333333,31.45539906,10.1,NA,9.2,60323.8503658368,11643,5.18112602987519,NA,28303.8,65919.20713,0.772580368,0.346,80.8,73.7,NA,7.984568071
"Uruguay",2015,"Durazno",6,"Mediana",19.6364937,20.0130787,38,0.629933264696256,1,1,2.6315789,2.6315789,97.3684211,31.45539906,10.1,NA,9.2,60323.8503658368,11643,5.18112602987519,NA,28303.8,65919.20713,0.772580368,0.346,80.8,73.7,NA,7.984568071
"Uruguay",2015,"Durazno",6,"Grandes",24.2270451,58.4293556,5,0.0828859558810863,NA,NA,NA,NA,NA,31.45539906,10.1,NA,9.2,60323.8503658368,11643,5.18112602987519,NA,28303.8,65919.20713,0.772580368,0.346,80.8,73.7,NA,7.984568071
"Uruguay",2016,"Durazno",6,"Micro",32.7604637,9.5926647,1992,32.825936263465,311,339,15.6124498,17.0180723,84.3875502,30.48771002,9.3,NA,10.5,60683.7222863033,11643,5.21203489532794,NA,27774.6,63489.31199,0.775286872,0.356,80.9,73.9,NA,8.049909819
"Uruguay",2016,"Durazno",6,"Pequeña",26.4403648,12.2346239,301,4.96014398358582,16,11,5.3156146,3.654485,94.6843854,30.48771002,9.3,NA,10.5,60683.7222863033,11643,5.21203489532794,NA,27774.6,63489.31199,0.775286872,0.356,80.9,73.9,NA,8.049909819
"Uruguay",2016,"Durazno",6,"Mediana",19.2673721,18.3887424,36,0.593239811990331,NA,NA,NA,NA,100,30.48771002,9.3,NA,10.5,60683.7222863033,11643,5.21203489532794,NA,27774.6,63489.31199,0.775286872,0.356,80.9,73.9,NA,8.049909819
"Uruguay",2016,"Durazno",6,"Grandes",21.5317879,59.7839661,6,0.0988733019983885,NA,1,NA,NA,NA,30.48771002,9.3,NA,10.5,60683.7222863033,11643,5.21203489532794,NA,27774.6,63489.31199,0.775286872,0.356,80.9,73.9,NA,8.049909819
"Uruguay",2017,"Durazno",6,"Micro",31.3530331,9.0585289,2030,33.2909762963098,369,343,18.1773399,16.8965517,81.8226601,31.88136446,7.9,3.4,12.3,60977.4847673968,11643,5.23726571909274,NA,28567.2,65585.69682,0.788000785,0.337,81,74,NA,8.183881579
"Uruguay",2017,"Durazno",6,"Pequeña",27.4071217,11.2751589,294,4.82145173946556,11,19,3.7414966,6.462585,96.2585034,31.88136446,7.9,3.4,12.3,60977.4847673968,11643,5.23726571909274,NA,28567.2,65585.69682,0.788000785,0.337,81,74,NA,8.183881579
"Uruguay",2017,"Durazno",6,"Mediana",18.7640495,16.7959461,43,0.70517831563612,NA,NA,NA,NA,100,31.88136446,7.9,3.4,12.3,60977.4847673968,11643,5.23726571909274,NA,28567.2,65585.69682,0.788000785,0.337,81,74,NA,8.183881579
"Uruguay",2017,"Durazno",6,"Grandes",22.4757996,62.8703651,6,0.0983969742748074,NA,NA,NA,NA,NA,31.88136446,7.9,3.4,12.3,60977.4847673968,11643,5.23726571909274,NA,28567.2,65585.69682,0.788000785,0.337,81,74,NA,8.183881579
"Uruguay",2018,"Durazno",6,"Micro",30.0647469,9.3854752,1972,32.2230642929485,362,335,18.356998,16.9878296,81.643002,30.1915559,7.3,6.8,14.3,61198.4006881538,11643,5.25623985984315,NA,28160.1,64505.99363,0.784475361,0.338,NA,NA,NA,8.348528848
"Uruguay",2018,"Durazno",6,"Pequeña",27.4474392,12.1865978,290,4.7386859254336,5,10,1.7241379,3.4482759,98.2758621,30.1915559,7.3,6.8,14.3,61198.4006881538,11643,5.25623985984315,NA,28160.1,64505.99363,0.784475361,0.338,NA,NA,NA,8.348528848
"Uruguay",2018,"Durazno",6,"Mediana",20.2498055,15.3085089,65,1.06211925914891,NA,NA,NA,NA,100,30.1915559,7.3,6.8,14.3,61198.4006881538,11643,5.25623985984315,NA,28160.1,64505.99363,0.784475361,0.338,NA,NA,NA,8.348528848
"Uruguay",2018,"Durazno",6,"Grandes",22.2380066,63.1194153,10,0.163402962945986,1,NA,NA,NA,NA,30.1915559,7.3,6.8,14.3,61198.4006881538,11643,5.25623985984315,NA,28160.1,64505.99363,0.784475361,0.338,NA,NA,NA,8.348528848
"Uruguay",2019,"Durazno",6,"Micro",30.1711388,9.1908607,2031,33.1178176990544,296,392,14.5741014,19.300837,85.4258986,29.63274997,9.7,8.5,16.3,61326.5046162142,11643,5.26724251620838,NA,27254,63148.11,NA,0.37,NA,NA,NA,8.415103888
"Uruguay",2019,"Durazno",6,"Pequeña",26.8066101,12.688138,293,4.77770585220234,13,10,4.4368601,3.4129693,95.5631399,29.63274997,9.7,8.5,16.3,61326.5046162142,11643,5.26724251620838,NA,27254,63148.11,NA,0.37,NA,NA,NA,8.415103888
"Uruguay",2019,"Durazno",6,"Mediana",19.5023956,14.766408,39,0.635940369405772,NA,NA,NA,NA,100,29.63274997,9.7,8.5,16.3,61326.5046162142,11643,5.26724251620838,NA,27254,63148.11,NA,0.37,NA,NA,NA,8.415103888
"Uruguay",2019,"Durazno",6,"Grandes",23.5198574,63.3545952,6,0.0978369799085803,NA,NA,NA,NA,NA,29.63274997,9.7,8.5,16.3,61326.5046162142,11643,5.26724251620838,NA,27254,63148.11,NA,0.37,NA,NA,NA,8.415103888
"Uruguay",2020,"Durazno",6,"Micro",30.9166393,7.1844549,2173,35.3540499410612,333,448,15.3244363,20.616659,84.6755637,25.03462628,11.4,6.8,14,61463.9625056425,11643,5.27904857044082,NA,28409.9,65613.98283,NA,0.3869887,NA,NA,NA,NA
"Uruguay",2020,"Durazno",6,"Pequeña",25.0689983,10.4810066,292,4.75075130363087,5,5,1.7123288,1.7123288,98.2876712,25.03462628,11.4,6.8,14,61463.9625056425,11643,5.27904857044082,NA,28409.9,65613.98283,NA,0.3869887,NA,NA,NA,NA
"Uruguay",2020,"Durazno",6,"Mediana",18.4505634,14.5235443,40,0.650787849812448,NA,1,NA,2.5,100,25.03462628,11.4,6.8,14,61463.9625056425,11643,5.27904857044082,NA,28409.9,65613.98283,NA,0.3869887,NA,NA,NA,NA
"Uruguay",2020,"Durazno",6,"Grandes",25.563797,67.810997,6,0.0976181774718672,NA,NA,NA,NA,NA,25.03462628,11.4,6.8,14,61463.9625056425,11643,5.27904857044082,NA,28409.9,65613.98283,NA,0.3869887,NA,NA,NA,NA
"Uruguay",2021,"Durazno",6,"Micro",28.8184605,5.9881649,2302,37.364522712671,336,429,14.5960035,18.6359687,85.4039965,32.4418103,8,0,7.2,61609.2440870213,11643,5.29152658997005,NA,28179.1,63385.61026,NA,NA,NA,NA,NA,8.332916145
"Uruguay",2021,"Durazno",6,"Pequeña",24.6659565,9.0849457,266,4.31753390163792,7,12,2.6315789,4.5112782,97.3684211,32.4418103,8,0,7.2,61609.2440870213,11643,5.29152658997005,NA,28179.1,63385.61026,NA,NA,NA,NA,NA,8.332916145
"Uruguay",2021,"Durazno",6,"Mediana",17.6545372,14.434864,44,0.714178540120558,NA,2,NA,4.5454545,100,32.4418103,8,0,7.2,61609.2440870213,11643,5.29152658997005,NA,28179.1,63385.61026,NA,NA,NA,NA,NA,8.332916145
"Uruguay",2021,"Durazno",6,"Grandes",28.8610516,70.4920273,6,0.0973879827437125,NA,NA,NA,NA,NA,32.4418103,8,0,7.2,61609.2440870213,11643,5.29152658997005,NA,28179.1,63385.61026,NA,NA,NA,NA,NA,8.332916145
"Uruguay",2022,"Durazno",6,"Micro",31.7000771,5.920639,2411,39.0365935057078,406,449,16.8394857,18.622978,83.1605143,23.73748334,4.5,5.1,5.8,61762.561316921,11643,5.3046947794315,NA,26286.7,58896.30687,NA,NA,NA,NA,NA,8.596985471
"Uruguay",2022,"Durazno",6,"Pequeña",22.609705,9.7814932,278,4.50110866635702,5,5,1.7985612,1.7985612,98.2014388,23.73748334,4.5,5.1,5.8,61762.561316921,11643,5.3046947794315,NA,26286.7,58896.30687,NA,NA,NA,NA,NA,8.596985471
"Uruguay",2022,"Durazno",6,"Mediana",16.2708931,15.705348,35,0.566686342886676,NA,NA,NA,NA,100,23.73748334,4.5,5.1,5.8,61762.561316921,11643,5.3046947794315,NA,26286.7,58896.30687,NA,NA,NA,NA,NA,8.596985471
"Uruguay",2022,"Durazno",6,"Grandes",29.4193287,68.5925217,7,0.113337268577335,NA,NA,NA,NA,NA,23.73748334,4.5,5.1,5.8,61762.561316921,11643,5.3046947794315,NA,26286.7,58896.30687,NA,NA,NA,NA,NA,8.596985471
"Uruguay",2011,"Flores",7,"Micro",34.4431267,10.2059174,1073,40.4774800184333,164,185,15.2842498,17.2413793,84.7157502,34.51112504,9,NA,5.4,26508.5672208685,5144,5.15329844884691,4224.925306,27015.3,64104.39656,0.772416232,0.327,81.6,73.3,0.786320052,7.769736042
"Uruguay",2011,"Flores",7,"Pequeña",31.4631348,21.3039818,152,5.73399530550033,1,11,0.6578947,7.2368421,99.3421053,34.51112504,9,NA,5.4,26508.5672208685,5144,5.15329844884691,4224.925306,27015.3,64104.39656,0.772416232,0.327,81.6,73.3,0.786320052,7.769736042
"Uruguay",2011,"Flores",7,"Mediana",20.7114468,22.632494,18,0.679025759861882,NA,1,NA,5.5555556,100,34.51112504,9,NA,5.4,26508.5672208685,5144,5.15329844884691,4224.925306,27015.3,64104.39656,0.772416232,0.327,81.6,73.3,0.786320052,7.769736042
