"pais","anio","region","region_id","tramo","contribucion_po","contribucion_vtas","ent_nr","ent_per_1000","n_muertes","n_nace","tm","tn","ts1","tasa_informalidad","tasa_pobreza","tasa_homicidios","tasa_desempleo","poblacion","km_2","densidad_poblacion","pib_regional","ingresos_promedio_per_capita","ingreso_medio_hogares","idh","gini","esperanza_vida_mujeres","esperanza_vida_hombres","aporte_pib","anios_educacion_promedio"
"Uruguay",2015,"Lavalleja",9,"Micro",30.3120899,12.6778631,2022,33.6891687671415,247,331,12.2156281,16.3699308,87.7843719,29.57952077,5.8,NA,7.2,60019.2902940409,10016,5.99234128335073,NA,31712.8,66678.33709,0.784377034,0.344,80.4,73.9,NA,8.148976665
"Uruguay",2015,"Lavalleja",9,"Pequeña",26.1968994,15.2857332,270,4.49855369294174,12,11,4.4444444,4.0740741,95.5555556,29.57952077,5.8,NA,7.2,60019.2902940409,10016,5.99234128335073,NA,31712.8,66678.33709,0.784377034,0.344,80.4,73.9,NA,8.148976665
"Uruguay",2015,"Lavalleja",9,"Mediana",20.3483887,26.6101875,53,0.883049428614489,1,NA,1.8867925,NA,98.1132075,29.57952077,5.8,NA,7.2,60019.2902940409,10016,5.99234128335073,NA,31712.8,66678.33709,0.784377034,0.344,80.4,73.9,NA,8.148976665
"Uruguay",2015,"Lavalleja",9,"Grandes",23.142622,45.4262161,7,0.116629169817008,NA,NA,NA,NA,NA,29.57952077,5.8,NA,7.2,60019.2902940409,10016,5.99234128335073,NA,31712.8,66678.33709,0.784377034,0.344,80.4,73.9,NA,8.148976665
"Uruguay",2016,"Lavalleja",9,"Micro",31.0167446,12.8587637,1997,33.2550470251063,279,291,13.9709564,14.5718578,86.0290436,33.73158256,9.1,NA,7.5,60051.0352155672,10016,5.99551070442964,NA,30037.1,61920.39024,0.772829479,0.371,80.5,74.1,NA,7.728191075
"Uruguay",2016,"Lavalleja",9,"Pequeña",25.6419086,15.8431587,338,5.6285457658918,11,16,3.2544379,4.7337278,96.7455621,33.73158256,9.1,NA,7.5,60051.0352155672,10016,5.99551070442964,NA,30037.1,61920.39024,0.772829479,0.371,80.5,74.1,NA,7.728191075
"Uruguay",2016,"Lavalleja",9,"Mediana",20.1528416,24.9212856,58,0.965845131425219,1,1,1.7241379,1.7241379,98.2758621,33.73158256,9.1,NA,7.5,60051.0352155672,10016,5.99551070442964,NA,30037.1,61920.39024,0.772829479,0.371,80.5,74.1,NA,7.728191075
"Uruguay",2016,"Lavalleja",9,"Grandes",23.1885071,46.3767929,7,0.116567515861664,NA,NA,NA,NA,NA,33.73158256,9.1,NA,7.5,60051.0352155672,10016,5.99551070442964,NA,30037.1,61920.39024,0.772829479,0.371,80.5,74.1,NA,7.728191075
"Uruguay",2017,"Lavalleja",9,"Micro",31.2637291,13.6031408,2068,34.4533100022205,283,345,13.6847195,16.6827853,86.3152805,29.40233749,4.2,0,9.6,60023.2604608009,10016,5.99273766581479,NA,29570.5,61407.04529,0.787342592,0.302,80.6,74.2,NA,7.884729322
"Uruguay",2017,"Lavalleja",9,"Pequeña",27.8894463,16.3060131,338,5.63115028082715,17,15,5.0295858,4.4378698,94.9704142,29.40233749,4.2,0,9.6,60023.2604608009,10016,5.99273766581479,NA,29570.5,61407.04529,0.787342592,0.302,80.6,74.2,NA,7.884729322
"Uruguay",2017,"Lavalleja",9,"Mediana",19.3738499,24.8486938,52,0.866330812434945,NA,NA,NA,NA,100,29.40233749,4.2,0,9.6,60023.2604608009,10016,5.99273766581479,NA,29570.5,61407.04529,0.787342592,0.302,80.6,74.2,NA,7.884729322
"Uruguay",2017,"Lavalleja",9,"Grandes",21.4729786,45.2421494,7,0.116621455520089,NA,NA,NA,NA,NA,29.40233749,4.2,0,9.6,60023.2604608009,10016,5.99273766581479,NA,29570.5,61407.04529,0.787342592,0.302,80.6,74.2,NA,7.884729322
"Uruguay",2018,"Lavalleja",9,"Micro",31.2439766,13.2073107,2184,36.4081235000309,355,421,16.2545788,19.2765568,83.7454212,26.99434367,6.6,8.5,8.4,59986.6126030403,10016,5.98907873432911,NA,29914.7,62019.90169,0.788216539,0.324,NA,NA,NA,8.170313316
"Uruguay",2018,"Lavalleja",9,"Pequeña",27.740881,15.808486,331,5.5178978381457,17,15,5.1359517,4.5317221,94.8640483,26.99434367,6.6,8.5,8.4,59986.6126030403,10016,5.98907873432911,NA,29914.7,62019.90169,0.788216539,0.324,NA,NA,NA,8.170313316
"Uruguay",2018,"Lavalleja",9,"Mediana",19.0764198,25.0872345,80,1.33363089743703,NA,NA,NA,NA,100,26.99434367,6.6,8.5,8.4,59986.6126030403,10016,5.98907873432911,NA,29914.7,62019.90169,0.788216539,0.324,NA,NA,NA,8.170313316
"Uruguay",2018,"Lavalleja",9,"Grandes",21.9387207,45.8969688,12,0.200044634615554,NA,NA,NA,NA,NA,26.99434367,6.6,8.5,8.4,59986.6126030403,10016,5.98907873432911,NA,29914.7,62019.90169,0.788216539,0.324,NA,NA,NA,8.170313316
"Uruguay",2019,"Lavalleja",9,"Micro",32.4437637,14.5284042,2306,38.5208139916661,346,457,15.0043365,19.8178664,84.9956635,29.67121707,6.5,6.8,7.6,59863.7401717134,10016,5.97681111938033,NA,29958.5,62592.7,NA,0.358,NA,NA,NA,8.511596
"Uruguay",2019,"Lavalleja",9,"Pequeña",27.5196018,17.464613,342,5.71297414794007,16,13,4.6783626,3.8011696,95.3216374,29.67121707,6.5,6.8,7.6,59863.7401717134,10016,5.97681111938033,NA,29958.5,62592.7,NA,0.358,NA,NA,NA,8.511596
"Uruguay",2019,"Lavalleja",9,"Mediana",19.3183784,27.0175648,54,0.902048549674747,NA,NA,NA,NA,100,29.67121707,6.5,6.8,7.6,59863.7401717134,10016,5.97681111938033,NA,29958.5,62592.7,NA,0.358,NA,NA,NA,8.511596
"Uruguay",2019,"Lavalleja",9,"Grandes",20.7182617,40.9894142,6,0.100227616630527,NA,NA,NA,NA,NA,29.67121707,6.5,6.8,7.6,59863.7401717134,10016,5.97681111938033,NA,29958.5,62592.7,NA,0.358,NA,NA,NA,8.511596
"Uruguay",2020,"Lavalleja",9,"Micro",33.2590599,15.0573282,2359,39.5011090344984,356,383,15.0911403,16.2356931,84.9088597,28.83567391,10.5,6.8,10.4,59719.8422439168,10016,5.9624443134901,NA,29410,61184.15258,NA,0.3663647,NA,NA,NA,NA
"Uruguay",2020,"Lavalleja",9,"Pequeña",27.9748936,19.6530018,312,5.22439424279928,6,2,1.9230769,0.6410256,98.0769231,28.83567391,10.5,6.8,10.4,59719.8422439168,10016,5.9624443134901,NA,29410,61184.15258,NA,0.3663647,NA,NA,NA,NA
"Uruguay",2020,"Lavalleja",9,"Mediana",18.8285275,27.3987198,49,0.820497813772963,1,NA,2.0408163,NA,97.9591837,28.83567391,10.5,6.8,10.4,59719.8422439168,10016,5.9624443134901,NA,29410,61184.15258,NA,0.3663647,NA,NA,NA,NA
"Uruguay",2020,"Lavalleja",9,"Grandes",19.9375172,37.8909492,6,0.100469120053832,NA,NA,NA,NA,NA,28.83567391,10.5,6.8,10.4,59719.8422439168,10016,5.9624443134901,NA,29410,61184.15258,NA,0.3663647,NA,NA,NA,NA
"Uruguay",2021,"Lavalleja",9,"Micro",31.8485947,12.6512241,2416,40.55066706631,317,389,13.1208609,16.1009934,86.8791391,24.73620032,6.3,3.4,7,59579.7843731957,10016,5.94846089987977,NA,27652.2,57860.36376,NA,NA,NA,NA,NA,8.788620462
"Uruguay",2021,"Lavalleja",9,"Pequeña",26.2681446,16.6089573,290,4.86742278527728,11,14,3.7931034,4.8275862,96.2068966,24.73620032,6.3,3.4,7,59579.7843731957,10016,5.94846089987977,NA,27652.2,57860.36376,NA,NA,NA,NA,NA,8.788620462
"Uruguay",2021,"Lavalleja",9,"Mediana",18.7367687,27.7832928,50,0.839210825047806,NA,NA,NA,NA,100,24.73620032,6.3,3.4,7,59579.7843731957,10016,5.94846089987977,NA,27652.2,57860.36376,NA,NA,NA,NA,NA,8.788620462
"Uruguay",2021,"Lavalleja",9,"Grandes",23.1464901,42.9565239,6,0.100705299005737,NA,NA,NA,NA,NA,24.73620032,6.3,3.4,7,59579.7843731957,10016,5.94846089987977,NA,27652.2,57860.36376,NA,NA,NA,NA,NA,8.788620462
"Uruguay",2022,"Lavalleja",9,"Micro",36.7417526,14.9587936,2593,43.6870200356569,399,502,15.387582,19.3598149,84.612418,27.84018507,8.8,10.3,9.9,59354.0140271325,10016,5.92591993082393,NA,26689.4,55842.18107,NA,NA,NA,NA,NA,8.336127284
"Uruguay",2022,"Lavalleja",9,"Pequeña",21.9967823,18.2721577,290,4.88593745096048,2,2,0.6896552,0.6896552,99.3103448,27.84018507,8.8,10.3,9.9,59354.0140271325,10016,5.92591993082393,NA,26689.4,55842.18107,NA,NA,NA,NA,NA,8.336127284
"Uruguay",2022,"Lavalleja",9,"Mediana",19.4048233,30.4097939,51,0.859251068962015,1,1,1.9607843,1.9607843,98.0392157,27.84018507,8.8,10.3,9.9,59354.0140271325,10016,5.92591993082393,NA,26689.4,55842.18107,NA,NA,NA,NA,NA,8.336127284
"Uruguay",2022,"Lavalleja",9,"Grandes",21.8566418,36.3592567,6,0.101088361054355,NA,NA,NA,NA,NA,27.84018507,8.8,10.3,9.9,59354.0140271325,10016,5.92591993082393,NA,26689.4,55842.18107,NA,NA,NA,NA,NA,8.336127284
"Uruguay",2011,"Maldonado",10,"Micro",26.7630672,9.5984182,7957,46.226655785639,1405,1762,17.6574086,22.1440241,82.3425914,29.99228112,4.2,NA,5.5,172130.124162517,4739,36.3220350627806,29678.51766,32450.4,70205.39304,0.778153912,0.338,80.6,73.2,5.539078606,8.285611097
"Uruguay",2011,"Maldonado",10,"Pequeña",29.1033096,16.5579967,1735,10.079583736092,129,132,7.4351585,7.6080692,92.5648415,29.99228112,4.2,NA,5.5,172130.124162517,4739,36.3220350627806,29678.51766,32450.4,70205.39304,0.778153912,0.338,80.6,73.2,5.539078606,8.285611097
"Uruguay",2011,"Maldonado",10,"Mediana",23.397438,26.9309063,285,1.65572412955977,9,14,3.1578947,4.9122807,96.8421053,29.99228112,4.2,NA,5.5,172130.124162517,4739,36.3220350627806,29678.51766,32450.4,70205.39304,0.778153912,0.338,80.6,73.2,5.539078606,8.285611097
"Uruguay",2011,"Maldonado",10,"Grandes",20.7361889,46.9126816,21,0.122000725335983,NA,1,NA,NA,NA,29.99228112,4.2,NA,5.5,172130.124162517,4739,36.3220350627806,29678.51766,32450.4,70205.39304,0.778153912,0.338,80.6,73.2,5.539078606,8.285611097
"Uruguay",2012,"Maldonado",10,"Micro",26.7493534,9.6090984,8004,45.4684928020507,1374,1660,17.1664168,20.7396302,82.8335832,24.52945192,3.2,NA,4.8,176033.985442311,4739,37.1458082807155,31276.93974,34655.1,76293.75923,0.789376189,0.331,80.7,73.4,5.632621771,8.669934575
"Uruguay",2012,"Maldonado",10,"Pequeña",28.3999653,15.8560858,1959,11.1285329084479,157,155,8.014293,7.9122001,91.985707,24.52945192,3.2,NA,4.8,176033.985442311,4739,37.1458082807155,31276.93974,34655.1,76293.75923,0.789376189,0.331,80.7,73.4,5.632621771,8.669934575
"Uruguay",2012,"Maldonado",10,"Mediana",22.744688,29.2866554,314,1.78374646924587,6,10,1.910828,3.1847134,98.089172,24.52945192,3.2,NA,4.8,176033.985442311,4739,37.1458082807155,31276.93974,34655.1,76293.75923,0.789376189,0.331,80.7,73.4,5.632621771,8.669934575
"Uruguay",2012,"Maldonado",10,"Grandes",22.1059895,45.2481651,25,0.142018030990913,1,NA,NA,NA,NA,24.52945192,3.2,NA,4.8,176033.985442311,4739,37.1458082807155,31276.93974,34655.1,76293.75923,0.789376189,0.331,80.7,73.4,5.632621771,8.669934575
"Uruguay",2013,"Maldonado",10,"Micro",26.8371124,10.2687454,8887,49.363160338167,1633,2059,18.3751547,23.1686733,81.6248453,22.94230149,3.2,NA,4.9,180033.043652772,4739,37.9896694772678,32256.2600131577,34828.1,80525.51046,0.79631686,0.324,80.8,73.6,5.556513623,8.962647537
"Uruguay",2013,"Maldonado",10,"Pequeña",28.1325874,16.08811,1640,9.10943883814491,125,135,7.6219512,8.2317073,92.3780488,22.94230149,3.2,NA,4.9,180033.043652772,4739,37.9896694772678,32256.2600131577,34828.1,80525.51046,0.79631686,0.324,80.8,73.6,5.556513623,8.962647537
"Uruguay",2013,"Maldonado",10,"Mediana",22.6905785,29.0226631,450,2.49954114461293,12,17,2.6666667,3.7777778,97.3333333,22.94230149,3.2,NA,4.9,180033.043652772,4739,37.9896694772678,32256.2600131577,34828.1,80525.51046,0.79631686,0.324,80.8,73.6,5.556513623,8.962647537
"Uruguay",2013,"Maldonado",10,"Grandes",22.3397274,44.6204796,21,0.11664525341527,NA,NA,NA,NA,NA,22.94230149,3.2,NA,4.9,180033.043652772,4739,37.9896694772678,32256.2600131577,34828.1,80525.51046,0.79631686,0.324,80.8,73.6,5.556513623,8.962647537
"Uruguay",2014,"Maldonado",10,"Micro",26.2011185,10.4618521,9081,49.3129311949505,1939,1791,21.352274,19.7224975,78.647726,25.1434441,3.2,NA,5.5,184150.481018858,4739,38.858510449221,32878.0062973787,36562.2,77905.38357,0.799755587,0.335,80.9,73.8,5.485009914,9.040880351
"Uruguay",2014,"Maldonado",10,"Pequeña",26.8461266,15.5828743,1730,9.39449080137258,119,109,6.8786127,6.300578,93.1213873,25.1434441,3.2,NA,5.5,184150.481018858,4739,38.858510449221,32878.0062973787,36562.2,77905.38357,0.799755587,0.335,80.9,73.8,5.485009914,9.040880351
"Uruguay",2014,"Maldonado",10,"Mediana",21.3547421,30.7900658,342,1.85717679425978,7,8,2.0467836,2.3391813,97.9532164,25.1434441,3.2,NA,5.5,184150.481018858,4739,38.858510449221,32878.0062973787,36562.2,77905.38357,0.799755587,0.335,80.9,73.8,5.485009914,9.040880351
"Uruguay",2014,"Maldonado",10,"Grandes",25.598011,43.1652031,28,0.15204956210314,NA,2,NA,NA,NA,25.1434441,3.2,NA,5.5,184150.481018858,4739,38.858510449221,32878.0062973787,36562.2,77905.38357,0.799755587,0.335,80.9,73.8,5.485009914,9.040880351
"Uruguay",2015,"Maldonado",10,"Micro",27.0647049,10.4035692,9447,50.20686254246,1453,1913,15.3805441,20.2498148,84.6194559,26.17977279,5,NA,6.5,188161.528556194,4739,39.7049015733687,NA,34577.8,74502.33164,0.798979424,0.346,81,73.9,NA,9.094509787
"Uruguay",2015,"Maldonado",10,"Pequeña",27.4242153,15.74121,1426,7.57859489632136,88,114,6.171108,7.9943899,93.828892,26.17977279,5,NA,6.5,188161.528556194,4739,39.7049015733687,NA,34577.8,74502.33164,0.798979424,0.346,81,73.9,NA,9.094509787
"Uruguay",2015,"Maldonado",10,"Mediana",22.1230793,29.2208214,283,1.50402689737654,9,13,3.180212,4.5936396,96.819788,26.17977279,5,NA,6.5,188161.528556194,4739,39.7049015733687,NA,34577.8,74502.33164,0.798979424,0.346,81,73.9,NA,9.094509787
"Uruguay",2015,"Maldonado",10,"Grandes",23.3880024,44.6343994,25,0.132864566906055,1,NA,NA,NA,NA,26.17977279,5,NA,6.5,188161.528556194,4739,39.7049015733687,NA,34577.8,74502.33164,0.798979424,0.346,81,73.9,NA,9.094509787
"Uruguay",2016,"Maldonado",10,"Micro",26.4986019,10.7525482,9609,50.0808604927982,1639,2028,17.0569258,21.1052139,82.9430742,25.34023132,2.8,NA,6.7,191869.706419717,4739,40.4873826587291,NA,36585.7,77002.08635,0.805289258,0.34,81.1,74.1,NA,9.174576814
"Uruguay",2016,"Maldonado",10,"Pequeña",26.5324669,15.6747141,1819,9.48039184477052,135,124,7.4216603,6.8169324,92.5783397,25.34023132,2.8,NA,6.7,191869.706419717,4739,40.4873826587291,NA,36585.7,77002.08635,0.805289258,0.34,81.1,74.1,NA,9.174576814
"Uruguay",2016,"Maldonado",10,"Mediana",21.4457397,26.7017136,324,1.68864593606688,7,8,2.1604938,2.4691358,97.8395062,25.34023132,2.8,NA,6.7,191869.706419717,4739,40.4873826587291,NA,36585.7,77002.08635,0.805289258,0.34,81.1,74.1,NA,9.174576814
"Uruguay",2016,"Maldonado",10,"Grandes",25.5231953,46.8710213,30,0.156356105191377,NA,1,NA,NA,NA,25.34023132,2.8,NA,6.7,191869.706419717,4739,40.4873826587291,NA,36585.7,77002.08635,0.805289258,0.34,81.1,74.1,NA,9.174576814
"Uruguay",2017,"Maldonado",10,"Micro",24.6190319,11.6668262,9998,51.1869492534734,1787,2027,17.8735747,20.2740548,82.1264253,26.8079337,2.6,8.5,7.5,195323.224880834,4739,41.2161267948583,NA,37039.3,78546.26618,0.81608499,0.341,81.2,74.3,NA,9.27259732
"Uruguay",2017,"Maldonado",10,"Pequeña",25.8949375,17.0321045,1817,9.30252918519315,126,116,6.9345074,6.3841497,93.0654926,26.8079337,2.6,8.5,7.5,195323.224880834,4739,41.2161267948583,NA,37039.3,78546.26618,0.81608499,0.341,81.2,74.3,NA,9.27259732
"Uruguay",2017,"Maldonado",10,"Mediana",25.9771919,30.9871902,325,1.66390863246438,5,16,1.5384615,4.9230769,98.4615385,26.8079337,2.6,8.5,7.5,195323.224880834,4739,41.2161267948583,NA,37039.3,78546.26618,0.81608499,0.341,81.2,74.3,NA,9.27259732
"Uruguay",2017,"Maldonado",10,"Grandes",23.5088406,40.3138809,26,0.13311269059715,1,1,NA,NA,NA,26.8079337,2.6,8.5,7.5,195323.224880834,4739,41.2161267948583,NA,37039.3,78546.26618,0.81608499,0.341,81.2,74.3,NA,9.27259732
"Uruguay",2018,"Maldonado",10,"Micro",24.5310154,11.9368277,10381,52.281481533127,1923,2199,18.524227,21.1829304,81.475773,26.72247811,2.4,11.6,7.5,198559.790112725,4739,41.8990905492139,NA,35824.3,75727.60057,0.811713366,0.324,NA,NA,NA,9.238801614
"Uruguay",2018,"Maldonado",10,"Pequeña",25.5805893,17.2728062,1754,8.83361127146757,120,93,6.8415051,5.3021665,93.1584949,26.72247811,2.4,11.6,7.5,198559.790112725,4739,41.8990905492139,NA,35824.3,75727.60057,0.811713366,0.324,NA,NA,NA,9.238801614
"Uruguay",2018,"Maldonado",10,"Mediana",26.3545723,29.2985764,426,2.14544948782508,6,6,1.4084507,1.4084507,98.5915493,26.72247811,2.4,11.6,7.5,198559.790112725,4739,41.8990905492139,NA,35824.3,75727.60057,0.811713366,0.324,NA,NA,NA,9.238801614
"Uruguay",2018,"Maldonado",10,"Grandes",23.5338192,41.491787,42,0.2115231889405,NA,NA,NA,NA,NA,26.72247811,2.4,11.6,7.5,198559.790112725,4739,41.8990905492139,NA,35824.3,75727.60057,0.811713366,0.324,NA,NA,NA,9.238801614
"Uruguay",2019,"Maldonado",10,"Micro",25.4566364,12.1852169,10986,54.4932839100786,2124,2454,19.3336974,22.3375205,80.6663026,24.97852049,2.3,11.4,8.2,201602.825370708,4739,42.5412165795966,NA,34945,74541.44,NA,0.33,NA,NA,NA,9.318735308
"Uruguay",2019,"Maldonado",10,"Pequeña",25.815897,16.5316792,1806,8.95820778641925,114,89,6.3122924,4.9280177,93.6877076,24.97852049,2.3,11.4,8.2,201602.825370708,4739,42.5412165795966,NA,34945,74541.44,NA,0.33,NA,NA,NA,9.318735308
"Uruguay",2019,"Maldonado",10,"Mediana",25.5739269,29.8161049,338,1.67656380498876,11,5,3.2544379,1.4792899,96.7455621,24.97852049,2.3,11.4,8.2,201602.825370708,4739,42.5412165795966,NA,34945,74541.44,NA,0.33,NA,NA,NA,9.318735308
"Uruguay",2019,"Maldonado",10,"Grandes",23.1535416,41.4670029,27,0.133926694481351,NA,2,NA,NA,NA,24.97852049,2.3,11.4,8.2,201602.825370708,4739,42.5412165795966,NA,34945,74541.44,NA,0.33,NA,NA,NA,9.318735308
"Uruguay",2020,"Maldonado",10,"Micro",27.7181721,11.8492165,11401,55.7032577394277,2260,2283,19.8228226,20.0245592,80.1771774,22.97689809,4.9,12.3,9.9,204673.846067179,4739,43.1892479567797,NA,31056.7,65771.82515,NA,0.3171036,NA,NA,NA,NA
"Uruguay",2020,"Maldonado",10,"Pequeña",26.9973202,16.5344601,1571,7.67562651597587,43,25,2.7371101,1.5913431,97.2628899,22.97689809,4.9,12.3,9.9,204673.846067179,4739,43.1892479567797,NA,31056.7,65771.82515,NA,0.3171036,NA,NA,NA,NA
"Uruguay",2020,"Maldonado",10,"Mediana",23.844471,32.9273758,245,1.19702641401279,2,1,0.8163265,0.4081633,99.1836735,22.97689809,4.9,12.3,9.9,204673.846067179,4739,43.1892479567797,NA,31056.7,65771.82515,NA,0.3171036,NA,NA,NA,NA
"Uruguay",2020,"Maldonado",10,"Grandes",21.4400368,38.6889534,21,0.102602264058239,NA,NA,NA,NA,NA,22.97689809,4.9,12.3,9.9,204673.846067179,4739,43.1892479567797,NA,31056.7,65771.82515,NA,0.3171036,NA,NA,NA,NA
"Uruguay",2021,"Maldonado",10,"Micro",28.2108345,11.9752512,11987,57.74377596087,1849,2804,15.4250438,23.392008,84.5749562,29.69726548,6,7.6,7.6,207589.472640705,4739,43.8044888458967,NA,30182.3,64600.59048,NA,NA,NA,NA,NA,9.62958711
"Uruguay",2021,"Maldonado",10,"Pequeña",27.7474918,16.9768505,1626,7.83276714043336,78,105,4.797048,6.4575646,95.202952,29.69726548,6,7.6,7.6,207589.472640705,4739,43.8044888458967,NA,30182.3,64600.59048,NA,NA,NA,NA,NA,9.62958711
"Uruguay",2021,"Maldonado",10,"Mediana",21.8650093,29.5135288,277,1.33436438985242,2,6,0.7220217,2.166065,99.2779783,29.69726548,6,7.6,7.6,207589.472640705,4739,43.8044888458967,NA,30182.3,64600.59048,NA,NA,NA,NA,NA,9.62958711
"Uruguay",2021,"Maldonado",10,"Grandes",22.1766644,41.5343704,21,0.101161199230689,NA,NA,NA,NA,NA,29.69726548,6,7.6,7.6,207589.472640705,4739,43.8044888458967,NA,30182.3,64600.59048,NA,NA,NA,NA,NA,9.62958711
"Uruguay",2022,"Maldonado",10,"Micro",31.0018425,11.7464104,13551,64.4468152979091,2387,3409,17.6149362,25.156815,82.3850638,30.45440044,6.8,6,5.5,210266.402418176,4739,44.3693611348757,NA,29553.6,62200.40947,NA,NA,NA,NA,NA,9.27352141
"Uruguay",2022,"Maldonado",10,"Pequeña",23.6619492,16.6397209,1601,7.61415034255424,35,38,2.1861337,2.3735166,97.8138663,30.45440044,6.8,6,5.5,210266.402418176,4739,44.3693611348757,NA,29553.6,62200.40947,NA,NA,NA,NA,NA,9.27352141
"Uruguay",2022,"Maldonado",10,"Mediana",21.9670849,28.2793999,331,1.57419348119016,NA,1,NA,0.3021148,100,30.45440044,6.8,6,5.5,210266.402418176,4739,44.3693611348757,NA,29553.6,62200.40947,NA,NA,NA,NA,NA,9.27352141
"Uruguay",2022,"Maldonado",10,"Grandes",23.3691254,43.334465,32,0.152187889420197,1,NA,NA,NA,NA,30.45440044,6.8,6,5.5,210266.402418176,4739,44.3693611348757,NA,29553.6,62200.40947,NA,NA,NA,NA,NA,9.27352141
"Uruguay",2011,"Rivera",13,"Micro",25.3692532,8.6350508,2299,21.5824556717869,340,486,14.7890387,21.1396259,85.2109613,51.87703466,20.4,NA,5.9,106521.706100632,9370,11.3683784525754,11970.69221,21036.2,50456.54956,0.735381907,0.367,79.1,72.3,2.181958545,7.116023418
"Uruguay",2011,"Rivera",13,"Pequeña",26.1771355,13.2387037,397,3.72693993114372,13,15,3.2745592,3.7783375,96.7254408,51.87703466,20.4,NA,5.9,106521.706100632,9370,11.3683784525754,11970.69221,21036.2,50456.54956,0.735381907,0.367,79.1,72.3,2.181958545,7.116023418
"Uruguay",2011,"Rivera",13,"Mediana",23.9750481,31.3610096,67,0.628979786868083,2,NA,2.9850746,NA,97.0149254,51.87703466,20.4,NA,5.9,106521.706100632,9370,11.3683784525754,11970.69221,21036.2,50456.54956,0.735381907,0.367,79.1,72.3,2.181958545,7.116023418
"Uruguay",2011,"Rivera",13,"Grandes",24.4785671,46.7652321,11,0.103265338142521,NA,1,NA,NA,NA,51.87703466,20.4,NA,5.9,106521.706100632,9370,11.3683784525754,11970.69221,21036.2,50456.54956,0.735381907,0.367,79.1,72.3,2.181958545,7.116023418
"Uruguay",2012,"Rivera",13,"Micro",26.8803406,9.0716209,2457,23.0281647321731,403,557,16.4021164,22.6699227,83.5978836,45.10609471,18.1,NA,6.3,106695.432683234,9370,11.3869191764391,12256.10252,23996.2,57350.78732,0.748580645,0.378,79.3,72.5,2.115926036,7.814786806
"Uruguay",2012,"Rivera",13,"Pequeña",26.6142979,13.0852871,471,4.4144345090979,25,29,5.3078556,6.1571125,94.6921444,45.10609471,18.1,NA,6.3,106695.432683234,9370,11.3869191764391,12256.10252,23996.2,57350.78732,0.748580645,0.378,79.3,72.5,2.115926036,7.814786806
"Uruguay",2012,"Rivera",13,"Mediana",27.5382347,28.7726917,69,0.646700596874215,2,1,2.8985507,1.4492754,97.1014493,45.10609471,18.1,NA,6.3,106695.432683234,9370,11.3869191764391,12256.10252,23996.2,57350.78732,0.748580645,0.378,79.3,72.5,2.115926036,7.814786806
"Uruguay",2012,"Rivera",13,"Grandes",18.9671268,49.0704041,11,0.103097196603136,4,NA,NA,NA,NA,45.10609471,18.1,NA,6.3,106695.432683234,9370,11.3869191764391,12256.10252,23996.2,57350.78732,0.748580645,0.378,79.3,72.5,2.115926036,7.814786806
"Uruguay",2013,"Rivera",13,"Micro",28.0664616,9.7994251,2582,24.125118586341,402,508,15.5693261,19.6746708,84.4306739,46.88461458,18.5,NA,5.7,107025.380652921,9370,11.4221324069286,13062.1107063315,23440,55656.6115,0.745448483,0.387,79.4,72.7,2.162466554,7.409730732
"Uruguay",2013,"Rivera",13,"Pequeña",27.7363529,14.784153,364,3.40106241883352,25,22,6.8681319,6.043956,93.1318681,46.88461458,18.5,NA,5.7,107025.380652921,9370,11.4221324069286,13062.1107063315,23440,55656.6115,0.745448483,0.387,79.4,72.7,2.162466554,7.409730732
"Uruguay",2013,"Rivera",13,"Mediana",25.5044594,29.0692902,157,1.4669417575738,2,2,1.2738854,1.2738854,98.7261146,46.88461458,18.5,NA,5.7,107025.380652921,9370,11.4221324069286,13062.1107063315,23440,55656.6115,0.745448483,0.387,79.4,72.7,2.162466554,7.409730732
"Uruguay",2013,"Rivera",13,"Grandes",18.6927319,46.347126,6,0.0560614684423107,NA,NA,NA,NA,NA,46.88461458,18.5,NA,5.7,107025.380652921,9370,11.4221324069286,13062.1107063315,23440,55656.6115,0.745448483,0.387,79.4,72.7,2.162466554,7.409730732
"Uruguay",2014,"Rivera",13,"Micro",28.2828751,10.104867,2745,25.5562449070498,544,581,19.8178506,21.1657559,80.1821494,45.1491488,15.5,NA,4.4,107410.146129989,9370,11.4631959583766,13729.2196637592,24343.5,56768.12073,0.749453777,0.354,79.6,72.9,2.171438096,7.623228798
"Uruguay",2014,"Rivera",13,"Pequeña",28.3252563,14.6932125,447,4.16161802311522,15,25,3.3557047,5.5928412,96.6442953,45.1491488,15.5,NA,4.4,107410.146129989,9370,11.4631959583766,13729.2196637592,24343.5,56768.12073,0.749453777,0.354,79.6,72.9,2.171438096,7.623228798
"Uruguay",2014,"Rivera",13,"Mediana",26.3201637,28.7859039,96,0.893770313689175,NA,3,NA,3.125,100,45.1491488,15.5,NA,4.4,107410.146129989,9370,11.4631959583766,13729.2196637592,24343.5,56768.12073,0.749453777,0.354,79.6,72.9,2.171438096,7.623228798
"Uruguay",2014,"Rivera",13,"Grandes",17.0717068,46.4160156,6,0.0558606446055734,NA,1,NA,NA,NA,45.1491488,15.5,NA,4.4,107410.146129989,9370,11.4631959583766,13729.2196637592,24343.5,56768.12073,0.749453777,0.354,79.6,72.9,2.171438096,7.623228798
