Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08052 Castellar de n'Hug;;;Renta neta media por hogar;2020;32.329
08052 Castellar de n'Hug;;;Renta neta media por hogar;2019;33.183
08052 Castellar de n'Hug;;;Renta neta media por hogar;2018;31.953
08052 Castellar de n'Hug;;;Renta neta media por hogar;2017;28.144
08052 Castellar de n'Hug;;;Renta neta media por hogar;2016;27.337
08052 Castellar de n'Hug;;;Renta neta media por hogar;2015;24.378
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2023;37.495
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2022;34.711
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2021;32.759
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2020;31.733
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2019;31.670
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2018;30.758
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2017;29.057
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2016;29.374
08053 Castellbell i el Vilar;;;Renta neta media por hogar;2015;28.362
08054 Castellbisbal;;;Renta neta media por hogar;2023;48.579
08054 Castellbisbal;;;Renta neta media por hogar;2022;45.283
08054 Castellbisbal;;;Renta neta media por hogar;2021;42.753
08054 Castellbisbal;;;Renta neta media por hogar;2020;41.590
08054 Castellbisbal;;;Renta neta media por hogar;2019;41.222
08054 Castellbisbal;;;Renta neta media por hogar;2018;39.665
08054 Castellbisbal;;;Renta neta media por hogar;2017;38.386
08054 Castellbisbal;;;Renta neta media por hogar;2016;37.207
08054 Castellbisbal;;;Renta neta media por hogar;2015;35.836
08055 Castellcir;;;Renta neta media por hogar;2023;44.515
08055 Castellcir;;;Renta neta media por hogar;2022;41.470
08055 Castellcir;;;Renta neta media por hogar;2021;39.756
08055 Castellcir;;;Renta neta media por hogar;2020;37.837
08055 Castellcir;;;Renta neta media por hogar;2019;37.236
08055 Castellcir;;;Renta neta media por hogar;2018;36.187
08055 Castellcir;;;Renta neta media por hogar;2017;22.236
08055 Castellcir;;;Renta neta media por hogar;2016;31.317
08055 Castellcir;;;Renta neta media por hogar;2015;34.607
08056 Castelldefels;;;Renta neta media por hogar;2023;51.814
08056 Castelldefels;;;Renta neta media por hogar;2022;48.586
08056 Castelldefels;;;Renta neta media por hogar;2021;45.832
08056 Castelldefels;;;Renta neta media por hogar;2020;43.718
08056 Castelldefels;;;Renta neta media por hogar;2019;44.232
08056 Castelldefels;;;Renta neta media por hogar;2018;47.640
08056 Castelldefels;;;Renta neta media por hogar;2017;45.885
08056 Castelldefels;;;Renta neta media por hogar;2016;42.164
08056 Castelldefels;;;Renta neta media por hogar;2015;39.307
08057 Castell de l'Areny;;;Renta neta media por hogar;2023;38.680
08057 Castell de l'Areny;;;Renta neta media por hogar;2022;37.179
08057 Castell de l'Areny;;;Renta neta media por hogar;2021;37.098
08057 Castell de l'Areny;;;Renta neta media por hogar;2020;35.486
08057 Castell de l'Areny;;;Renta neta media por hogar;2019;.
08057 Castell de l'Areny;;;Renta neta media por hogar;2018;.
08057 Castell de l'Areny;;;Renta neta media por hogar;2017;.
08057 Castell de l'Areny;;;Renta neta media por hogar;2016;.
08057 Castell de l'Areny;;;Renta neta media por hogar;2015;.
08058 Castellet i la Gornal;;;Renta neta media por hogar;2023;37.603
08058 Castellet i la Gornal;;;Renta neta media por hogar;2022;35.893
08058 Castellet i la Gornal;;;Renta neta media por hogar;2021;33.853
08058 Castellet i la Gornal;;;Renta neta media por hogar;2020;32.488
08058 Castellet i la Gornal;;;Renta neta media por hogar;2019;32.660
08058 Castellet i la Gornal;;;Renta neta media por hogar;2018;31.303
08058 Castellet i la Gornal;;;Renta neta media por hogar;2017;29.751
08058 Castellet i la Gornal;;;Renta neta media por hogar;2016;29.368
08058 Castellet i la Gornal;;;Renta neta media por hogar;2015;27.908
08059 Castellfollit del Boix;;;Renta neta media por hogar;2023;49.157
08059 Castellfollit del Boix;;;Renta neta media por hogar;2022;48.901
08059 Castellfollit del Boix;;;Renta neta media por hogar;2021;39.280
08059 Castellfollit del Boix;;;Renta neta media por hogar;2020;35.830
08059 Castellfollit del Boix;;;Renta neta media por hogar;2019;36.208
08059 Castellfollit del Boix;;;Renta neta media por hogar;2018;35.736
08059 Castellfollit del Boix;;;Renta neta media por hogar;2017;34.435
08059 Castellfollit del Boix;;;Renta neta media por hogar;2016;33.387
08059 Castellfollit del Boix;;;Renta neta media por hogar;2015;32.559
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2023;34.530
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2022;35.069
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2021;35.692
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2020;30.968
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2019;33.836
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2018;33.486
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2017;30.351
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2016;31.676
08060 Castellfollit de Riubregós;;;Renta neta media por hogar;2015;29.663
08061 Castellgalí;;;Renta neta media por hogar;2023;43.529
08061 Castellgalí;;;Renta neta media por hogar;2022;40.728
08061 Castellgalí;;;Renta neta media por hogar;2021;39.180
08061 Castellgalí;;;Renta neta media por hogar;2020;37.499
08061 Castellgalí;;;Renta neta media por hogar;2019;36.562
08061 Castellgalí;;;Renta neta media por hogar;2018;35.059
08061 Castellgalí;;;Renta neta media por hogar;2017;33.175
08061 Castellgalí;;;Renta neta media por hogar;2016;32.037
08061 Castellgalí;;;Renta neta media por hogar;2015;30.805
08062 Castellnou de Bages;;;Renta neta media por hogar;2023;51.578
08062 Castellnou de Bages;;;Renta neta media por hogar;2022;49.633
08062 Castellnou de Bages;;;Renta neta media por hogar;2021;45.435
08062 Castellnou de Bages;;;Renta neta media por hogar;2020;43.795
08062 Castellnou de Bages;;;Renta neta media por hogar;2019;44.079
08062 Castellnou de Bages;;;Renta neta media por hogar;2018;40.393
08062 Castellnou de Bages;;;Renta neta media por hogar;2017;40.922
08062 Castellnou de Bages;;;Renta neta media por hogar;2016;39.396
08062 Castellnou de Bages;;;Renta neta media por hogar;2015;36.879
08063 Castellolí;;;Renta neta media por hogar;2023;53.863
08063 Castellolí;;;Renta neta media por hogar;2022;52.527
08063 Castellolí;;;Renta neta media por hogar;2021;48.096
08063 Castellolí;;;Renta neta media por hogar;2020;46.579
08063 Castellolí;;;Renta neta media por hogar;2019;47.542
08063 Castellolí;;;Renta neta media por hogar;2018;44.402
08063 Castellolí;;;Renta neta media por hogar;2017;43.621
08063 Castellolí;;;Renta neta media por hogar;2016;41.501
08063 Castellolí;;;Renta neta media por hogar;2015;40.293
08064 Castellterçol;;;Renta neta media por hogar;2023;39.606
08064 Castellterçol;;;Renta neta media por hogar;2022;36.929
08064 Castellterçol;;;Renta neta media por hogar;2021;35.699
08064 Castellterçol;;;Renta neta media por hogar;2020;33.645
08064 Castellterçol;;;Renta neta media por hogar;2019;33.428
08064 Castellterçol;;;Renta neta media por hogar;2018;32.111
08064 Castellterçol;;;Renta neta media por hogar;2017;31.599
08064 Castellterçol;;;Renta neta media por hogar;2016;31.243
08064 Castellterçol;;;Renta neta media por hogar;2015;26.134
08065 Castellví de la Marca;;;Renta neta media por hogar;2023;42.621
08065 Castellví de la Marca;;;Renta neta media por hogar;2022;39.938
08065 Castellví de la Marca;;;Renta neta media por hogar;2021;38.942
08065 Castellví de la Marca;;;Renta neta media por hogar;2020;36.051
08065 Castellví de la Marca;;;Renta neta media por hogar;2019;35.549
08065 Castellví de la Marca;;;Renta neta media por hogar;2018;34.344
08065 Castellví de la Marca;;;Renta neta media por hogar;2017;32.261
08065 Castellví de la Marca;;;Renta neta media por hogar;2016;31.346
08065 Castellví de la Marca;;;Renta neta media por hogar;2015;30.358
08066 Castellví de Rosanes;;;Renta neta media por hogar;2023;55.458
08066 Castellví de Rosanes;;;Renta neta media por hogar;2022;51.478
08066 Castellví de Rosanes;;;Renta neta media por hogar;2021;49.888
08066 Castellví de Rosanes;;;Renta neta media por hogar;2020;48.613
08066 Castellví de Rosanes;;;Renta neta media por hogar;2019;48.645
08066 Castellví de Rosanes;;;Renta neta media por hogar;2018;46.455
08066 Castellví de Rosanes;;;Renta neta media por hogar;2017;42.048
08066 Castellví de Rosanes;;;Renta neta media por hogar;2016;42.103
08066 Castellví de Rosanes;;;Renta neta media por hogar;2015;40.586
08067 Centelles;;;Renta neta media por hogar;2023;40.568
08067 Centelles;;;Renta neta media por hogar;2022;38.215
08067 Centelles;;;Renta neta media por hogar;2021;36.359
08067 Centelles;;;Renta neta media por hogar;2020;35.179
08067 Centelles;;;Renta neta media por hogar;2019;35.207
08067 Centelles;;;Renta neta media por hogar;2018;33.619
08067 Centelles;;;Renta neta media por hogar;2017;32.752
08067 Centelles;;;Renta neta media por hogar;2016;31.694
08067 Centelles;;;Renta neta media por hogar;2015;30.590
08068 Cervelló;;;Renta neta media por hogar;2023;51.958
08068 Cervelló;;;Renta neta media por hogar;2022;48.072
08068 Cervelló;;;Renta neta media por hogar;2021;45.654
08068 Cervelló;;;Renta neta media por hogar;2020;44.282
08068 Cervelló;;;Renta neta media por hogar;2019;44.538
08068 Cervelló;;;Renta neta media por hogar;2018;42.269
08068 Cervelló;;;Renta neta media por hogar;2017;40.847
08068 Cervelló;;;Renta neta media por hogar;2016;41.348
08068 Cervelló;;;Renta neta media por hogar;2015;37.978
08069 Collbató;;;Renta neta media por hogar;2023;57.999
08069 Collbató;;;Renta neta media por hogar;2022;56.997
08069 Collbató;;;Renta neta media por hogar;2021;52.048
08069 Collbató;;;Renta neta media por hogar;2020;50.748
08069 Collbató;;;Renta neta media por hogar;2019;48.984
08069 Collbató;;;Renta neta media por hogar;2018;46.845
08069 Collbató;;;Renta neta media por hogar;2017;44.749
08069 Collbató;;;Renta neta media por hogar;2016;44.466
08069 Collbató;;;Renta neta media por hogar;2015;42.251
08070 Collsuspina;;;Renta neta media por hogar;2023;44.119
08070 Collsuspina;;;Renta neta media por hogar;2022;40.081
08070 Collsuspina;;;Renta neta media por hogar;2021;37.849
08070 Collsuspina;;;Renta neta media por hogar;2020;25.237
08070 Collsuspina;;;Renta neta media por hogar;2019;44.057
08070 Collsuspina;;;Renta neta media por hogar;2018;37.841
08070 Collsuspina;;;Renta neta media por hogar;2017;35.959
08070 Collsuspina;;;Renta neta media por hogar;2016;35.888
08070 Collsuspina;;;Renta neta media por hogar;2015;36.394
08071 Copons;;;Renta neta media por hogar;2023;43.134
08071 Copons;;;Renta neta media por hogar;2022;41.888
08071 Copons;;;Renta neta media por hogar;2021;40.962
08071 Copons;;;Renta neta media por hogar;2020;40.220
08071 Copons;;;Renta neta media por hogar;2019;38.497
08071 Copons;;;Renta neta media por hogar;2018;35.386
08071 Copons;;;Renta neta media por hogar;2017;34.954
08071 Copons;;;Renta neta media por hogar;2016;33.448
08071 Copons;;;Renta neta media por hogar;2015;31.961
08072 Corbera de Llobregat;;;Renta neta media por hogar;2023;50.877
08072 Corbera de Llobregat;;;Renta neta media por hogar;2022;48.038
08072 Corbera de Llobregat;;;Renta neta media por hogar;2021;45.440
08072 Corbera de Llobregat;;;Renta neta media por hogar;2020;42.603
08072 Corbera de Llobregat;;;Renta neta media por hogar;2019;42.827
08072 Corbera de Llobregat;;;Renta neta media por hogar;2018;41.787
08072 Corbera de Llobregat;;;Renta neta media por hogar;2017;40.021
08072 Corbera de Llobregat;;;Renta neta media por hogar;2016;38.623
08072 Corbera de Llobregat;;;Renta neta media por hogar;2015;37.279
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2023;38.322
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2022;36.173
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2021;34.743
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2020;33.806
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2019;34.025
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2018;32.639
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2017;31.139
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2016;30.281
08073 Cornellà de Llobregat;;;Renta neta media por hogar;2015;29.401
08074 Cubelles;;;Renta neta media por hogar;2023;39.572
08074 Cubelles;;;Renta neta media por hogar;2022;37.483
08074 Cubelles;;;Renta neta media por hogar;2021;35.301
08074 Cubelles;;;Renta neta media por hogar;2020;34.148
08074 Cubelles;;;Renta neta media por hogar;2019;33.700
08074 Cubelles;;;Renta neta media por hogar;2018;32.469
08074 Cubelles;;;Renta neta media por hogar;2017;31.488
08074 Cubelles;;;Renta neta media por hogar;2016;30.455
08074 Cubelles;;;Renta neta media por hogar;2015;29.648
08075 Dosrius;;;Renta neta media por hogar;2023;47.426
08075 Dosrius;;;Renta neta media por hogar;2022;44.649
08075 Dosrius;;;Renta neta media por hogar;2021;41.756
08075 Dosrius;;;Renta neta media por hogar;2020;39.554
08075 Dosrius;;;Renta neta media por hogar;2019;39.355
08075 Dosrius;;;Renta neta media por hogar;2018;37.880
08075 Dosrius;;;Renta neta media por hogar;2017;36.346
08075 Dosrius;;;Renta neta media por hogar;2016;34.939
08075 Dosrius;;;Renta neta media por hogar;2015;33.625
08076 Esparreguera;;;Renta neta media por hogar;2023;41.955
08076 Esparreguera;;;Renta neta media por hogar;2022;39.404
08076 Esparreguera;;;Renta neta media por hogar;2021;37.249
08076 Esparreguera;;;Renta neta media por hogar;2020;37.074
08076 Esparreguera;;;Renta neta media por hogar;2019;36.932
08076 Esparreguera;;;Renta neta media por hogar;2018;35.464
08076 Esparreguera;;;Renta neta media por hogar;2017;34.130
08076 Esparreguera;;;Renta neta media por hogar;2016;33.193
08076 Esparreguera;;;Renta neta media por hogar;2015;32.459
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2023;47.034
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2022;45.145
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2021;43.224
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2020;41.369
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2019;41.973
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2018;42.628
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2017;39.457
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2016;38.952
08077 Esplugues de Llobregat;;;Renta neta media por hogar;2015;36.753
08078 Espunyola, L';;;Renta neta media por hogar;2023;46.404
08078 Espunyola, L';;;Renta neta media por hogar;2022;47.740
08078 Espunyola, L';;;Renta neta media por hogar;2021;39.876
08078 Espunyola, L';;;Renta neta media por hogar;2020;39.148
08078 Espunyola, L';;;Renta neta media por hogar;2019;36.346
08078 Espunyola, L';;;Renta neta media por hogar;2018;34.199
08078 Espunyola, L';;;Renta neta media por hogar;2017;31.528
08078 Espunyola, L';;;Renta neta media por hogar;2016;32.299
08078 Espunyola, L';;;Renta neta media por hogar;2015;31.285
08079 Estany, L';;;Renta neta media por hogar;2023;40.749
08079 Estany, L';;;Renta neta media por hogar;2022;35.613
08079 Estany, L';;;Renta neta media por hogar;2021;37.543
08079 Estany, L';;;Renta neta media por hogar;2020;37.532
08079 Estany, L';;;Renta neta media por hogar;2019;35.470
08079 Estany, L';;;Renta neta media por hogar;2018;34.887
08079 Estany, L';;;Renta neta media por hogar;2017;34.469
08079 Estany, L';;;Renta neta media por hogar;2016;34.080
08079 Estany, L';;;Renta neta media por hogar;2015;33.849
08080 Fígols;;;Renta neta media por hogar;2023;38.680
08080 Fígols;;;Renta neta media por hogar;2022;37.179
08080 Fígols;;;Renta neta media por hogar;2021;37.098
08080 Fígols;;;Renta neta media por hogar;2020;35.486
08080 Fígols;;;Renta neta media por hogar;2019;.
08080 Fígols;;;Renta neta media por hogar;2018;.
08080 Fígols;;;Renta neta media por hogar;2017;.
08080 Fígols;;;Renta neta media por hogar;2016;.
08080 Fígols;;;Renta neta media por hogar;2015;.
08081 Fogars de Montclús;;;Renta neta media por hogar;2023;46.537
08081 Fogars de Montclús;;;Renta neta media por hogar;2022;40.764
08081 Fogars de Montclús;;;Renta neta media por hogar;2021;38.261
08081 Fogars de Montclús;;;Renta neta media por hogar;2020;35.899
08081 Fogars de Montclús;;;Renta neta media por hogar;2019;34.556
08081 Fogars de Montclús;;;Renta neta media por hogar;2018;35.130
08081 Fogars de Montclús;;;Renta neta media por hogar;2017;37.350
08081 Fogars de Montclús;;;Renta neta media por hogar;2016;36.110
08081 Fogars de Montclús;;;Renta neta media por hogar;2015;32.102
08082 Fogars de la Selva;;;Renta neta media por hogar;2023;39.785
08082 Fogars de la Selva;;;Renta neta media por hogar;2022;37.702
08082 Fogars de la Selva;;;Renta neta media por hogar;2021;35.880
08082 Fogars de la Selva;;;Renta neta media por hogar;2020;34.137
08082 Fogars de la Selva;;;Renta neta media por hogar;2019;32.986
08082 Fogars de la Selva;;;Renta neta media por hogar;2018;31.131
08082 Fogars de la Selva;;;Renta neta media por hogar;2017;30.390
08082 Fogars de la Selva;;;Renta neta media por hogar;2016;29.054
08082 Fogars de la Selva;;;Renta neta media por hogar;2015;28.792
08083 Folgueroles;;;Renta neta media por hogar;2023;52.013
08083 Folgueroles;;;Renta neta media por hogar;2022;48.980
08083 Folgueroles;;;Renta neta media por hogar;2021;46.432
08083 Folgueroles;;;Renta neta media por hogar;2020;44.457
08083 Folgueroles;;;Renta neta media por hogar;2019;43.779
08083 Folgueroles;;;Renta neta media por hogar;2018;41.747
08083 Folgueroles;;;Renta neta media por hogar;2017;40.591
08083 Folgueroles;;;Renta neta media por hogar;2016;39.130
08083 Folgueroles;;;Renta neta media por hogar;2015;36.989
08084 Fonollosa;;;Renta neta media por hogar;2023;46.788
08084 Fonollosa;;;Renta neta media por hogar;2022;44.582
08084 Fonollosa;;;Renta neta media por hogar;2021;41.800
08084 Fonollosa;;;Renta neta media por hogar;2020;41.131
08084 Fonollosa;;;Renta neta media por hogar;2019;39.949
08084 Fonollosa;;;Renta neta media por hogar;2018;38.450
08084 Fonollosa;;;Renta neta media por hogar;2017;36.745
08084 Fonollosa;;;Renta neta media por hogar;2016;35.381
08084 Fonollosa;;;Renta neta media por hogar;2015;34.218
08085 Font-rubí;;;Renta neta media por hogar;2023;43.902
08085 Font-rubí;;;Renta neta media por hogar;2022;41.618
08085 Font-rubí;;;Renta neta media por hogar;2021;37.246
08085 Font-rubí;;;Renta neta media por hogar;2020;36.190
08085 Font-rubí;;;Renta neta media por hogar;2019;37.020
08085 Font-rubí;;;Renta neta media por hogar;2018;36.235
08085 Font-rubí;;;Renta neta media por hogar;2017;35.155
08085 Font-rubí;;;Renta neta media por hogar;2016;33.748
08085 Font-rubí;;;Renta neta media por hogar;2015;33.421
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2023;42.688
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2022;40.942
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2021;38.818
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2020;37.960
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2019;36.715
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2018;36.332
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2017;34.589
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2016;34.038
08086 Franqueses del Vallès, Les;;;Renta neta media por hogar;2015;32.533
08087 Gallifa;;;Renta neta media por hogar;2023;56.837
08087 Gallifa;;;Renta neta media por hogar;2022;54.233
08087 Gallifa;;;Renta neta media por hogar;2021;51.774
08087 Gallifa;;;Renta neta media por hogar;2020;59.082
08087 Gallifa;;;Renta neta media por hogar;2019;49.306
08087 Gallifa;;;Renta neta media por hogar;2018;43.032
08087 Gallifa;;;Renta neta media por hogar;2017;44.702
08087 Gallifa;;;Renta neta media por hogar;2016;41.937
08087 Gallifa;;;Renta neta media por hogar;2015;44.444
08088 Garriga, La;;;Renta neta media por hogar;2023;48.544
08088 Garriga, La;;;Renta neta media por hogar;2022;45.701
08088 Garriga, La;;;Renta neta media por hogar;2021;43.538
08088 Garriga, La;;;Renta neta media por hogar;2020;41.566
08088 Garriga, La;;;Renta neta media por hogar;2019;41.238
08088 Garriga, La;;;Renta neta media por hogar;2018;39.826
08088 Garriga, La;;;Renta neta media por hogar;2017;38.100
08088 Garriga, La;;;Renta neta media por hogar;2016;37.074
08088 Garriga, La;;;Renta neta media por hogar;2015;35.645
08089 Gavà;;;Renta neta media por hogar;2023;45.669
08089 Gavà;;;Renta neta media por hogar;2022;42.878
08089 Gavà;;;Renta neta media por hogar;2021;40.562
08089 Gavà;;;Renta neta media por hogar;2020;39.233
08089 Gavà;;;Renta neta media por hogar;2019;39.069
08089 Gavà;;;Renta neta media por hogar;2018;37.999
08089 Gavà;;;Renta neta media por hogar;2017;37.370
08089 Gavà;;;Renta neta media por hogar;2016;36.784
08089 Gavà;;;Renta neta media por hogar;2015;34.582
08090 Gaià;;;Renta neta media por hogar;2023;46.768
08090 Gaià;;;Renta neta media por hogar;2022;48.231
08090 Gaià;;;Renta neta media por hogar;2021;40.874
08090 Gaià;;;Renta neta media por hogar;2020;40.167
08090 Gaià;;;Renta neta media por hogar;2019;36.622
08090 Gaià;;;Renta neta media por hogar;2018;37.690
08090 Gaià;;;Renta neta media por hogar;2017;33.982
08090 Gaià;;;Renta neta media por hogar;2016;33.580
08090 Gaià;;;Renta neta media por hogar;2015;30.957
08091 Gelida;;;Renta neta media por hogar;2023;42.081
08091 Gelida;;;Renta neta media por hogar;2022;39.549
08091 Gelida;;;Renta neta media por hogar;2021;38.471
08091 Gelida;;;Renta neta media por hogar;2020;36.496
08091 Gelida;;;Renta neta media por hogar;2019;36.580
08091 Gelida;;;Renta neta media por hogar;2018;35.517
08091 Gelida;;;Renta neta media por hogar;2017;34.517
08091 Gelida;;;Renta neta media por hogar;2016;34.033
08091 Gelida;;;Renta neta media por hogar;2015;32.681
08092 Gironella;;;Renta neta media por hogar;2023;36.881
08092 Gironella;;;Renta neta media por hogar;2022;35.010
08092 Gironella;;;Renta neta media por hogar;2021;33.881
08092 Gironella;;;Renta neta media por hogar;2020;33.007
08092 Gironella;;;Renta neta media por hogar;2019;32.838
08092 Gironella;;;Renta neta media por hogar;2018;31.885
08092 Gironella;;;Renta neta media por hogar;2017;30.035
08092 Gironella;;;Renta neta media por hogar;2016;30.022
08092 Gironella;;;Renta neta media por hogar;2015;29.208
08093 Gisclareny;;;Renta neta media por hogar;2023;38.680
08093 Gisclareny;;;Renta neta media por hogar;2022;37.179
08093 Gisclareny;;;Renta neta media por hogar;2021;37.098
08093 Gisclareny;;;Renta neta media por hogar;2020;35.486
08093 Gisclareny;;;Renta neta media por hogar;2019;.
08093 Gisclareny;;;Renta neta media por hogar;2018;.
08093 Gisclareny;;;Renta neta media por hogar;2017;.
08093 Gisclareny;;;Renta neta media por hogar;2016;.
08093 Gisclareny;;;Renta neta media por hogar;2015;.
08094 Granada, La;;;Renta neta media por hogar;2023;44.787
08094 Granada, La;;;Renta neta media por hogar;2022;41.455
08094 Granada, La;;;Renta neta media por hogar;2021;39.717
08094 Granada, La;;;Renta neta media por hogar;2020;39.656
08094 Granada, La;;;Renta neta media por hogar;2019;38.820
08094 Granada, La;;;Renta neta media por hogar;2018;37.587
08094 Granada, La;;;Renta neta media por hogar;2017;35.050
08094 Granada, La;;;Renta neta media por hogar;2016;33.461
08094 Granada, La;;;Renta neta media por hogar;2015;32.680
08095 Granera;;;Renta neta media por hogar;2023;.
08095 Granera;;;Renta neta media por hogar;2022;.
08095 Granera;;;Renta neta media por hogar;2021;37.098
08095 Granera;;;Renta neta media por hogar;2020;35.486
08095 Granera;;;Renta neta media por hogar;2019;.
08095 Granera;;;Renta neta media por hogar;2018;.
08095 Granera;;;Renta neta media por hogar;2017;.
08095 Granera;;;Renta neta media por hogar;2016;.
08095 Granera;;;Renta neta media por hogar;2015;.
08096 Granollers;;;Renta neta media por hogar;2023;42.757
08096 Granollers;;;Renta neta media por hogar;2022;40.540
08096 Granollers;;;Renta neta media por hogar;2021;38.749
08096 Granollers;;;Renta neta media por hogar;2020;37.867
08096 Granollers;;;Renta neta media por hogar;2019;36.987
08096 Granollers;;;Renta neta media por hogar;2018;35.925
08096 Granollers;;;Renta neta media por hogar;2017;34.496
08096 Granollers;;;Renta neta media por hogar;2016;33.660
08096 Granollers;;;Renta neta media por hogar;2015;32.487
08097 Gualba;;;Renta neta media por hogar;2023;46.010
08097 Gualba;;;Renta neta media por hogar;2022;42.460
08097 Gualba;;;Renta neta media por hogar;2021;40.368
08097 Gualba;;;Renta neta media por hogar;2020;39.234
08097 Gualba;;;Renta neta media por hogar;2019;39.074
08097 Gualba;;;Renta neta media por hogar;2018;37.942
08097 Gualba;;;Renta neta media por hogar;2017;36.049
08097 Gualba;;;Renta neta media por hogar;2016;34.182
08097 Gualba;;;Renta neta media por hogar;2015;34.076
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2023;44.959
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2022;42.378
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2021;39.129
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2020;38.618
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2019;37.875
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2018;37.026
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2017;35.035
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2016;34.155
08098 Sant Salvador de Guardiola;;;Renta neta media por hogar;2015;32.844
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2023;32.463
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2022;31.200
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2021;29.965
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2020;29.262
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2019;27.151
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2018;27.159
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2017;26.758
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2016;26.699
08099 Guardiola de Berguedà;;;Renta neta media por hogar;2015;26.037
08100 Gurb;;;Renta neta media por hogar;2023;73.732
08100 Gurb;;;Renta neta media por hogar;2022;69.647
08100 Gurb;;;Renta neta media por hogar;2021;65.518
08100 Gurb;;;Renta neta media por hogar;2020;63.653
08100 Gurb;;;Renta neta media por hogar;2019;64.230
08100 Gurb;;;Renta neta media por hogar;2018;58.958
08100 Gurb;;;Renta neta media por hogar;2017;57.370
08100 Gurb;;;Renta neta media por hogar;2016;54.367
08100 Gurb;;;Renta neta media por hogar;2015;50.037
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2023;36.526
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2022;34.449
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2021;32.722
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2020;31.358
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2019;31.645
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2018;30.411
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2017;28.985
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2016;28.438
08101 Hospitalet de Llobregat, L';;;Renta neta media por hogar;2015;27.680
08102 Igualada;;;Renta neta media por hogar;2023;40.560
08102 Igualada;;;Renta neta media por hogar;2022;38.404
08102 Igualada;;;Renta neta media por hogar;2021;36.602
08102 Igualada;;;Renta neta media por hogar;2020;35.232
08102 Igualada;;;Renta neta media por hogar;2019;35.309
