Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08153 Òrrius;;;Renta neta media por hogar;2015;36.209
08154 Pacs del Penedès;;;Renta neta media por hogar;2023;64.813
08154 Pacs del Penedès;;;Renta neta media por hogar;2022;55.356
08154 Pacs del Penedès;;;Renta neta media por hogar;2021;54.939
08154 Pacs del Penedès;;;Renta neta media por hogar;2020;53.059
08154 Pacs del Penedès;;;Renta neta media por hogar;2019;51.492
08154 Pacs del Penedès;;;Renta neta media por hogar;2018;81.672
08154 Pacs del Penedès;;;Renta neta media por hogar;2017;50.240
08154 Pacs del Penedès;;;Renta neta media por hogar;2016;46.928
08154 Pacs del Penedès;;;Renta neta media por hogar;2015;46.692
08155 Palafolls;;;Renta neta media por hogar;2023;37.689
08155 Palafolls;;;Renta neta media por hogar;2022;35.568
08155 Palafolls;;;Renta neta media por hogar;2021;33.482
08155 Palafolls;;;Renta neta media por hogar;2020;32.287
08155 Palafolls;;;Renta neta media por hogar;2019;32.620
08155 Palafolls;;;Renta neta media por hogar;2018;31.142
08155 Palafolls;;;Renta neta media por hogar;2017;29.637
08155 Palafolls;;;Renta neta media por hogar;2016;29.216
08155 Palafolls;;;Renta neta media por hogar;2015;28.307
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2023;50.431
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2022;47.884
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2021;45.262
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2020;43.380
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2019;43.621
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2018;41.324
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2017;39.722
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2016;38.612
08156 Palau-solità i Plegamans;;;Renta neta media por hogar;2015;37.089
08157 Pallejà;;;Renta neta media por hogar;2023;50.046
08157 Pallejà;;;Renta neta media por hogar;2022;47.033
08157 Pallejà;;;Renta neta media por hogar;2021;44.987
08157 Pallejà;;;Renta neta media por hogar;2020;43.388
08157 Pallejà;;;Renta neta media por hogar;2019;43.768
08157 Pallejà;;;Renta neta media por hogar;2018;41.444
08157 Pallejà;;;Renta neta media por hogar;2017;39.728
08157 Pallejà;;;Renta neta media por hogar;2016;38.423
08157 Pallejà;;;Renta neta media por hogar;2015;37.267
08158 Papiol, El;;;Renta neta media por hogar;2023;45.986
08158 Papiol, El;;;Renta neta media por hogar;2022;43.560
08158 Papiol, El;;;Renta neta media por hogar;2021;40.187
08158 Papiol, El;;;Renta neta media por hogar;2020;39.398
08158 Papiol, El;;;Renta neta media por hogar;2019;40.331
08158 Papiol, El;;;Renta neta media por hogar;2018;39.875
08158 Papiol, El;;;Renta neta media por hogar;2017;37.167
08158 Papiol, El;;;Renta neta media por hogar;2016;35.039
08158 Papiol, El;;;Renta neta media por hogar;2015;34.380
08159 Parets del Vallès;;;Renta neta media por hogar;2023;45.927
08159 Parets del Vallès;;;Renta neta media por hogar;2022;44.235
08159 Parets del Vallès;;;Renta neta media por hogar;2021;42.087
08159 Parets del Vallès;;;Renta neta media por hogar;2020;40.185
08159 Parets del Vallès;;;Renta neta media por hogar;2019;40.170
08159 Parets del Vallès;;;Renta neta media por hogar;2018;38.487
08159 Parets del Vallès;;;Renta neta media por hogar;2017;37.040
08159 Parets del Vallès;;;Renta neta media por hogar;2016;35.802
08159 Parets del Vallès;;;Renta neta media por hogar;2015;34.600
08160 Perafita;;;Renta neta media por hogar;2023;43.368
08160 Perafita;;;Renta neta media por hogar;2022;40.832
08160 Perafita;;;Renta neta media por hogar;2021;40.184
08160 Perafita;;;Renta neta media por hogar;2020;38.108
08160 Perafita;;;Renta neta media por hogar;2019;37.685
08160 Perafita;;;Renta neta media por hogar;2018;36.836
08160 Perafita;;;Renta neta media por hogar;2017;35.929
08160 Perafita;;;Renta neta media por hogar;2016;32.792
08160 Perafita;;;Renta neta media por hogar;2015;32.156
08161 Piera;;;Renta neta media por hogar;2023;39.233
08161 Piera;;;Renta neta media por hogar;2022;36.741
08161 Piera;;;Renta neta media por hogar;2021;34.967
08161 Piera;;;Renta neta media por hogar;2020;33.696
08161 Piera;;;Renta neta media por hogar;2019;33.260
08161 Piera;;;Renta neta media por hogar;2018;31.816
08161 Piera;;;Renta neta media por hogar;2017;30.464
08161 Piera;;;Renta neta media por hogar;2016;29.608
08161 Piera;;;Renta neta media por hogar;2015;28.754
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2023;42.109
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2022;39.013
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2021;37.243
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2020;35.550
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2019;35.695
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2018;34.129
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2017;32.738
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2016;32.377
08162 Hostalets de Pierola, Els;;;Renta neta media por hogar;2015;31.315
08163 Pineda de Mar;;;Renta neta media por hogar;2023;34.538
08163 Pineda de Mar;;;Renta neta media por hogar;2022;31.857
08163 Pineda de Mar;;;Renta neta media por hogar;2021;29.800
08163 Pineda de Mar;;;Renta neta media por hogar;2020;28.372
08163 Pineda de Mar;;;Renta neta media por hogar;2019;29.126
08163 Pineda de Mar;;;Renta neta media por hogar;2018;27.056
08163 Pineda de Mar;;;Renta neta media por hogar;2017;26.390
08163 Pineda de Mar;;;Renta neta media por hogar;2016;25.710
08163 Pineda de Mar;;;Renta neta media por hogar;2015;24.759
08164 Pla del Penedès, El;;;Renta neta media por hogar;2023;36.446
08164 Pla del Penedès, El;;;Renta neta media por hogar;2022;34.660
08164 Pla del Penedès, El;;;Renta neta media por hogar;2021;32.207
08164 Pla del Penedès, El;;;Renta neta media por hogar;2020;31.909
08164 Pla del Penedès, El;;;Renta neta media por hogar;2019;31.249
08164 Pla del Penedès, El;;;Renta neta media por hogar;2018;30.467
08164 Pla del Penedès, El;;;Renta neta media por hogar;2017;29.223
08164 Pla del Penedès, El;;;Renta neta media por hogar;2016;27.704
08164 Pla del Penedès, El;;;Renta neta media por hogar;2015;27.478
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2023;43.048
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2022;40.052
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2021;36.977
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2020;35.636
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2019;35.484
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2018;33.850
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2017;32.825
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2016;31.859
08165 Pobla de Claramunt, La;;;Renta neta media por hogar;2015;31.552
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2023;34.787
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2022;33.909
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2021;33.369
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2020;30.618
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2019;31.462
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2018;29.433
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2017;30.247
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2016;29.012
08166 Pobla de Lillet, La;;;Renta neta media por hogar;2015;29.439
08167 Polinyà;;;Renta neta media por hogar;2023;44.221
08167 Polinyà;;;Renta neta media por hogar;2022;41.805
08167 Polinyà;;;Renta neta media por hogar;2021;40.360
08167 Polinyà;;;Renta neta media por hogar;2020;38.693
08167 Polinyà;;;Renta neta media por hogar;2019;38.822
08167 Polinyà;;;Renta neta media por hogar;2018;37.242
08167 Polinyà;;;Renta neta media por hogar;2017;36.084
08167 Polinyà;;;Renta neta media por hogar;2016;34.725
08167 Polinyà;;;Renta neta media por hogar;2015;33.732
08168 Pontons;;;Renta neta media por hogar;2023;30.439
08168 Pontons;;;Renta neta media por hogar;2022;29.482
08168 Pontons;;;Renta neta media por hogar;2021;29.047
08168 Pontons;;;Renta neta media por hogar;2020;27.526
08168 Pontons;;;Renta neta media por hogar;2019;27.697
08168 Pontons;;;Renta neta media por hogar;2018;27.734
08168 Pontons;;;Renta neta media por hogar;2017;26.594
08168 Pontons;;;Renta neta media por hogar;2016;25.688
08168 Pontons;;;Renta neta media por hogar;2015;23.914
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2023;41.138
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2022;38.952
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2021;37.240
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2020;35.752
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2019;35.994
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2018;34.558
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2017;33.106
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2016;32.304
08169 Prat de Llobregat, El;;;Renta neta media por hogar;2015;31.511
08170 Prats de Rei, Els;;;Renta neta media por hogar;2023;38.604
08170 Prats de Rei, Els;;;Renta neta media por hogar;2022;36.471
08170 Prats de Rei, Els;;;Renta neta media por hogar;2021;34.215
08170 Prats de Rei, Els;;;Renta neta media por hogar;2020;34.730
08170 Prats de Rei, Els;;;Renta neta media por hogar;2019;32.258
08170 Prats de Rei, Els;;;Renta neta media por hogar;2018;33.074
08170 Prats de Rei, Els;;;Renta neta media por hogar;2017;29.863
08170 Prats de Rei, Els;;;Renta neta media por hogar;2016;29.629
08170 Prats de Rei, Els;;;Renta neta media por hogar;2015;28.408
08171 Prats de Lluçanès;;;Renta neta media por hogar;2023;41.607
08171 Prats de Lluçanès;;;Renta neta media por hogar;2022;39.107
08171 Prats de Lluçanès;;;Renta neta media por hogar;2021;37.952
08171 Prats de Lluçanès;;;Renta neta media por hogar;2020;36.677
08171 Prats de Lluçanès;;;Renta neta media por hogar;2019;35.983
08171 Prats de Lluçanès;;;Renta neta media por hogar;2018;34.273
08171 Prats de Lluçanès;;;Renta neta media por hogar;2017;33.384
08171 Prats de Lluçanès;;;Renta neta media por hogar;2016;32.501
08171 Prats de Lluçanès;;;Renta neta media por hogar;2015;31.228
08172 Premià de Mar;;;Renta neta media por hogar;2023;42.499
08172 Premià de Mar;;;Renta neta media por hogar;2022;40.315
08172 Premià de Mar;;;Renta neta media por hogar;2021;38.349
08172 Premià de Mar;;;Renta neta media por hogar;2020;37.354
08172 Premià de Mar;;;Renta neta media por hogar;2019;37.197
08172 Premià de Mar;;;Renta neta media por hogar;2018;36.202
08172 Premià de Mar;;;Renta neta media por hogar;2017;34.367
08172 Premià de Mar;;;Renta neta media por hogar;2016;33.278
08172 Premià de Mar;;;Renta neta media por hogar;2015;32.356
08174 Puigdàlber;;;Renta neta media por hogar;2023;43.758
08174 Puigdàlber;;;Renta neta media por hogar;2022;41.157
08174 Puigdàlber;;;Renta neta media por hogar;2021;38.240
08174 Puigdàlber;;;Renta neta media por hogar;2020;37.312
08174 Puigdàlber;;;Renta neta media por hogar;2019;36.489
08174 Puigdàlber;;;Renta neta media por hogar;2018;37.238
08174 Puigdàlber;;;Renta neta media por hogar;2017;34.520
08174 Puigdàlber;;;Renta neta media por hogar;2016;32.089
08174 Puigdàlber;;;Renta neta media por hogar;2015;37.443
08175 Puig-reig;;;Renta neta media por hogar;2023;37.076
08175 Puig-reig;;;Renta neta media por hogar;2022;34.876
08175 Puig-reig;;;Renta neta media por hogar;2021;33.886
08175 Puig-reig;;;Renta neta media por hogar;2020;32.419
08175 Puig-reig;;;Renta neta media por hogar;2019;32.246
08175 Puig-reig;;;Renta neta media por hogar;2018;31.118
08175 Puig-reig;;;Renta neta media por hogar;2017;30.267
08175 Puig-reig;;;Renta neta media por hogar;2016;29.705
08175 Puig-reig;;;Renta neta media por hogar;2015;28.700
08176 Pujalt;;;Renta neta media por hogar;2023;48.766
08176 Pujalt;;;Renta neta media por hogar;2022;43.414
08176 Pujalt;;;Renta neta media por hogar;2021;46.164
08176 Pujalt;;;Renta neta media por hogar;2020;49.529
08176 Pujalt;;;Renta neta media por hogar;2019;45.807
08176 Pujalt;;;Renta neta media por hogar;2018;42.904
08176 Pujalt;;;Renta neta media por hogar;2017;43.842
08176 Pujalt;;;Renta neta media por hogar;2016;40.117
08176 Pujalt;;;Renta neta media por hogar;2015;37.961
08177 Quar, La;;;Renta neta media por hogar;2023;38.680
08177 Quar, La;;;Renta neta media por hogar;2022;37.179
08177 Quar, La;;;Renta neta media por hogar;2021;37.098
08177 Quar, La;;;Renta neta media por hogar;2020;35.486
08177 Quar, La;;;Renta neta media por hogar;2019;.
08177 Quar, La;;;Renta neta media por hogar;2018;.
08177 Quar, La;;;Renta neta media por hogar;2017;.
08177 Quar, La;;;Renta neta media por hogar;2016;.
08177 Quar, La;;;Renta neta media por hogar;2015;.
08178 Rajadell;;;Renta neta media por hogar;2023;54.313
08178 Rajadell;;;Renta neta media por hogar;2022;51.854
08178 Rajadell;;;Renta neta media por hogar;2021;58.254
08178 Rajadell;;;Renta neta media por hogar;2020;48.009
08178 Rajadell;;;Renta neta media por hogar;2019;63.112
08178 Rajadell;;;Renta neta media por hogar;2018;63.861
08178 Rajadell;;;Renta neta media por hogar;2017;47.643
08178 Rajadell;;;Renta neta media por hogar;2016;48.867
08178 Rajadell;;;Renta neta media por hogar;2015;11.388
08179 Rellinars;;;Renta neta media por hogar;2023;43.117
08179 Rellinars;;;Renta neta media por hogar;2022;40.737
08179 Rellinars;;;Renta neta media por hogar;2021;39.062
08179 Rellinars;;;Renta neta media por hogar;2020;37.981
08179 Rellinars;;;Renta neta media por hogar;2019;36.356
08179 Rellinars;;;Renta neta media por hogar;2018;33.911
08179 Rellinars;;;Renta neta media por hogar;2017;31.354
08179 Rellinars;;;Renta neta media por hogar;2016;30.832
08179 Rellinars;;;Renta neta media por hogar;2015;28.336
08180 Ripollet;;;Renta neta media por hogar;2023;37.926
08180 Ripollet;;;Renta neta media por hogar;2022;35.934
08180 Ripollet;;;Renta neta media por hogar;2021;34.577
08180 Ripollet;;;Renta neta media por hogar;2020;33.645
08180 Ripollet;;;Renta neta media por hogar;2019;33.156
08180 Ripollet;;;Renta neta media por hogar;2018;31.786
08180 Ripollet;;;Renta neta media por hogar;2017;30.524
08180 Ripollet;;;Renta neta media por hogar;2016;29.827
08180 Ripollet;;;Renta neta media por hogar;2015;28.666
08181 Roca del Vallès, La;;;Renta neta media por hogar;2023;50.856
08181 Roca del Vallès, La;;;Renta neta media por hogar;2022;48.015
08181 Roca del Vallès, La;;;Renta neta media por hogar;2021;45.573
08181 Roca del Vallès, La;;;Renta neta media por hogar;2020;43.298
08181 Roca del Vallès, La;;;Renta neta media por hogar;2019;42.672
08181 Roca del Vallès, La;;;Renta neta media por hogar;2018;40.853
08181 Roca del Vallès, La;;;Renta neta media por hogar;2017;39.241
08181 Roca del Vallès, La;;;Renta neta media por hogar;2016;38.178
08181 Roca del Vallès, La;;;Renta neta media por hogar;2015;37.092
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2023;38.625
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2022;36.398
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2021;33.770
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2020;33.266
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2019;33.014
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2018;31.357
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2017;30.307
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2016;29.727
08182 Pont de Vilomara i Rocafort, El;;;Renta neta media por hogar;2015;28.532
08183 Roda de Ter;;;Renta neta media por hogar;2023;40.553
08183 Roda de Ter;;;Renta neta media por hogar;2022;38.365
08183 Roda de Ter;;;Renta neta media por hogar;2021;36.971
08183 Roda de Ter;;;Renta neta media por hogar;2020;36.914
08183 Roda de Ter;;;Renta neta media por hogar;2019;35.979
08183 Roda de Ter;;;Renta neta media por hogar;2018;34.676
08183 Roda de Ter;;;Renta neta media por hogar;2017;33.582
08183 Roda de Ter;;;Renta neta media por hogar;2016;32.708
08183 Roda de Ter;;;Renta neta media por hogar;2015;31.512
08184 Rubí;;;Renta neta media por hogar;2023;40.881
08184 Rubí;;;Renta neta media por hogar;2022;38.512
08184 Rubí;;;Renta neta media por hogar;2021;37.632
08184 Rubí;;;Renta neta media por hogar;2020;35.426
08184 Rubí;;;Renta neta media por hogar;2019;35.428
08184 Rubí;;;Renta neta media por hogar;2018;34.113
08184 Rubí;;;Renta neta media por hogar;2017;32.571
08184 Rubí;;;Renta neta media por hogar;2016;31.875
08184 Rubí;;;Renta neta media por hogar;2015;30.580
08185 Rubió;;;Renta neta media por hogar;2023;51.201
08185 Rubió;;;Renta neta media por hogar;2022;51.062
08185 Rubió;;;Renta neta media por hogar;2021;47.292
08185 Rubió;;;Renta neta media por hogar;2020;48.075
08185 Rubió;;;Renta neta media por hogar;2019;48.546
08185 Rubió;;;Renta neta media por hogar;2018;45.993
08185 Rubió;;;Renta neta media por hogar;2017;45.268
08185 Rubió;;;Renta neta media por hogar;2016;46.555
08185 Rubió;;;Renta neta media por hogar;2015;45.827
08187 Sabadell;;;Renta neta media por hogar;2023;40.323
08187 Sabadell;;;Renta neta media por hogar;2022;38.208
08187 Sabadell;;;Renta neta media por hogar;2021;36.428
08187 Sabadell;;;Renta neta media por hogar;2020;35.249
08187 Sabadell;;;Renta neta media por hogar;2019;35.200
08187 Sabadell;;;Renta neta media por hogar;2018;33.876
08187 Sabadell;;;Renta neta media por hogar;2017;32.494
08187 Sabadell;;;Renta neta media por hogar;2016;31.601
08187 Sabadell;;;Renta neta media por hogar;2015;30.507
08188 Sagàs;;;Renta neta media por hogar;2023;62.129
08188 Sagàs;;;Renta neta media por hogar;2022;58.110
08188 Sagàs;;;Renta neta media por hogar;2021;54.183
08188 Sagàs;;;Renta neta media por hogar;2020;48.683
08188 Sagàs;;;Renta neta media por hogar;2019;50.517
08188 Sagàs;;;Renta neta media por hogar;2018;47.781
08188 Sagàs;;;Renta neta media por hogar;2017;46.189
08188 Sagàs;;;Renta neta media por hogar;2016;46.495
08188 Sagàs;;;Renta neta media por hogar;2015;45.911
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2023;54.316
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2022;52.822
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2021;52.815
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2020;45.980
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2019;47.861
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2018;45.814
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2017;41.046
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2016;43.845
08189 Sant Pere Sallavinera;;;Renta neta media por hogar;2015;41.036
08190 Saldes;;;Renta neta media por hogar;2023;40.271
08190 Saldes;;;Renta neta media por hogar;2022;42.713
08190 Saldes;;;Renta neta media por hogar;2021;42.132
08190 Saldes;;;Renta neta media por hogar;2020;40.030
08190 Saldes;;;Renta neta media por hogar;2019;42.671
08190 Saldes;;;Renta neta media por hogar;2018;40.453
08190 Saldes;;;Renta neta media por hogar;2017;41.617
08190 Saldes;;;Renta neta media por hogar;2016;43.374
08190 Saldes;;;Renta neta media por hogar;2015;42.051
08191 Sallent;;;Renta neta media por hogar;2023;38.301
08191 Sallent;;;Renta neta media por hogar;2022;36.474
08191 Sallent;;;Renta neta media por hogar;2021;34.847
08191 Sallent;;;Renta neta media por hogar;2020;34.451
08191 Sallent;;;Renta neta media por hogar;2019;34.310
08191 Sallent;;;Renta neta media por hogar;2018;32.873
08191 Sallent;;;Renta neta media por hogar;2017;32.084
08191 Sallent;;;Renta neta media por hogar;2016;31.216
08191 Sallent;;;Renta neta media por hogar;2015;30.346
08192 Santpedor;;;Renta neta media por hogar;2023;47.067
08192 Santpedor;;;Renta neta media por hogar;2022;44.396
08192 Santpedor;;;Renta neta media por hogar;2021;40.864
08192 Santpedor;;;Renta neta media por hogar;2020;41.194
08192 Santpedor;;;Renta neta media por hogar;2019;41.349
08192 Santpedor;;;Renta neta media por hogar;2018;39.736
08192 Santpedor;;;Renta neta media por hogar;2017;38.314
08192 Santpedor;;;Renta neta media por hogar;2016;37.162
08192 Santpedor;;;Renta neta media por hogar;2015;36.527
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2023;42.920
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2022;39.712
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2021;36.538
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2020;35.693
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2019;34.024
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2018;32.283
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2017;31.098
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2016;30.059
08193 Sant Iscle de Vallalta;;;Renta neta media por hogar;2015;29.145
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2023;36.148
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2022;33.979
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2021;31.990
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2020;31.090
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2019;31.077
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2018;29.807
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2017;28.845
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2016;28.424
08194 Sant Adrià de Besòs;;;Renta neta media por hogar;2015;27.603
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2023;44.900
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2022;40.861
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2021;37.098
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2020;35.486
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2019;.
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2018;.
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2017;.
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2016;.
08195 Sant Agustí de Lluçanès;;;Renta neta media por hogar;2015;.
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2023;41.760
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2022;39.548
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2021;37.824
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2020;36.436
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2019;36.457
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2018;35.236
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2017;33.619
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2016;32.405
08196 Sant Andreu de la Barca;;;Renta neta media por hogar;2015;31.469
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2023;54.390
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2022;51.741
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2021;48.527
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2020;47.120
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2019;45.294
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2018;45.502
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2017;43.884
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2016;42.692
08197 Sant Andreu de Llavaneres;;;Renta neta media por hogar;2015;41.522
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2023;48.620
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2022;46.092
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2021;42.580
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2020;42.361
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2019;41.882
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2018;39.675
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2017;38.069
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2016;36.981
08198 Sant Antoni de Vilamajor;;;Renta neta media por hogar;2015;35.908
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2023;42.158
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2022;39.984
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2021;39.328
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2020;37.786
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2019;36.189
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2018;34.635
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2017;33.950
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2016;34.047
08199 Sant Bartomeu del Grau;;;Renta neta media por hogar;2015;32.992
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2023;40.324
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2022;38.137
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2021;36.460
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2020;35.370
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2019;35.523
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2018;33.892
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2017;32.501
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2016;31.692
08200 Sant Boi de Llobregat;;;Renta neta media por hogar;2015;30.827
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2023;39.657
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2022;37.249
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2021;37.835
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2020;38.106
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2019;35.924
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2018;34.787
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2017;32.730
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2016;33.453
08201 Sant Boi de Lluçanès;;;Renta neta media por hogar;2015;32.859
08202 Sant Celoni;;;Renta neta media por hogar;2023;41.656
08202 Sant Celoni;;;Renta neta media por hogar;2022;39.215
08202 Sant Celoni;;;Renta neta media por hogar;2021;37.184
08202 Sant Celoni;;;Renta neta media por hogar;2020;35.975
08202 Sant Celoni;;;Renta neta media por hogar;2019;35.949
08202 Sant Celoni;;;Renta neta media por hogar;2018;34.259
08202 Sant Celoni;;;Renta neta media por hogar;2017;33.150
08202 Sant Celoni;;;Renta neta media por hogar;2016;32.087
08202 Sant Celoni;;;Renta neta media por hogar;2015;31.014
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2023;41.577
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2022;38.934
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2021;35.687
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2020;33.676
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2019;34.078
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2018;33.388
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2017;31.784
